AveragePolicySurr,AverageEsReturn,Epoch,AverageY,AverageAbsY,AverageDiscountedReturn,StdReturn,Iteration,AverageQLoss,MinEsReturn,AverageAbsQ,MinReturn,AverageAbsQYDiff,StdEsReturn,MaxReturn,PolicyRegParamNorm,AverageAction,AverageReturn,QFunRegParamNorm,MaxEsReturn,AverageQ
-90.5518,187.409676022,367,90.2766724821,90.2767304677,150.955109205,9.62969320005,367,17.827,83.5339905382,90.2759,162.172764344,2.06117894889,37.8968545775,212.29856638,22.4634,1.0,184.018327436,317.186,252.549304808,90.2731
-90.2763,178.521069779,368,90.0095584178,90.0096858971,150.4673959,8.88872989901,368,15.4196,29.0013132662,90.0034,165.745338034,2.01802213984,36.9918659523,203.764270084,22.4634,1.0,183.276771271,317.735,221.848908073,90.0006
-90.5227,192.03107419,369,90.2405836833,90.240925621,151.000576467,9.74478012769,369,16.1748,115.116440011,90.2413,162.956939775,1.98348631493,31.9136211113,209.378258465,22.4634,1.0,184.072203142,318.339,244.185912275,90.2378
-90.3917,172.768678698,370,90.1252038678,90.1253961078,150.733421807,8.89836027159,370,17.7489,60.0503811163,90.1204,161.787180794,2.07104974777,37.3680554306,207.701024019,22.4634,1.0,183.651952954,318.796,232.036347091,90.1179
-90.2153,180.973323889,371,89.9230626898,89.9232385518,150.450937294,9.30661556656,371,15.4894,28.8284169063,89.9209,164.058783372,1.92447563982,36.0707962621,206.471612902,22.4634,1.0,183.236604824,319.273,224.830083518,89.9198
-90.1574,180.603718224,372,89.8892333166,89.8892333166,150.987475956,9.61378176751,372,13.5402,44.4985021605,89.8834,163.80744202,1.99056539594,38.4985749424,206.851610634,22.4634,1.0,184.054965339,319.773,237.557432524,89.8825
-89.9483,189.127779483,373,89.6619232934,89.6619645782,150.608100906,9.50329834235,373,18.5574,127.022313939,89.6591,162.550165261,2.01604636866,29.6976384601,206.933209688,22.4634,1.0,183.512224312,320.189,254.163512156,89.6562
-90.1214,185.263832283,374,89.7960764222,89.7977594832,151.347317768,9.65613071001,374,14.0779,63.2124599025,89.8,164.70244287,1.93367405111,40.9782082986,211.775796358,22.4634,1.0,184.645947776,320.697,227.312370609,89.7962
-90.6821,196.001427333,375,90.3967463911,90.3972514009,151.427100737,8.82006192143,375,19.594,96.0524837104,90.3864,167.280961101,2.0739180488,32.0223866667,208.782120364,22.4634,1.0,184.696208487,321.155,253.92160245,90.384
-90.0183,183.178490821,376,89.7029692314,89.7036300045,151.09255957,8.61392714298,376,19.5146,92.7881411502,89.702,165.641229005,2.05180686882,33.5770414735,209.669168662,22.4634,1.0,184.134593981,321.722,272.545032108,89.6987
-89.856,189.733622284,377,89.5453859102,89.5454584411,151.415529422,9.04224069844,377,15.0935,45.1751016214,89.5463,166.512502905,1.94457087236,52.7200289834,206.950500296,22.4634,1.0,184.70939577,322.201,328.889410545,89.5432
-90.2177,180.834256322,378,89.8971732317,89.8971977115,150.611000704,9.18604750839,378,21.1752,125.750252491,89.8981,164.781754719,2.1123180955,33.2656206393,208.490475176,22.4634,1.0,183.501375811,322.74,263.757006454,89.8942
-90.4144,189.677498813,379,90.1338346148,90.1340685961,151.677515065,10.0333505272,379,17.4721,122.778614029,90.1245,160.853777962,2.00167482248,29.0413026306,210.640573875,22.4634,1.0,185.072321875,323.258,243.033793626,90.123
-90.776,181.226393063,380,90.497696173,90.497696173,151.50438934,9.18939043146,380,17.1332,92.1747394637,90.4941,162.575436108,2.0268182168,32.9055712954,208.667877477,22.4634,1.0,184.838462421,323.854,242.986324291,90.4933
-90.2004,185.456898915,381,89.897694841,89.897694841,151.325566244,9.2698578008,381,18.2338,52.4584290443,89.8919,163.82059683,2.03046734012,48.9406623816,205.228615767,22.4634,1.0,184.490324602,324.292,279.951528919,89.89
-89.7467,177.510371763,382,89.512095728,89.512095728,151.169846876,9.12893860964,382,14.7425,51.5433517471,89.5123,161.66227793,1.97137333457,36.5085870488,206.030505582,22.4634,1.0,184.331055091,324.766,240.558238581,89.5104
-90.0572,178.034261907,383,89.7707703935,89.7708380618,150.668331159,9.39693738946,383,15.6737,62.3770611557,89.7656,160.398638194,1.95401090564,33.3821978857,213.486720258,22.4634,1.0,183.598419192,325.175,252.558015605,89.7642
-89.9165,187.065328432,384,89.6540036163,89.6540619395,151.689500178,9.44316729967,384,19.0981,44.1173017922,89.651,165.54788752,2.07176320428,35.9615293081,209.351212012,22.4634,1.0,185.064675816,325.807,232.865927638,89.6485
-89.9144,182.954206388,385,89.6591966818,89.6592341488,151.277880831,9.12608514294,385,18.5603,85.0526027366,89.6578,164.288058697,2.00010629482,33.2451414192,207.826155419,22.4634,1.0,184.48816431,326.352,237.622851077,89.6566
-90.329,187.47561327,386,90.1011897966,90.1012816289,151.639673894,9.33074151112,386,16.3123,134.47278348,90.1028,167.621432758,1.94281673785,27.5219792273,208.773491977,22.4634,1.0,184.979405854,326.795,261.740742672,90.1002
-89.8112,183.338087063,387,89.555169452,89.555169452,151.419409072,9.81360144558,387,18.0149,111.059676182,89.5513,165.634824872,2.01557132461,29.4436444043,210.085757427,22.4634,1.0,184.610707809,327.282,223.708498323,89.5502
-90.1178,193.566662574,388,89.8808695313,89.8808695313,151.045970547,8.85006537565,388,20.1205,135.794055332,89.8744,163.02223891,2.02678198809,31.6367080771,208.791519918,22.4634,1.0,184.087702862,327.788,278.569902954,89.8722
-90.1436,181.724790958,389,89.9054243697,89.9054243697,150.950711909,9.2609549678,389,14.4444,86.1603250577,89.9036,163.326941272,1.92341810929,35.1167289693,210.014402936,22.4634,1.0,183.875371429,328.186,256.255721388,89.9004
-89.9535,170.443841025,390,89.716696008,89.716696008,150.89657353,8.51831550917,390,17.5218,60.4087480778,89.711,167.204238761,1.97131461659,44.2106383804,203.480239615,22.4634,1.0,183.920198678,328.67,216.789374268,89.7097
-89.8802,190.601736589,391,89.6132966206,89.6132966206,151.772124507,9.81943798348,391,14.8918,134.706581373,89.6152,165.314868202,1.93725464584,25.0311887197,208.525599124,22.4634,1.0,185.238952952,329.187,250.105280548,89.6133
-89.7763,188.613749795,392,89.5352436964,89.5354065383,151.301811874,9.72450951823,392,19.6125,54.521304131,89.5311,161.44222218,2.03277437368,33.6323806537,210.081661162,22.4634,1.0,184.568719129,329.597,229.87682061,89.5307
-89.7784,187.895458291,393,89.5262700191,89.52711315,151.547992034,8.96125313651,393,15.0849,145.732396369,89.523,167.487170707,1.93052438456,24.0174580806,206.336403414,22.4634,1.0,184.893802087,330.094,254.263275675,89.5211
-89.9836,187.105334045,394,89.769908299,89.7705000906,151.499878372,9.87686715027,394,18.2735,60.4274027929,89.7669,162.144215606,1.96196997585,35.8580841151,211.511341478,22.4634,1.0,184.793230134,330.639,265.005246228,89.7641
-89.7878,177.349581588,395,89.5466079571,89.5468917195,151.719672872,9.27124437619,395,13.7577,43.4538246422,89.5444,167.324910796,1.90410390229,50.6823057658,209.911706793,22.4634,1.0,185.083396402,331.074,249.584278549,89.5407
-90.0967,184.967892997,396,89.8707422907,89.8709444033,151.400565376,9.38441659126,396,17.5501,107.03614546,89.8686,162.812247013,1.97390253329,28.2782738601,214.497327525,22.4634,1.0,184.645826957,331.571,253.595050434,89.8647
-89.969,190.190852206,397,89.7746180382,89.7747963081,151.567229938,9.5247117317,397,15.3819,150.750891355,89.7799,163.229401053,1.93379206456,23.097659911,210.558785967,22.4634,1.0,184.892934596,332.164,248.375066053,89.7747
-90.0894,173.355487774,398,89.8918710463,89.8918710463,150.648875431,9.60572848947,398,18.8068,9.69155162697,89.8887,164.780660543,1.9890228659,47.2134476104,205.982776918,22.4634,1.0,183.485686228,332.506,228.486998397,89.8871
-89.9908,186.939066094,399,89.7650523031,89.7652175642,151.090567347,9.0375900598,399,16.9462,139.381882585,89.7629,162.772139759,1.99965094969,22.4685101509,207.817356447,22.4634,1.0,184.233898276,332.993,228.447532306,89.7609
-89.8544,174.670655476,400,89.6479290112,89.6479290112,151.163826302,9.68113535677,400,13.7966,77.5972460102,89.6487,161.259877757,1.89715024859,33.6318676614,205.773845779,22.4634,1.0,184.380590434,333.496,216.005534256,89.6452
-89.7684,180.447052288,401,89.5363599464,89.5365066087,150.473547722,9.32063437365,401,14.9746,128.76751862,89.534,162.3733381,1.96421739905,24.8042595403,210.020199928,22.4634,1.0,183.270111263,334.078,239.611810738,89.5324
-89.648,181.272168877,402,89.4131341625,89.4131341625,150.374302134,9.29825555317,402,18.8132,81.2338373973,89.4081,161.791639252,1.96716885521,31.5225043151,205.227142845,22.4634,1.0,183.228187892,334.605,228.230644997,89.4076
-89.9442,191.377836933,403,89.7274646739,89.7274646739,151.64125864,9.74209000376,403,14.0834,117.422238839,89.7231,164.591008727,1.89056777497,26.9026513092,211.613883616,22.4634,1.0,185.000905788,335.057,225.482807877,89.7222
-89.7246,183.367607962,404,89.5031572966,89.5031572966,151.031369042,9.4045389072,404,18.3127,97.0909858392,89.5016,161.407632534,1.98188818825,29.0082696254,212.333518113,22.4634,1.0,184.147498007,335.63,232.890984007,89.5003
-89.5527,187.643703946,405,89.3711496367,89.3711871038,150.648813338,9.72710641373,405,17.8341,114.712092222,89.3646,162.368026373,1.9784863758,22.4107101156,206.640011331,22.4634,1.0,183.538944039,336.149,219.333393674,89.3612
-89.4441,187.034892362,406,89.2338848141,89.2339888931,151.213729384,9.00603950821,406,18.8591,45.9556579368,89.2278,166.45249785,1.97507956055,35.6730416944,209.420232198,22.4634,1.0,184.324832698,336.601,253.839069767,89.2265
-90.054,176.856178025,407,89.827600768,89.8279180067,151.544771392,9.04914250407,407,10.6383,28.7494150332,89.8285,166.440212655,1.8092538537,45.281618196,214.947861384,22.4634,1.0,184.881884218,337.094,250.746612364,89.8278
-89.6564,173.034040065,408,89.4488897838,89.4488944148,150.830399166,9.53591279939,408,13.8733,48.0409067347,89.4454,161.746868438,1.87681634826,46.2091447538,209.581006272,22.4634,1.0,183.779684748,337.542,240.199476097,89.4435
-89.6855,189.28044712,409,89.4926625431,89.4926921028,151.122128416,9.03583412156,409,12.6702,149.168880552,89.4902,163.54049666,1.8502902042,18.691697444,206.702658854,22.4634,1.0,184.261727766,338.102,232.511655522,89.4884
-89.7419,181.48894337,410,89.5235952875,89.5236856959,151.319825888,9.01523943886,410,19.5469,72.3487966902,89.5177,162.364268347,2.07480406852,35.5274075785,208.282273951,22.4634,1.0,184.567299972,338.515,221.268854405,89.515
-89.6444,187.134792169,411,89.4048523736,89.4048523736,150.157979965,8.93918289267,411,13.4556,97.4288891086,89.4052,164.187662014,1.84740770399,34.3226746841,205.217964065,22.4634,1.0,182.807512532,339.028,257.642178617,89.4035
-89.3284,175.103221279,412,89.1035920073,89.1035920073,151.203888863,8.75482308664,412,16.8368,54.5772404539,89.1021,161.956735254,1.92381210458,43.204766458,209.434511536,22.4634,1.0,184.353416882,339.514,241.489363384,89.1004
-89.9976,179.195761846,413,89.7492323325,89.7492323325,151.348166665,9.1646249223,413,17.7623,103.344611955,89.7506,162.209046988,1.94832156863,23.8174965546,209.875675585,22.4634,1.0,184.565665688,339.932,216.698989881,89.7483
-89.1148,190.760422201,414,88.8573195935,88.8573195935,151.330803548,9.3583939499,414,14.8764,70.4018129446,88.8543,163.144973604,1.90632559305,31.998923618,207.24616006,22.4634,1.0,184.540113327,340.399,242.620888064,88.852
-90.0213,194.010583184,415,89.7582204011,89.7591845609,150.949587097,9.8708353711,415,17.4702,112.321536452,89.7541,162.875493213,1.92650229915,30.852042095,210.305189883,22.4634,1.0,184.04156748,340.935,247.722695094,89.7503
-89.7252,182.575345339,416,89.5004779402,89.5005449428,151.20773049,9.19586364634,416,17.4169,110.744107336,89.5046,162.991796667,1.90652275181,29.9723286799,210.298144503,22.4634,1.0,184.372756191,341.336,261.304403461,89.5017
-90.0133,192.412930438,417,89.79665845,89.79665845,150.844181914,8.83803803054,417,15.048,144.86680125,89.7933,164.628819657,1.88439717606,24.6756977137,205.670363664,22.4634,1.0,183.806126598,341.755,258.618465587,89.7914
-89.6835,192.122419267,418,89.4329381011,89.4329381011,151.020937252,9.27003167302,418,16.11,122.15044367,89.43,161.675991562,1.9040635601,28.9394904652,207.384567755,22.4634,1.0,184.111958009,342.23,249.818379612,89.4292
-89.8035,189.350829053,419,89.5652827024,89.5652827024,151.244370291,9.74985661011,419,16.6523,52.4575295356,89.5627,159.915396329,1.941345946,37.1527315306,209.507854455,22.4634,1.0,184.423483536,342.765,272.45723712,89.5594
-90.187,189.467056218,420,89.9104416006,89.9104416006,151.416633556,9.57161750447,420,16.7044,128.629036346,89.9094,165.361324023,1.91680279931,38.4320793639,213.537872379,22.4634,1.0,184.679716645,343.263,273.109799742,89.907
-89.8358,176.095672131,421,89.5808580854,89.5812179241,151.085139208,9.44865516105,421,14.422,61.6172565356,89.5783,162.368658582,1.8616855343,41.779794438,212.059867943,22.4634,1.0,184.219999061,343.639,240.633946722,89.5768
-89.8482,188.022614232,422,89.6084366237,89.6084366237,150.908801688,9.77366820265,422,13.79,94.9888486281,89.6029,161.912924001,1.86795126696,31.5524194455,212.744455533,22.4634,1.0,183.945323353,344.078,257.685361427,89.6018
-89.8693,166.653619235,423,89.6245698973,89.6249981945,150.955076032,9.33167897533,423,15.1521,9.71967658233,89.6263,162.215477866,1.91269614153,48.8731673168,207.386745809,22.4634,1.0,183.979579164,344.696,237.284471066,89.6242
-89.5996,184.906383612,424,89.3638351448,89.3641102455,150.888221538,9.09540605146,424,18.0885,95.5198167832,89.3617,163.61550683,1.95514042308,33.4964395822,210.576251645,22.4634,1.0,183.863206266,345.11,246.348794287,89.3602
-90.0218,183.264611328,425,89.7620694393,89.762645989,150.488775064,9.42002870605,425,19.6181,75.452859094,89.7614,165.040533623,1.98995807794,32.2283663293,208.129217274,22.4634,1.0,183.357094666,345.61,234.991620335,89.7575
-89.8646,187.079891292,426,89.5946249228,89.5949537718,150.555290413,9.22984243189,426,13.687,78.2487907737,89.5904,165.309370983,1.86405155424,35.2947704346,207.975019643,22.4634,1.0,183.401322447,346.228,251.625772589,89.5889
-90.196,199.030189411,427,89.9686122086,89.9690998346,150.582840691,9.33607641786,427,18.7982,115.257963508,89.9645,166.776085076,1.99386216407,29.1857083735,207.053967787,22.4634,1.0,183.478237523,346.713,256.059510583,89.962
-89.5714,179.342212413,428,89.3682250047,89.3693499428,150.673824115,9.37302444825,428,15.6947,29.1024717426,89.3711,163.539148859,1.95203075517,44.440997192,210.073193843,22.4634,1.0,183.560858504,347.139,229.446054552,89.3655
-89.8698,180.693512534,429,89.6575251034,89.6576132335,150.624946704,9.33381667383,429,15.3592,42.3005334625,89.6564,165.434338039,1.91379249106,38.8347217578,207.399416177,22.4634,1.0,183.514402163,347.564,226.243008711,89.6547
-89.9287,181.878040042,430,89.7513073706,89.7518031249,151.235052687,9.44120055586,430,14.1306,90.5709283061,89.7472,164.248614067,1.83984367153,26.2145114633,207.108119809,22.4634,1.0,184.390450467,348.024,226.853251496,89.7459
-90.2296,183.201640032,431,90.0301879073,90.0301879073,151.847012396,9.07306095017,431,15.6449,104.433069731,90.0315,164.305685783,1.88806715942,27.3853049356,206.187141089,22.4634,1.0,185.331461655,348.553,225.582450733,90.0302
-89.6707,186.49827546,432,89.4425441783,89.4427100245,151.202613743,9.22962661774,432,15.4658,116.146901579,89.4366,166.878440808,1.90858573865,30.5225564189,209.203853902,22.4634,1.0,184.342557409,348.982,240.99047338,89.435
-90.0266,189.961033972,433,89.7894526697,89.7898347069,150.961451335,9.03041170864,433,16.9532,141.378000445,89.7876,162.840389271,2.00717099582,22.4895128713,208.837733546,22.4634,1.0,183.956964377,349.438,232.793205379,89.7868
-89.8709,175.685424783,434,89.6461722803,89.6462842894,151.093627293,9.67560599756,434,19.9761,58.2017798528,89.6419,167.283902212,2.02414245253,37.7640850422,211.110259279,22.4634,1.0,184.170028906,349.823,221.394692466,89.6393
-89.937,177.741441477,435,89.6871259108,89.6875922974,151.710957779,9.48744042503,435,16.3215,88.6762040488,89.6837,166.57236148,1.9512836677,39.6220106902,210.171125567,22.4634,1.0,185.116240472,350.332,290.486060986,89.6829
-89.9058,175.399337457,436,89.6980817024,89.6988671112,151.351035464,9.54332215418,436,20.5603,82.7814260649,89.6988,161.929798231,2.0199326314,28.4400857723,210.631683533,22.4634,1.0,184.601056424,350.769,215.782808027,89.6934
-89.2991,182.751670124,437,89.0612181201,89.0612181201,152.240782334,9.50140587512,437,16.8836,101.116773995,89.063,164.528210879,1.90149905809,29.044471797,208.916092263,22.4634,1.0,185.824621584,351.157,261.36600583,89.0604
-89.2265,171.417191446,438,89.0156263639,89.0160336587,151.230284919,9.52907901064,438,17.409,14.705310043,89.0177,165.106410443,1.93936827403,48.1485234761,208.83513777,22.4634,1.0,184.286604745,351.696,227.76360018,89.0109
-89.49,190.297403646,439,89.251882599,89.2519036207,152.761901754,8.9769908463,439,14.7706,69.0384878835,89.2494,162.508769036,1.85663991528,33.5697078159,205.724033093,22.4634,1.0,186.639919481,352.096,255.501318129,89.248
-90.1148,177.521165438,440,89.8433875004,89.8435797665,151.647562549,8.8933277064,440,14.4405,47.1142048514,89.8447,162.072095096,1.83975117269,39.1196994245,206.329907131,22.4634,1.0,185.089011581,352.469,245.408479045,89.8428
-90.0628,184.217652086,441,89.8103743184,89.8107974454,150.837439978,9.19937630812,441,15.3859,64.2960159747,89.8074,165.100706692,1.93871265001,39.2180192727,208.856417398,22.4634,1.0,183.699451757,353.007,227.307018254,89.8046
-89.6631,180.344248273,442,89.4193177753,89.4197605698,151.327216739,9.87220862878,442,15.5957,100.882868166,89.4148,164.559403254,1.90446302954,31.1627741175,210.428875855,22.4634,1.0,184.631005102,353.526,241.594737252,89.4125
-90.3606,194.872696367,443,90.1432387293,90.1432387293,151.336255443,10.0481860981,443,15.6944,165.33497244,90.1385,163.042634304,1.88927887992,18.7624047832,208.326752071,22.4634,1.0,184.51352316,353.841,239.235881847,90.1382
-89.9898,188.160924368,444,89.7824138266,89.7825911079,151.82412376,9.55011143533,444,20.4045,9.63555753455,89.7804,167.5939144,1.98168889491,46.8329552093,208.863285186,22.4634,1.0,185.274298459,354.391,252.232367166,89.7768
-90.2443,193.33794041,445,90.0266834084,90.0273236741,150.784762057,9.2837604662,445,16.4452,98.9971950574,90.0246,161.944654353,1.93070342344,32.9113480997,210.794677349,22.4634,1.0,183.731916633,354.844,239.669375246,90.0202
-89.9344,186.350977661,446,89.6952014496,89.6960428609,150.52962639,8.72550730226,446,13.2166,106.044771454,89.6982,166.921132742,1.80907047187,31.6084433589,205.72289074,22.4634,1.0,183.384638101,355.35,240.092537109,89.6937
-90.1388,191.775906563,447,89.9006661902,89.9008799755,150.866328112,9.54296094902,447,15.23,102.73236735,89.8997,161.744924548,1.89977438527,29.5648113233,209.376956511,22.4634,1.0,183.893156772,355.836,266.625787659,89.8988
-90.0269,184.235284912,448,89.816178818,89.816178818,151.272967856,9.06013099965,448,14.6022,28.7991414902,89.8155,163.564731236,1.88067907037,45.6187991539,210.462978887,22.4634,1.0,184.437607818,356.195,248.789972946,89.8136
-89.637,185.800377285,449,89.3966155558,89.3966155558,151.32218718,9.81632812289,449,19.3223,86.5858091321,89.3903,160.832295233,1.9886914063,28.2718056697,212.491087948,22.4634,1.0,184.495713762,356.714,229.354798034,89.3892
-90.0698,168.908182754,450,89.8333453163,89.8338836227,151.359740658,10.1223475375,450,15.2338,75.2402000811,89.8315,163.351440504,1.88744345167,33.5727061464,208.623447037,22.4634,1.0,184.598410082,357.196,222.930826817,89.8293
-89.9969,175.769535802,451,89.762331318,89.762331318,151.303996706,9.71029548964,451,16.7295,66.6160156035,89.7601,162.790841061,1.88328747734,36.5375017027,206.914881727,22.4634,1.0,184.453946245,357.602,237.206515932,89.7583
-90.0337,184.901220383,452,89.7766649155,89.7767847036,151.101987827,9.02296466733,452,14.3541,91.4556895195,89.7757,164.603788512,1.87136730502,35.7513087427,206.82325931,22.4634,1.0,184.159490093,358.076,288.630998506,89.7737
