AveragePolicySurr,AverageEsReturn,Epoch,AverageY,AverageAbsY,AverageDiscountedReturn,StdReturn,Iteration,AverageQLoss,MinEsReturn,AverageAbsQ,MinReturn,AverageAbsQYDiff,StdEsReturn,MaxReturn,PolicyRegParamNorm,AverageAction,AverageReturn,QFunRegParamNorm,MaxEsReturn,AverageQ
-93.071,188.114823271,127,92.3807628198,92.3816021033,151.800816949,9.70254454056,127,22.3831,131.163986143,92.3735,160.817393741,2.62419269503,27.1512478691,208.371123247,22.4634,1.0,185.197226012,165.402,232.898064731,92.3694
-92.7677,187.900149786,128,92.0355921405,92.0366224406,151.915634697,9.88962268118,128,22.1301,110.989948918,92.0284,163.332891102,2.67659650771,31.0384861673,206.1157658,22.4634,1.0,185.400116591,166.197,259.707276782,92.0248
-92.6458,182.528803948,129,91.9033571094,91.9037082468,151.68923765,9.42065560789,129,22.8274,82.9035253109,91.8934,165.213060039,2.6456865272,35.3106105221,207.482178175,22.4634,1.0,185.014760863,167.14,235.563806034,91.8901
-92.832,175.551454906,130,92.1191734158,92.1192457476,151.65083505,8.90773421553,130,24.6609,66.9315679182,92.1112,164.424767663,2.71277430387,33.1541862757,208.818747764,22.4634,1.0,185.059851804,167.944,217.343352917,92.1031
-92.6276,184.226614219,131,91.9200688966,91.9206564703,150.855566409,9.04786511206,131,22.8412,68.9456642328,91.9095,167.179467399,2.66145266837,43.8972753089,209.238066641,22.4634,1.0,183.810416952,168.725,247.390564464,91.9083
-93.0633,185.851137248,132,92.3871151283,92.387175544,151.062085059,9.22973054115,132,22.5074,14.1726797296,92.3772,166.479417906,2.58234642946,43.8912397292,210.649192552,22.4634,1.0,184.165198406,169.507,233.765573866,92.372
-92.3834,179.737201625,133,91.6283611595,91.6283611595,151.598776521,9.3110864262,133,19.5205,65.0967438863,91.6279,161.9615329,2.48521010286,36.7073467724,207.226195366,22.4634,1.0,184.981805776,170.289,233.880703126,91.6244
-92.5414,176.775160874,134,91.803749033,91.804030574,151.246312996,9.44109184483,134,23.5682,131.697221067,91.795,164.377610261,2.59441576226,24.5621149731,209.912594749,22.4634,1.0,184.454137046,171.137,230.719546543,91.7923
-92.763,187.089377262,135,92.027605111,92.0278333418,150.76632383,8.94207715998,135,21.7321,140.501031947,92.0193,162.803663759,2.57201828063,31.1953159631,204.309148598,22.4634,1.0,183.67089394,172.017,259.290889649,92.0172
-92.2636,172.958878049,136,91.5138246909,91.5142913869,151.442936623,9.72095435431,136,24.7661,74.4150708124,91.5039,166.640380334,2.61595350187,39.4991385767,210.761287453,22.4634,1.0,184.7188445,172.764,226.06588004,91.5016
-92.6673,182.640625458,137,91.9251030856,91.9252643747,150.823185793,9.80244470462,137,23.714,62.3497549177,91.9215,162.434783843,2.61425175219,36.4898257054,210.782464733,22.4634,1.0,183.781586477,173.496,246.879163129,91.9182
-93.0261,186.650426862,138,92.2724194548,92.2724556621,150.442055572,9.18526237094,138,23.8056,19.2555413263,92.2676,166.860502197,2.66774524779,42.9505692754,210.039602537,22.4634,1.0,183.317115216,174.312,251.648906074,92.2638
-92.5588,178.119737526,139,91.8574190592,91.8581172038,150.686895797,9.70208090683,139,21.6976,33.8576343721,91.8503,162.175174812,2.55422538439,38.7843774253,209.76235014,22.4634,1.0,183.62506935,174.97,227.780496672,91.8479
-92.7783,182.709402535,140,92.0554399518,92.0559497877,151.117745156,8.86192228918,140,19.163,102.77747528,92.0502,162.182981116,2.50845804873,31.7149651086,205.202297467,22.4634,1.0,184.231239858,175.854,237.293873666,92.0449
-92.7392,180.760156472,141,91.9898388846,91.9901461441,151.699809724,9.18754032466,141,19.5784,44.8569933936,91.9891,164.401133058,2.4980753972,40.7006418319,207.334586612,22.4634,1.0,185.133762446,176.559,238.80996639,91.9817
-92.8939,186.830330752,142,92.1735843218,92.1736705281,150.882243785,9.74752561036,142,23.1746,69.5394969502,92.1585,161.910366042,2.6111623853,33.754888659,206.897629156,22.4634,1.0,183.922321986,177.42,234.231112584,92.1561
-93.075,184.334405357,143,92.3695000546,92.3715923607,151.183728096,9.26331993424,143,22.0189,87.370449561,92.3647,164.002339638,2.52630630373,29.7667194473,208.675039384,22.4634,1.0,184.345946177,178.305,235.800615263,92.3629
-92.9841,196.238650735,144,92.244743314,92.2448612739,151.096970186,9.49135063348,144,23.4916,97.8471579141,92.236,162.754202527,2.6025537881,34.2002865519,209.26312633,22.4634,1.0,184.252949436,178.986,277.784622755,92.2336
-92.8673,185.670976018,145,92.0893978253,92.0919405457,150.848535869,9.13680416061,145,20.6196,85.5144733079,92.0921,161.705843299,2.57933316071,37.3386955146,208.173057343,22.4634,1.0,183.854867831,179.831,254.411282911,92.0855
-93.0322,190.820900405,146,92.2887063068,92.2888787764,151.987695947,9.61206466672,146,20.754,99.9295284864,92.2746,165.304502221,2.53135481468,31.3370162488,213.485295375,22.4634,1.0,185.501929529,180.551,249.702661331,92.2726
-92.3778,185.651877591,147,91.6315194699,91.6316394734,150.411805929,9.09679068548,147,24.9345,124.881507234,91.6271,163.868587185,2.58284054573,28.1733018035,205.441133634,22.4634,1.0,183.245511338,181.292,233.927562945,91.6217
-92.7262,178.401805307,148,92.0042049404,92.005238595,151.078873897,9.99295077007,148,19.2425,78.1349562406,92.0053,162.725732807,2.46058809669,31.5763563658,209.724068381,22.4634,1.0,184.274607366,182.007,224.111416775,91.9995
-93.1104,183.190997234,149,92.3918341081,92.3926260741,150.611593693,9.13233586121,149,25.8764,82.5462241311,92.387,166.976276799,2.66523360447,40.9265663117,205.98382244,22.4634,1.0,183.543344202,182.874,255.514715579,92.3799
-92.7918,184.163958681,150,92.0907519443,92.091351119,150.46117536,8.51040540327,150,23.5666,98.8705818485,92.0856,161.929592086,2.58751689318,29.6665636883,205.720602071,22.4634,1.0,183.246317615,183.586,243.333797729,92.0826
-92.8914,185.560330365,151,92.181159074,92.1813356732,150.644672512,10.0247684594,151,22.3355,119.16307461,92.1718,162.373542095,2.52079710196,27.3302833613,205.91375776,22.4634,1.0,183.543625985,184.274,256.434191074,92.1688
-92.5064,174.774547749,152,91.8499161001,91.85157518,150.96663384,8.93949693398,152,21.403,84.4695026381,91.8496,166.327379244,2.46766142457,33.5301010135,206.190308724,22.4634,1.0,184.023437942,184.904,228.711127803,91.844
-92.7987,185.369106762,153,92.1389676959,92.1393061206,151.162002606,9.69331639546,153,30.3486,149.655464887,92.1255,163.786696036,2.70695932674,24.38995325,213.352875775,22.4634,1.0,184.341198785,185.772,258.976686712,92.123
-92.7506,195.890909817,154,92.0713987877,92.0713987877,151.509386335,9.64265304178,154,23.5962,153.931205221,92.0694,166.402290309,2.55755517833,17.5610848343,210.073814118,22.4634,1.0,184.720731366,186.516,232.549673618,92.0658
-92.9823,179.979080981,155,92.2844116176,92.2844116176,150.933194839,9.59968917381,155,21.6764,86.3130465083,92.2823,164.339939441,2.54227121525,35.3388032377,209.714594241,22.4634,1.0,183.944921168,187.372,249.601912974,92.2792
-92.873,180.33535444,156,92.1520432651,92.1520432651,150.979777215,9.27572771989,156,22.602,37.0970060133,92.136,161.812603615,2.5616960253,37.5420732574,209.787026843,22.4634,1.0,184.046009633,188.174,241.581798289,92.1332
-92.8539,179.709000586,157,92.1397791028,92.1397791028,150.55908149,9.32329863294,157,22.2569,14.4821297996,92.1295,161.890213951,2.49621098006,41.6927124087,209.40128426,22.4634,1.0,183.430045978,188.779,233.13724481,92.1265
-92.8841,181.268582065,158,92.195504038,92.1961707234,151.593872442,9.04720187047,158,24.0006,96.4095299466,92.1881,162.737036671,2.5681106332,30.3784698236,210.473822166,22.4634,1.0,184.877115732,189.605,247.736427338,92.1849
-93.2083,175.847067637,159,92.5195099965,92.5195237755,151.654670159,9.61606310064,159,19.8314,14.4809447433,92.5074,162.972364143,2.45271169335,51.6881207696,213.233583707,22.4634,1.0,184.991143004,190.292,241.954260723,92.506
-92.8727,173.308673368,160,92.2220416614,92.2220416614,150.829950205,9.2475293098,160,24.3072,74.3889065977,92.212,162.748815588,2.57318371095,37.4195715223,211.410184561,22.4634,1.0,183.835796401,190.929,226.046165388,92.21
-93.0336,175.011329875,161,92.3606123379,92.3607390538,151.339695125,8.90376628374,161,22.2732,19.2104121107,92.3582,167.681946699,2.49426819245,45.2997206653,211.099978231,22.4634,1.0,184.520659339,191.503,220.282567555,92.3527
-93.2639,190.531110227,162,92.6125548955,92.6128129124,150.805930882,8.58057793676,162,23.9924,106.987897677,92.5978,156.629459054,2.58901252904,28.4136834859,206.196680085,22.4634,1.0,183.768662118,192.368,243.725994911,92.5962
-92.7988,175.02353281,163,92.1541813994,92.1552289548,150.98579151,9.38199574699,163,21.7044,14.2938344824,92.1497,162.727533658,2.52152718658,48.3305066579,207.80683195,22.4634,1.0,183.974912661,193.16,246.060574495,92.146
-92.9468,184.066116182,164,92.2764953277,92.2767813316,150.965775794,9.53135503908,164,24.6999,68.8294386576,92.2748,161.746104338,2.5369553343,27.4580387113,208.306183028,22.4634,1.0,184.008389566,193.709,209.515045387,92.2717
-92.9516,183.100960158,165,92.3134150138,92.3140450982,151.176546508,8.38374517965,165,25.8209,97.9080583171,92.3018,167.043564298,2.59521277187,27.8490882005,206.500508913,22.4634,1.0,184.339433283,194.537,233.163078252,92.2988
-93.2164,186.118772628,166,92.5850329577,92.5854879331,150.475520837,9.32487376192,166,19.0382,113.236993777,92.5804,164.027992674,2.35432021948,28.9560152635,208.682678063,22.4634,1.0,183.239800466,195.086,227.075492336,92.5757
-92.671,192.615203471,167,92.0216937139,92.0220579612,150.964935805,9.87576103942,167,22.9633,70.7336843315,92.0131,163.220463449,2.46367522192,32.8780190371,210.067816065,22.4634,1.0,184.065607223,196.04,246.333523603,92.0103
-93.0302,179.715016156,168,92.4402332512,92.4402332512,150.427626172,9.36643912432,168,22.8645,79.0314914936,92.433,161.30224546,2.48812677409,31.3488938783,207.635759247,22.4634,1.0,183.100159014,196.81,221.156140179,92.4272
-92.7935,183.778838149,169,92.1456676626,92.1457051296,151.034170025,8.49623773163,169,23.7573,9.73812403645,92.1295,161.689648716,2.48250413958,43.2060654583,207.2472007,22.4634,1.0,184.13279936,197.456,264.435953133,92.128
-92.5229,182.569401281,170,91.8920373396,91.8921911319,151.240027846,9.35763875913,170,26.551,82.2597002924,91.8901,165.745702144,2.51678946938,45.835042488,209.977745149,22.4634,1.0,184.371024463,198.177,294.33344562,91.8846
-92.8809,182.432995876,171,92.2564623676,92.2571730538,151.213472572,9.04702374982,171,23.7381,70.8399727091,92.2491,162.929787006,2.49275122332,28.6805887978,206.915080917,22.4634,1.0,184.482251593,198.943,220.690439004,92.2459
-93.1549,183.756551819,172,92.5290662313,92.5294935861,151.71741255,9.10686157523,172,18.0268,44.6846246136,92.5169,162.600340647,2.33704175123,37.7690035218,210.910186467,22.4634,1.0,185.171459583,199.674,233.335638387,92.5124
-92.9724,195.298270061,173,92.3547193264,92.355485108,150.424823311,8.76739803417,173,22.4368,81.7026104629,92.3429,163.518399849,2.49111498099,33.0400542881,205.053178288,22.4634,1.0,183.259815107,200.392,258.121375728,92.3394
-92.8797,186.090003559,174,92.2452507961,92.24583878,151.355712358,9.23590946746,174,19.2781,54.4853056094,92.2406,164.638689551,2.39337923073,36.6102809888,211.308242215,22.4634,1.0,184.608867169,201.198,262.087298788,92.2349
-92.6401,182.730093681,175,92.027166573,92.0283255162,151.342601174,9.25948773626,175,21.2318,144.770971591,92.0202,166.115863132,2.4585809752,28.7529176997,209.575979028,22.4634,1.0,184.52586283,201.937,259.630511914,92.0148
-92.1601,186.102846935,176,91.5628585656,91.5632603182,151.108907885,9.18103452714,176,23.8264,33.5502127372,91.5489,164.383104692,2.51159631182,37.953875934,206.97796729,22.4634,1.0,184.236384021,202.632,223.961130553,91.5436
-92.6746,178.264264636,177,92.033314677,92.0344557514,152.154647444,8.95320888264,177,19.2995,28.6743917061,92.0296,167.987914359,2.37778973545,43.6615437511,207.154740694,22.4634,1.0,185.781490252,203.404,229.417025381,92.0241
-92.4911,178.825628022,178,91.8957884217,91.8980686348,151.346828709,9.73855087102,178,25.3545,49.3907204566,91.89,163.79530976,2.49988819539,44.0047404584,207.883110107,22.4634,1.0,184.536248416,204.147,242.686511973,91.8828
-92.3555,178.031989882,179,91.7559976472,91.7566086746,151.119175692,9.31301179478,179,18.385,14.4692933237,91.7487,163.633282358,2.38685735007,46.9964630532,211.323217676,22.4634,1.0,184.210049799,204.83,239.054146269,91.7423
-92.5328,186.262315637,180,91.9387463108,91.939550227,151.056290805,9.99486904207,180,25.1466,80.8246481329,91.9363,164.711845492,2.50135521798,31.8992608364,208.165977841,22.4634,1.0,184.163784279,205.729,238.815271232,91.9311
-92.6681,190.078738481,181,92.0837441328,92.0869004951,151.088734276,10.1981662175,181,19.0999,102.885541135,92.078,162.298832575,2.43731197757,27.1655215869,214.841709763,22.4634,1.0,184.192313378,206.354,231.968508635,92.0695
-93.0145,178.90522499,182,92.3869559857,92.3880027359,151.129473649,9.0266310223,182,25.5982,28.9627848334,92.3838,164.590874674,2.51525928151,46.378392249,205.37602166,22.4634,1.0,184.22130837,207.084,224.803870953,92.3793
-92.4076,167.146875875,183,91.7917667329,91.7922248025,151.590490935,9.3699329904,183,18.7788,48.6298401561,91.784,166.064297491,2.39318069404,44.81630545,205.029149526,22.4634,1.0,184.895505892,207.825,214.467035624,91.7767
-92.4009,191.866022091,184,91.7463558896,91.7469154389,151.045337872,9.12423316423,184,23.4539,128.929996469,91.7417,164.311120936,2.48354750652,31.6808730575,211.598063526,22.4634,1.0,184.069690883,208.626,247.717718096,91.7372
-92.5641,179.514229597,185,91.9063246174,91.9068215616,151.488303346,9.56616457944,185,23.9165,66.5055898516,91.8968,165.058217341,2.4865650749,37.0891486669,207.556460786,22.4634,1.0,184.753647519,209.301,227.932974721,91.8917
-92.8194,183.626611114,186,92.1482324845,92.1489047024,151.571100381,9.120069894,186,24.7058,137.194340882,92.1414,164.060833332,2.53419445345,23.2321427003,212.036445242,22.4634,1.0,184.872304374,210.068,233.502149638,92.136
-93.3582,191.372073988,187,92.6793029098,92.6793411056,151.479602004,9.52180955152,187,20.3674,74.4094164659,92.6733,162.902411398,2.41030843592,40.3092570141,205.007218038,22.4634,1.0,184.711623964,210.846,266.454659967,92.6684
-92.8074,179.2995668,188,92.1593890313,92.1594360915,151.458612205,8.7776811611,188,20.4988,33.3982163041,92.1574,163.722906882,2.48270067887,47.7290138063,208.854786077,22.4634,1.0,184.756455701,211.602,235.640459111,92.1492
-93.5838,182.643608993,189,92.8614547451,92.8616581198,151.64061033,9.87378805183,189,23.1804,91.5174817921,92.8535,165.920210552,2.4432741522,27.5585861483,207.639803811,22.4634,1.0,185.064898653,212.352,224.314506459,92.8489
-92.7838,188.725493399,190,92.0951381439,92.0951381439,151.498874739,8.84635036767,190,21.1652,14.5664903722,92.0914,165.251139513,2.38782651491,48.2953102964,207.236522155,22.4634,1.0,184.805667622,212.986,269.782550523,92.0848
-92.921,185.984647319,191,92.2214552755,92.2217937904,150.543842237,8.97258775302,191,19.2943,126.033912475,92.2223,161.968810246,2.40066203765,25.4297280137,207.618434586,22.4634,1.0,183.407188448,213.741,227.000223674,92.2185
-93.4199,178.753658316,192,92.7771876419,92.7780710752,150.900156509,9.09780629776,192,22.7511,78.4289729532,92.7601,163.679418331,2.46071507454,36.5522450726,207.984769762,22.4634,1.0,183.887512029,214.413,226.623981571,92.7557
-93.0489,192.559410892,193,92.3924790378,92.3943310624,150.930893132,9.10224265745,193,21.1494,138.743210932,92.3868,162.933251521,2.43375695542,21.7141203897,207.296409642,22.4634,1.0,183.966361685,215.186,240.849081045,92.3838
-92.9701,188.706113312,194,92.3554008357,92.3566630368,151.430297724,9.14307298319,194,21.635,9.75051014556,92.3487,162.027497915,2.39714700377,44.4253747549,208.884793489,22.4634,1.0,184.719582476,215.997,250.949657365,92.3449
-92.713,190.353742078,195,92.0770110281,92.0774352865,150.973984217,9.06782274136,195,22.7596,137.18651754,92.0694,166.17726643,2.47399515589,29.7885386528,207.746083295,22.4634,1.0,184.007759864,216.537,260.266605963,92.0665
-93.6519,186.902403399,196,93.0187963684,93.0187963684,151.217154983,10.0627266745,196,20.1821,151.969672888,93.0172,162.436598095,2.39761085809,19.9017116842,214.286121349,22.4634,1.0,184.392464049,217.156,224.484841655,93.0158
-93.122,172.365473962,197,92.48300034,92.4833040478,150.908538652,9.51930613963,197,23.6142,104.099641251,92.4703,163.875012632,2.45633308385,33.0623581533,205.270024813,22.4634,1.0,183.916818808,217.879,237.387573592,92.4674
-93.9248,183.919711967,198,93.2794514174,93.2804711832,152.054502275,9.18413513555,198,19.8062,100.538173105,93.276,166.181002502,2.39782334992,32.5179042391,209.651601574,22.4634,1.0,185.541092389,218.538,226.266947697,93.2727
-93.4189,183.40170629,199,92.8022524986,92.8022524986,150.600309048,9.33219670108,199,21.9049,84.7494835833,92.7924,164.912316279,2.46545959666,28.7525096892,212.851647806,22.4634,1.0,183.445283501,219.285,224.894781575,92.7909
-93.0647,189.828455332,200,92.4696193268,92.4708715597,150.868210139,9.7439496502,200,20.5403,146.469612698,92.4608,163.162765369,2.40279377761,26.6063967765,207.569320015,22.4634,1.0,183.839548628,219.948,250.820219825,92.4582
-93.2169,187.348764849,201,92.5992537163,92.5994405452,150.708557239,9.16025911225,201,19.8134,46.9241017847,92.5963,165.21017523,2.36279666362,39.930072299,213.334971987,22.4634,1.0,183.633442255,220.567,245.108639941,92.5932
-92.8133,182.575586223,202,92.2069659585,92.2072469021,150.944368158,9.69154348803,202,21.5719,138.751878751,92.2049,163.603641669,2.40130068107,21.0039306323,207.085490613,22.4634,1.0,183.92204179,221.114,211.306637059,92.2001
-93.081,180.529291185,203,92.487861075,92.487861075,151.227180208,9.61715117576,203,25.0539,140.061137769,92.4764,161.52001853,2.51057257222,23.583637336,209.902330534,22.4634,1.0,184.339610961,221.949,220.094922962,92.4734
-93.101,179.528836491,204,92.4948197236,92.4955300539,151.968244887,10.137665817,204,23.5682,76.0780390127,92.4922,163.451590981,2.44006924164,30.0979019541,209.192898515,22.4634,1.0,185.455759124,222.645,217.854313434,92.4892
-93.2585,179.621139087,205,92.6451615194,92.6460048225,150.955514939,8.80036021632,205,22.1874,75.7383759015,92.6358,162.760683418,2.43913677884,34.4126833268,209.098381412,22.4634,1.0,183.959508178,223.388,226.356275535,92.633
-92.6803,194.119527729,206,92.0723969954,92.0739770496,150.896504851,9.34252974695,206,19.4121,122.524290104,92.0697,161.131761053,2.3518293759,30.4797828511,212.781708909,22.4634,1.0,183.92679365,223.948,246.764485136,92.0658
-93.0874,188.135110089,207,92.5037475119,92.5043971833,150.995997368,9.66537940825,207,21.2254,79.46028209,92.5039,165.746356308,2.40054099091,35.3422245267,210.913731726,22.4634,1.0,184.045042281,224.686,239.559630092,92.4998
-92.9836,181.593383851,208,92.4004459146,92.4021815096,150.943223087,9.16636254633,208,17.7538,85.7100700675,92.3922,165.090622244,2.30569701806,28.385735017,206.088922064,22.4634,1.0,184.038240722,225.446,218.182560182,92.3881
-93.4588,179.990298503,209,92.9057425904,92.9074537469,151.256498531,9.36852200995,209,20.1086,72.2871200194,92.8991,164.109907111,2.37329076384,32.4526396772,208.115995582,22.4634,1.0,184.467530655,226.1,229.091820693,92.896
-93.2079,174.091368856,210,92.6722806071,92.672831546,151.704877365,9.47408564621,210,20.451,51.4166293729,92.6655,160.508301298,2.34908866793,34.3521850588,209.831205977,22.4634,1.0,185.132240771,226.799,236.13869625,92.6605
-92.9146,178.307226006,211,92.3462375673,92.3473258288,150.517427281,9.20751746952,211,18.6976,86.3388466749,92.3487,163.898651071,2.31382175842,28.6843468902,209.126661643,22.4634,1.0,183.353340689,227.462,216.499081628,92.3449
-92.8127,176.668757847,212,92.2387792254,92.2388624333,151.815970685,9.07141455746,212,22.9234,77.4651612914,92.234,164.195725154,2.42664860915,27.7196766882,208.381822184,22.4634,1.0,185.260804565,228.29,211.659822895,92.23
-92.458,186.601598226,213,91.9048528136,91.905141855,151.186452671,9.06274839044,213,24.1301,28.8220538627,91.9021,165.049485385,2.43706061809,38.2010405823,207.989364553,22.4634,1.0,184.330987827,228.918,240.108007064,91.8985
-92.6563,189.472639877,214,92.0995522717,92.0998106992,151.420572501,8.80433793368,214,21.9106,33.7442548748,92.0926,163.67636262,2.33964470312,39.6019749581,210.197504214,22.4634,1.0,184.676435736,229.528,253.193148404,92.0901
-92.8384,193.75808303,215,92.2583349386,92.2584659699,150.821392191,9.453589222,215,20.1845,78.9717153558,92.2553,161.359999643,2.32004626162,36.7406081081,210.802327323,22.4634,1.0,183.82106936,230.144,270.40920703,92.2544
-92.5565,180.065721075,216,92.0248496565,92.0248496565,150.715929287,9.25589449,216,27.8125,93.8374447715,92.0118,161.757905773,2.52900735704,30.9227749215,211.268687008,22.4634,1.0,183.669813473,230.833,243.823377193,92.0096
-92.7803,179.686913036,217,92.2324770282,92.2330208559,152.024809082,9.55365160458,217,16.6227,70.1920750385,92.2302,162.376512225,2.25581568879,34.1528355194,209.131859235,22.4634,1.0,185.596485703,231.352,220.732066325,92.229
-92.6681,181.723781697,218,92.1223614163,92.1225553451,151.405880465,9.21546381373,218,18.8237,24.077209266,92.122,162.822091559,2.37117520391,46.1321011643,208.027315478,22.4634,1.0,184.671511827,232.036,243.606935335,92.119
-92.7631,179.985257611,219,92.2317297236,92.2324437265,152.073600911,9.44399885813,219,23.4595,63.5520466221,92.2214,164.802289855,2.45240235679,46.8845743113,206.979304944,22.4634,1.0,185.600062491,232.623,268.002730508,92.2188
-92.2624,186.51796488,220,91.7457830326,91.7461886919,151.150317196,9.13865458981,220,21.0381,131.403016255,91.7389,165.611090381,2.34861240328,27.2614948272,205.040694239,22.4634,1.0,184.307729675,233.288,248.746766377,91.7375
-91.5932,171.882531122,221,91.0477402002,91.048077372,150.812443697,9.2998059239,221,18.969,47.6378390832,91.0404,162.059991058,2.34271882103,38.3385263077,210.725313398,22.4634,1.0,183.823384938,234.027,235.229153902,91.0379
-92.2184,180.96642466,222,91.6451045039,91.6451952387,151.572801614,9.36871767124,222,22.0895,92.1572302089,91.6428,164.029645544,2.39665207881,31.802008997,208.769315274,22.4634,1.0,184.977874971,234.598,240.135245257,91.6409
-92.5346,181.338087666,223,91.9818131366,91.9831094184,150.747756989,9.77381290434,223,21.1377,46.0635700526,91.9804,165.581133923,2.36948971577,36.2455859302,206.49872912,22.4634,1.0,183.696092465,235.284,246.120896979,91.9751
-92.1564,188.49493069,224,91.6271506552,91.6292047977,150.910203867,9.55440202604,224,22.9424,125.9505211,91.6228,166.742126189,2.39501631393,24.7019628878,207.451713426,22.4634,1.0,183.997048425,236.045,238.12460207,91.6186
-92.0491,184.222513494,225,91.5292739348,91.5325615672,151.868581403,9.52962431273,225,19.2446,45.2925938397,91.521,160.168576254,2.32747844193,42.4685911721,211.177762754,22.4634,1.0,185.350845764,236.605,247.553624907,91.5171
-92.29,171.876418469,226,91.7454698633,91.7460538255,151.527158915,9.03924034929,226,18.4213,71.8542254822,91.7426,164.305394652,2.28899542941,42.120180494,207.362258887,22.4634,1.0,184.89037319,237.341,243.347502051,91.7389
-92.0438,180.037533661,227,91.4880235783,91.4901088091,151.064681747,9.56681057964,227,22.141,72.3207387593,91.488,162.560222298,2.41250422367,33.535600265,208.592385573,22.4634,1.0,184.229723238,237.942,231.853910838,91.4816
-92.8715,187.413317319,228,92.2971912122,92.2973949344,151.210095915,9.16201126429,228,17.6429,105.722463815,92.2971,166.446022323,2.22073742874,26.9369637438,207.926056446,22.4634,1.0,184.313056328,238.567,232.109558352,92.2939
-92.3141,186.860416239,229,91.7770055386,91.777200979,150.582051781,9.30492971458,229,19.8869,103.202531153,91.7722,164.799909972,2.25360434875,25.0931239596,207.398626721,22.4634,1.0,183.40254992,239.147,232.102267146,91.7694
-92.2794,178.676052093,230,91.7429259572,91.7442307043,150.687374818,9.18455704623,230,20.773,98.6000880125,91.7367,164.570829478,2.30987808322,36.1011525347,207.90666858,22.4634,1.0,183.543245959,239.881,240.740504906,91.7319
-91.8906,180.917495141,231,91.3385399369,91.339888834,151.107979672,9.53754361081,231,21.6107,63.0359711996,91.3379,162.482204423,2.35288571998,38.5055167339,208.866905808,22.4634,1.0,184.244097728,240.429,258.773695144,91.3346
-92.0287,178.378509556,232,91.4961303205,91.497048087,151.017910711,8.75018043126,232,17.8381,24.1398543392,91.493,161.748314384,2.24186166737,40.9514410265,210.923494878,22.4634,1.0,184.007494769,241.029,239.512243655,91.4903
-92.075,175.620900529,233,91.5424166743,91.5437022458,150.957988728,9.18177901859,233,19.4944,43.076983286,91.5409,163.842859106,2.29435053358,36.4488845586,208.065231636,22.4634,1.0,183.97368985,241.711,229.498320639,91.539
-92.2042,178.892632395,234,91.6576323468,91.6601922777,152.055721501,9.32425936899,234,21.1093,89.0521879033,91.6548,161.396936358,2.34049852043,36.0726143553,210.431086285,22.4634,1.0,185.633222258,242.431,247.385472491,91.6521
-91.8977,178.452482219,235,91.3792642464,91.3796391519,151.181823921,9.52451325797,235,16.5198,19.1800624743,91.3654,163.816519063,2.24584241059,46.3255517907,208.374908731,22.4634,1.0,184.342527901,243.051,226.016761226,91.3603
-92.1994,189.521010335,236,91.6209767165,91.6215588436,150.661133738,9.2001936752,236,19.5683,139.725276021,91.6266,166.406362995,2.31369393664,19.7572462574,211.428764672,22.4634,1.0,183.628954742,243.711,223.290760829,91.6203
-91.6889,183.665826471,237,91.1792123604,91.1794137788,150.928319348,9.27531472833,237,19.9039,33.7508475904,91.1767,162.411938057,2.2514011648,46.9297994739,205.505357365,22.4634,1.0,183.936946653,244.343,251.906598362,91.1707
-92.0584,188.84126617,238,91.5354062176,91.5357650343,150.908066244,9.12406543244,238,19.547,77.1892277853,91.5358,166.754259087,2.28172340426,35.4905522259,209.125922205,22.4634,1.0,183.875451998,244.909,264.652907528,91.5293
-91.3429,190.578762173,239,90.8608528451,90.8610179261,151.597205254,9.26829289753,239,18.028,130.226579026,90.8574,163.225039728,2.24976648579,24.5774814361,210.119224813,22.4634,1.0,184.965706035,245.486,251.270579957,90.8539
-91.7337,181.15226113,240,91.2647860198,91.264839822,151.279250796,9.82593329228,240,21.7072,24.1195076906,91.2678,163.588877473,2.30653988813,37.436119098,209.773780913,22.4634,1.0,184.529716766,246.337,240.274728897,91.2617
-91.5725,181.099055015,241,91.1307454249,91.130972925,150.862903323,8.48861490489,241,18.5507,71.8223504115,91.1301,163.713093035,2.2366270717,43.0360075362,207.797488016,22.4634,1.0,183.893718981,246.996,266.429697097,91.1263
-91.7802,176.784077132,242,91.3347638386,91.3357848957,150.908668334,10.1028210735,242,20.2211,117.28697284,91.3356,164.843493395,2.31641325596,33.8799240964,211.816818847,22.4634,1.0,183.897717858,247.549,258.537872386,91.3295
-91.5167,189.170031376,243,91.0479967298,91.0487988928,151.539857915,9.8484725408,243,22.1634,128.141233404,91.044,164.179803645,2.35615356507,20.6463113333,208.717595294,22.4634,1.0,184.891799054,248.135,220.824738628,91.0408
-91.2163,187.194605248,244,90.7884604954,90.7893865152,150.849920069,8.99825024091,244,21.7495,65.8778611116,90.7778,164.913461742,2.25249836258,35.3548922394,206.7517657,22.4634,1.0,183.900687704,248.725,246.38135034,90.7765
-91.4275,174.362123551,245,90.9710244019,90.9710244019,150.577997515,9.23615222865,245,20.7253,44.2935464454,90.9717,163.994644464,2.32362818867,41.3615988231,207.232897022,22.4634,1.0,183.463003034,249.51,226.919626215,90.9642
-91.378,185.934946461,246,90.9265133164,90.9265133164,151.513912799,9.55677458272,246,17.853,128.098820015,90.9238,165.134077522,2.19731825485,26.4626039598,207.974532833,22.4634,1.0,184.870786745,250.028,233.977211121,90.9212
