Iteration,AverageQLoss,AveragePolicySurr,QFunRegParamNorm,AverageQ,AverageY,AverageDiscountedReturn,AverageAction,StdEsReturn,AverageAbsQYDiff,Epoch,MaxReturn,MinReturn,AverageAbsY,MinEsReturn,MaxEsReturn,StdReturn,AverageAbsQ,AverageReturn,PolicyRegParamNorm,AverageEsReturn
3661,447.411,-359.71,274.284,357.442,357.437011081,166.108466744,0.999975,392.751482776,10.3819326005,3661,2914.67052925,151.008204386,357.938029632,6.61667205564,975.038422392,719.339709329,358.004,689.461980552,185.524,500.460756502
3662,466.124,-359.175,274.359,356.849,356.873182518,213.218151104,0.999953,152.957187514,10.3761321007,3662,4655.28390596,217.488027777,357.488499381,-1.54648660371,442.077584792,1402.4645397,357.565,2128.27334355,185.529,234.027643081
3663,439.91,-359.044,274.371,356.544,356.529115999,219.476060386,0.999957,727.853118848,10.2847077596,3663,3622.24512595,1078.75637879,357.121305351,144.853206421,1914.85881674,977.756324916,357.232,2424.02603851,185.511,968.143563389
3664,460.745,-359.361,274.371,356.735,356.745336058,217.416261443,0.999959,155.195760916,10.3787278366,3664,3456.66355681,921.112097496,357.255427903,245.501912055,674.529209099,773.653372654,357.328,2351.83258081,185.534,492.613280723
3665,482.63,-359.016,274.414,356.429,356.444177729,147.193812137,0.999947,339.695069472,10.4828101964,3665,3524.59066584,62.9995209996,356.95542375,29.1831138161,1212.38390423,1053.43332231,357.007,1203.79989231,185.602,362.443370093
3666,454.025,-358.323,274.465,355.856,355.876247687,138.264852186,0.999937,720.414786525,10.3387080207,3666,3639.1051896,102.523368562,356.429869425,105.060350805,1925.78878782,964.334155595,356.478,924.895937736,185.599,797.608801023
3667,402.11,-358.88,274.458,356.415,356.432880197,134.777869067,0.999932,109.067900659,10.1346240988,3667,3572.55491144,88.9350934806,357.0169248,-7.84983479696,397.902497952,1117.1230751,357.091,1054.38495202,185.622,179.937320278
3668,490.919,-358.219,274.468,355.539,355.549838601,124.815693472,0.999924,115.758606994,10.5363828841,3668,3654.82687742,39.643850301,356.081432242,-5.28193390365,387.117139943,1148.64462932,356.212,1245.98117146,185.643,165.109324973
3669,483.819,-357.719,274.508,354.99,354.998864195,135.81857113,0.999964,95.9023186006,10.5425841826,3669,4153.7648125,75.2252406924,355.510118843,64.9894414131,344.368426102,1275.53074644,355.583,1281.57263063,185.68,203.761182646
3670,465.112,-358.451,274.481,355.72,355.710854022,147.17876601,0.999978,425.029694316,10.4089055725,3670,3936.31904782,108.267278465,356.294810834,7.23097682208,1095.97348776,1158.20044824,356.392,1112.49580628,185.697,459.867886287
3671,499.577,-358.153,274.518,355.596,355.608171301,175.098279317,0.999963,294.890775985,10.6636453455,3671,4464.93084911,185.841893189,356.175069419,91.6399299616,962.255544054,1220.00231185,356.259,1227.6287655,185.681,318.466387263
3672,497.032,-358.473,274.555,355.901,355.912535108,173.392726106,0.999966,292.965488977,10.5796499819,3672,4046.85097058,170.437042728,356.484349026,-3.90846475491,861.139888508,956.497095031,356.593,1015.31478692,185.681,281.540308208
3673,489.424,-357.174,274.577,354.588,354.579278571,142.514642342,0.999913,326.281038167,10.6110080315,3673,3812.72105282,108.063849765,355.074445212,-4.78647269871,974.215025586,1058.13040077,355.166,993.855526382,185.717,468.550160588
3674,452.202,-357.761,274.634,355.176,355.212190877,195.795577841,0.999915,407.796579171,10.4124782654,3674,2411.22604818,93.4031288186,355.764706822,-8.87733567816,1222.92273765,538.523345185,355.824,802.14230812,185.752,392.857217059
3675,472.031,-357.558,274.643,355.148,355.141016955,179.817547901,0.999964,194.437819256,10.6005323425,3675,2402.07951191,92.2817644973,355.712722929,-11.6097468327,749.654407672,618.443560892,355.752,765.498967933,185.745,143.088422338
3676,457.167,-357.516,274.676,354.947,354.949831335,215.058610065,0.999991,171.057728268,10.461722336,3676,2821.44533329,257.787705385,355.446413353,-3.69133261684,582.717919029,503.974030682,355.552,1125.28060031,185.787,191.061657692
3677,442.341,-357.723,274.722,355.016,355.037876391,264.410473356,0.999927,405.509624244,10.4049588101,3677,2629.62461707,171.624647279,355.649025949,-4.28637222248,1076.20146544,599.904967555,355.73,1437.91137272,185.773,484.379761954
3678,501.179,-357.708,274.754,355.053,355.061864176,231.515836344,0.999955,197.278695177,10.5639805824,3678,4450.77513266,127.62018205,355.65162573,-8.52090087194,631.121042072,982.416847467,355.743,1574.99747765,185.832,225.510240528
3679,468.869,-357.364,274.749,354.833,354.840327468,251.112218737,0.999909,764.630294062,10.3909801093,3679,4346.93567942,113.969503023,355.363404471,183.369576976,2174.63172093,887.618227151,355.448,1611.58550897,185.842,653.91766065
3680,460.554,-357.074,274.817,354.661,354.667898147,227.933498675,0.999972,171.296500818,10.3395969756,3680,3810.67901933,254.577262068,355.219228696,-3.34542121716,524.387339731,992.825008607,355.27,1510.74724044,185.859,235.119792677
3681,466.003,-356.326,274.888,354.095,354.100241934,195.323204376,0.999896,160.223781909,10.3674059075,3681,2820.13279724,206.795435886,354.816976641,143.969919881,654.446498601,783.286639768,354.835,898.47645161,185.877,366.334971667
3682,456.473,-356.246,274.901,353.877,353.870754052,214.669817907,0.999913,174.243201623,10.3556635536,3682,4093.50998039,219.732557014,354.465571943,137.027493275,685.371555783,1126.18120196,354.53,1337.47509801,185.905,327.372832713
3683,475.414,-355.659,274.913,353.055,353.048976013,265.732443213,0.999981,233.707340649,10.4995117811,3683,3758.09852528,387.118239198,353.72270791,90.5749077648,773.617516625,821.391722135,353.806,2227.62596231,185.951,324.098001244
3684,493.918,-355.799,274.902,353.022,353.025196252,270.525645091,0.99996,434.378355946,10.4567822091,3684,4110.96093915,854.480637745,353.750893891,-1.66835251364,1246.52765171,809.697475464,353.82,1773.65388856,185.948,571.320119341
3685,438.118,-356.285,274.907,353.467,353.50142045,280.659127908,0.99995,343.301116662,10.3004743648,3685,5291.31947407,1673.04771908,354.174594809,-6.12903675756,1003.70989176,1422.74244543,354.211,3758.94365068,185.942,278.391923784
3686,479.362,-356.724,274.924,353.994,353.986692679,266.125518,0.999969,209.521018818,10.4519367002,3686,4891.90373326,147.762137968,354.577428797,0.41090912108,556.066414177,1022.81022623,354.652,1815.5070825,185.94,396.905288604
3687,473.896,-355.878,274.952,353.188,353.189292812,240.678830722,0.999941,652.900967446,10.4657935966,3687,5247.86404252,166.643559738,353.720997299,198.025148118,1753.2994798,1694.85421147,353.811,2503.66721837,185.924,761.761871731
3688,469.833,-356.342,274.954,353.732,353.736257464,234.557389906,0.999957,940.935976459,10.3919772555,3688,3764.98394702,129.096833935,354.263063407,232.788785941,2291.07371743,1123.54009312,354.313,1661.66539758,185.956,962.539338586
3689,442.383,-356.23,274.977,353.578,353.599797856,215.170688722,0.999933,752.660637867,10.3035345832,3689,3064.31456602,104.646031117,354.211631879,19.0040594008,2090.8493473,883.845611243,354.25,1476.03191705,185.938,616.040808061
3690,522.797,-355.768,275.003,353.201,353.192738199,216.077076477,0.999966,304.637244291,10.7192421751,3690,1464.32107514,91.9202614274,353.861867371,13.4932064639,1050.07896578,304.678815487,353.921,637.414192983,185.929,275.043215063
3691,445.773,-355.767,275.041,353.255,353.246269833,215.478089427,0.999919,164.663864595,10.3890308782,3691,2293.92748697,85.1915166339,353.772783376,12.335810811,597.277641957,506.979950278,353.868,770.580043248,185.946,223.50772921
3692,469.859,-355.514,275.103,352.964,352.965742515,199.018056576,0.999968,178.545552029,10.4518001745,3692,2924.18013641,99.4278329511,353.531960707,3.21241817692,638.948896415,728.423775118,353.593,909.874010423,185.948,259.723361853
3693,468.409,-354.96,275.147,352.623,352.628020317,223.730238883,0.999925,168.692458776,10.4416056259,3693,4380.04904545,210.668612811,353.268562407,2.63565467481,601.799113541,1305.75512641,353.367,1802.17935126,185.999,194.268944084
3694,490.517,-355.032,275.209,352.299,352.307898652,232.302591914,0.999966,303.596996146,10.6150848379,3694,4137.642065,1588.36891559,352.852197845,7.14222360312,925.83146553,745.312478766,352.908,2788.89867453,186.026,264.787337292
3695,482.273,-355.043,275.266,352.194,352.200761991,247.733184376,0.999931,249.176725484,10.5044106717,3695,5382.42699506,1274.78640975,352.756287206,23.4060962701,715.448892498,1011.41289816,352.827,2882.966643,186.063,346.458254752
3696,458.696,-355.468,275.282,352.522,352.537459933,230.65485787,0.999954,282.213726936,10.4382782378,3696,2692.18359754,222.988560182,353.176245347,-0.858296884672,881.15848111,621.687949474,353.25,1380.44810456,186.085,218.320214752
3697,482.628,-355.762,275.298,352.878,352.876737978,218.275883284,0.999939,306.686818767,10.4561538074,3697,4073.39808271,163.89225205,353.599392584,40.5581652515,936.109441598,1224.07254496,353.685,1697.02457069,186.104,305.680492598
3698,455.336,-354.922,275.307,352.141,352.153881279,179.678056331,0.999927,768.525435999,10.3858310236,3698,5187.77837869,154.423994096,352.972482032,-2.95745039068,2196.51234366,2057.58220642,353.025,2716.72958542,186.105,824.126290674
3699,479.133,-356.002,275.343,353.209,353.214270776,255.082158942,0.999947,517.194352321,10.4629004224,3699,5144.8350534,1088.67403356,353.921472564,8.15313524554,1507.73535143,1194.8490804,354.017,2889.75147201,186.135,362.920685351
3700,476.581,-356.119,275.4,353.02,353.026805548,299.400361773,0.99989,558.144108371,10.411862362,3700,5216.4569628,2006.44712312,353.724246952,337.393918461,1704.54129182,924.596988573,353.807,4111.77646521,186.188,1023.14961038
3701,470.583,-356.569,275.443,353.562,353.563387888,277.862253336,0.999968,583.784602199,10.4136907007,3701,5524.15934797,839.851926896,354.328576947,123.402865891,1727.70603536,1415.24301404,354.398,4485.24020824,186.211,845.180178577
3702,463.56,-356.943,275.461,354.022,354.054338434,204.889204225,0.999957,676.75110712,10.3335507069,3702,4429.11383921,120.496259693,354.785774997,1.40349293813,1618.62096747,1416.3570451,354.857,3231.34244016,186.22,712.103155545
3703,460.388,-356.565,275.52,353.682,353.686161555,235.974590212,0.999932,1013.60571832,10.3517282853,3703,4653.66872973,98.7247949322,354.384113529,56.1802422133,2313.61986082,1385.47954889,354.488,2973.28407705,186.226,886.523097308
3704,445.917,-356.569,275.545,353.832,353.84041389,244.897018207,0.999929,370.799343027,10.3592521522,3704,4214.43622682,111.95335848,354.517643446,-0.725715369338,1186.55787094,1089.06874985,354.578,3299.67373604,186.275,277.823719127
3705,435.192,-357.247,275.589,354.576,354.569824395,212.752125805,0.999925,277.217315122,10.3277104966,3705,4531.26726894,72.6985179914,355.253096265,61.2039034414,791.308334167,1725.57155916,355.368,2845.25120814,186.287,384.096199608
3706,492.989,-356.908,275.613,354.189,354.198325752,214.683791314,0.999892,408.332767901,10.5004977024,3706,4860.72009607,713.016962217,355.016967074,89.4704704897,1155.57537107,1054.24383222,355.089,2885.996508,186.284,617.283849802
3707,495.534,-357.026,275.658,354.289,354.291471398,219.193933176,0.999923,640.858209863,10.5536369883,3707,3091.17281307,621.094798259,355.011490515,63.2371614565,1901.97166854,617.476612015,355.013,1604.65078908,186.33,699.570576283
3708,450.684,-356.595,275.673,353.963,353.978322726,218.210310034,0.999933,320.779856886,10.3756520079,3708,1624.61159031,155.167191757,354.721202621,157.836801196,1127.64050047,358.763470879,354.792,838.361177131,186.292,349.154107512
3709,495.652,-356.263,275.696,353.719,353.731174931,239.716271013,0.99995,473.756677503,10.6497183951,3709,3872.78422078,231.655655973,354.51787897,3.19846696667,1107.48704048,991.128412324,354.574,1909.62737015,186.327,658.306777895
3710,454.685,-356.56,275.711,353.905,353.911019491,264.900165105,0.999948,597.49122229,10.4001781472,3710,5430.31162007,794.730064256,354.586833172,17.2611139368,1604.4313487,1330.36056206,354.664,2815.56242071,186.381,490.445089228
3711,482.572,-356.839,275.745,354.012,353.997903513,268.517654938,0.999954,375.095390509,10.4998852954,3711,2475.1628136,211.168226513,354.7004997,178.537317247,1362.37213487,579.097943532,354.799,1552.03499879,186.441,774.080548231
3712,473.272,-356.356,275.794,353.646,353.665584679,250.319927441,0.9999,537.241957454,10.5398306745,3712,5080.99645835,991.909742312,354.246488503,1.70061479622,1591.73030473,1145.19465408,354.314,1927.62205738,186.435,537.241269781
3713,473.15,-357.593,275.793,354.844,354.846490057,237.565465729,0.999841,154.836804231,10.4666353244,3713,5026.59725863,191.494819236,355.488746748,7.31629887776,505.373595389,1521.35958892,355.576,1896.60518857,186.449,217.744482372
3714,462.12,-356.546,275.81,353.886,353.898436047,246.922656238,0.999898,345.258564847,10.4403643626,3714,2725.89803421,88.4037622953,354.550570635,3.40748910727,1106.63072134,619.81448533,354.637,1349.1553727,186.532,252.777765154
3715,465.509,-356.926,275.839,354.139,354.13627665,240.598365499,0.999909,368.792682929,10.4915779154,3715,3352.6576461,151.998988449,354.794902955,-10.2301242616,999.980669665,820.537820666,354.899,1476.87461299,186.506,619.01527224
3716,445.17,-357.522,275.867,354.73,354.755097868,234.279051007,0.999922,452.820184377,10.3971755248,3716,3975.66158231,180.330853036,355.377467262,134.515314371,1377.60897813,1005.35150856,355.431,1304.33161097,186.498,603.323117237
3717,490.808,-357.252,275.921,354.352,354.35755041,270.606335527,0.999942,653.976143739,10.530740232,3717,4335.99228416,1200.78090774,354.888244353,22.0986373364,1887.60437536,1012.78139785,354.982,2816.53618389,186.564,627.098509234
3718,455.708,-357.444,275.959,354.542,354.544264402,263.330954376,0.999956,916.084552404,10.4328531984,3718,4859.01805805,703.808337293,355.090905267,5.93319102185,2020.91355467,1392.47763796,355.161,2947.49559039,186.612,728.362037773
3719,451.518,-357.878,275.948,355.033,355.026369474,246.16175162,0.999978,434.816980298,10.4199792355,3719,5073.53007305,852.637893068,355.788024697,23.5830611897,893.217021786,1381.77952244,355.859,3261.47593958,186.586,458.400041488
3720,460.598,-358.33,275.957,355.431,355.437487914,170.677920298,0.999901,1461.82897986,10.3382198502,3720,4675.34443853,136.458465184,356.202943531,390.085015379,4046.04258053,1674.98719887,356.26,2463.05891731,186.609,1644.39890535
3721,484.801,-358.156,276.019,355.462,355.461042749,203.90933082,0.999967,513.993659898,10.38677166,3721,4936.02177194,161.933472153,356.115789933,53.4500833225,1309.23854494,1890.63116661,356.181,2767.99336687,186.612,514.494637542
3722,476.559,-357.947,276.032,355.208,355.214350439,214.918731972,0.999914,727.548542507,10.3798117204,3722,4342.02077682,342.791337107,356.036460449,240.701521742,1997.69485633,1504.60421476,356.109,3028.92322618,186.638,1033.10922708
3723,484.783,-357.95,276.074,355.222,355.230908066,259.248846142,0.999972,295.330256787,10.357255391,3723,4276.43059019,770.017918167,355.916035735,160.766511344,880.537084568,841.61266904,355.97,2279.45274015,186.703,529.990647593
3724,464.991,-358.325,276.103,355.487,355.480951127,257.894824616,0.999945,249.997314932,10.3080238428,3724,5635.32300259,674.832929077,356.144056341,290.761531104,938.093951776,1376.57656135,356.227,2567.93866888,186.706,635.608616401
3725,487.094,-359.641,276.13,356.709,356.729115587,252.795643289,0.999924,515.128067032,10.2886022647,3725,4971.31476681,2670.115921,357.450498719,286.547568731,1529.87684923,638.923579441,357.486,3788.15895972,186.727,970.310151056
3726,461.186,-359.228,276.169,356.277,356.268951952,188.014510117,0.999957,735.880300302,10.2974263366,3726,3986.85637036,331.52530626,356.98079621,543.520293464,2343.02879458,1067.35668723,357.055,2041.54471436,186.786,1413.15249692
3727,511.284,-359.903,276.19,356.929,356.932162031,174.017699342,0.999926,424.131499447,10.4909956218,3727,3625.37261221,122.523726658,357.510228357,156.819350698,1273.64433939,794.564051826,357.601,1237.28577232,186.786,870.041906722
3728,434.345,-360.615,276.232,357.652,357.649592069,216.626402686,0.99996,474.796174728,10.0713096711,3728,4684.61569076,478.061494088,358.280572995,10.0394216738,1308.59658549,1186.9637289,358.406,2335.52860853,186.818,326.638489999
3729,415.826,-360.381,276.229,357.58,357.600665018,226.970452546,0.999949,374.877695432,9.93081915275,3729,4567.65178507,365.368379905,358.241371104,71.3699840308,1090.38295416,1197.22204543,358.323,2482.6628225,186.817,437.177515245
3730,479.77,-359.952,276.277,357.006,356.998026628,255.370602032,0.999954,701.249083607,10.2389401574,3730,4859.60585167,691.318582428,357.648767666,15.0937098437,1916.39269104,1328.08198711,357.707,2439.12605305,186.818,533.900669404
3731,471.942,-360.54,276.311,357.62,357.631124123,268.431406613,0.99995,390.488835162,10.1801885967,3731,4996.40274391,1291.88213986,358.207997918,-7.00011119791,1032.6409337,1190.6306013,358.249,3329.95702742,186.852,313.872307188
3732,481.582,-361.073,276.357,358.175,358.165221107,281.202341954,0.999984,808.076373118,10.1724928936,3732,5689.87563986,666.040378507,358.671892455,-5.23882116551,1979.57497893,1461.04780836,358.815,3033.61051003,186.856,843.719818211
3733,484.66,-360.881,276.396,357.765,357.781694903,259.30440207,0.999948,376.412363241,10.3350846242,3733,4801.41501011,405.424827416,358.331171288,5.61572349405,982.723953381,1065.60790642,358.411,1892.43215414,186.875,411.909307014
3734,471.938,-360.983,276.439,357.939,357.942095488,256.539633849,0.999952,712.55850332,10.2052803327,3734,4340.63353589,271.182335078,358.540628466,76.4617387531,1501.57874539,1178.98218121,358.602,2072.20070624,186.879,789.020242073
3735,463.908,-361.508,276.484,358.653,358.668205628,157.671130791,0.99996,898.956635198,10.1764888392,3735,4963.96986536,6.42227476203,359.290743752,-6.4831058946,2286.17889759,1814.25710505,359.309,1829.37220252,186.878,918.932328886
3736,488.133,-362.159,276.5,359.229,359.221789938,239.628383705,0.999969,604.243848753,10.3325121967,3736,4382.68563556,19.0154837711,359.909233515,-10.1827369027,1589.0301076,1184.84779425,360.016,1880.19949115,186.875,822.452187886
3737,509.313,-362.285,276.549,359.282,359.297883622,193.452206259,0.999932,102.818930838,10.48376505,3737,4761.47181831,158.100857435,359.906843421,209.321300477,461.167606676,1254.58964789,359.962,1296.98101775,186.899,334.679262924
3738,470.582,-362.999,276.59,360.257,360.265134301,249.834914259,0.999947,860.768532129,10.1794816326,3738,4068.84893204,384.382180598,360.876246252,11.0595258687,2527.91328499,937.846008788,360.947,1504.55653893,186.922,757.630699788
3739,478.39,-362.506,276.661,359.741,359.750056995,204.739625198,0.999933,257.376950815,10.3504122996,3739,2708.36654786,228.19610855,360.430475977,-10.3928678445,738.743741853,772.236820363,360.499,1107.43784072,186.935,213.414700839
3740,454.767,-362.626,276.688,359.826,359.833688418,262.643942953,0.999991,474.779958422,10.1291013687,3740,3428.33281914,552.133609883,360.461699892,14.5644114344,1393.58257944,773.464227628,360.54,1656.77635929,186.982,504.411385545
3741,450.375,-362.747,276.711,359.991,359.997262469,202.636147096,0.999997,180.807231096,10.3043259078,3741,3052.57715717,198.061490023,360.633977018,-6.47916687205,474.491655931,814.628178882,360.741,1036.71319477,187.025,190.855854645
3742,483.524,-363.303,276.761,360.358,360.368448864,179.913826465,0.999943,180.984118942,10.3076948339,3742,1980.03318784,205.558673984,360.912209415,218.585447642,692.743646345,442.146172667,360.97,614.99374808,187.067,397.98213184
3743,508.12,-363.099,276.775,360.142,360.145171261,144.117892395,0.999958,367.005729634,10.4096200893,3743,1914.67007005,169.438631352,360.696687781,158.998054763,1193.89985307,315.773704766,360.776,352.436112747,187.088,699.08749507
3744,479.769,-363.443,276.784,360.725,360.73960197,171.717729713,0.999971,380.56833074,10.3356619278,3744,1399.72745024,150.726189719,361.315410167,-8.73596557498,1209.14658537,375.877705396,361.412,611.249929156,187.125,401.357458347
3745,476.891,-363.208,276.816,360.453,360.460218567,173.035309588,0.999982,163.876712748,10.2960558483,3745,1681.16481815,131.02797973,361.061420623,392.635819133,808.46441638,404.956599049,361.134,598.369160933,187.147,563.574119223
3746,443.467,-363.82,276.808,360.901,360.905977362,217.026787939,0.999986,455.272121689,10.1155042939,3746,2808.70233006,251.352877889,361.592954477,58.6516132701,1294.58720977,738.370735053,361.696,950.188087733,187.152,555.93783097
3747,475.925,-364.435,276.838,361.433,361.427084974,215.38449976,0.999925,282.568142683,10.2615101892,3747,3102.72675923,249.762918821,362.060901197,-6.64381572108,842.611850593,903.363148445,362.134,1068.88022113,187.152,159.567591126
3748,496.493,-364.446,276.855,361.52,361.534020927,189.854543846,0.999981,308.654203171,10.4169054321,3748,4358.57275579,200.748020551,362.009799636,-9.39298541817,689.812047699,1083.30641312,362.081,904.992413793,187.153,293.824865517
3749,453.861,-364.832,276.887,361.956,361.958288217,198.199302864,0.99996,536.538664313,10.2707373329,3749,5030.95326318,205.153941797,362.418951878,-0.412451302216,1575.57424295,1261.02367976,362.495,1045.43244281,187.131,416.967217437
3750,479.858,-364.172,276.883,361.554,361.563472679,247.018482945,0.999931,514.82544113,10.4620116427,3750,4069.37697238,547.004662646,362.103399414,268.117937484,1671.37073,875.967854213,362.202,1621.11561243,187.123,944.764121731
3751,467.902,-364.965,276.949,362.16,362.165084444,235.85583154,0.999953,260.184319456,10.2535390459,3751,4273.87937787,859.85954971,362.563377597,138.707236718,921.566747951,1105.82148765,362.683,2229.11125405,187.192,387.398943796
3752,452.038,-365.7,276.969,362.676,362.685741255,228.490798359,0.999904,39.967282804,10.2209942644,3752,4325.75543498,209.543252788,363.196219478,508.253443082,588.18800869,1492.39299559,363.235,1931.6738021,187.205,548.220725886
3753,475.727,-365.476,276.997,362.63,362.633259492,247.725420405,0.999948,1185.57628006,10.2899801301,3753,4806.64151413,214.291395079,363.256084307,280.105240305,3129.62564688,1398.57827136,363.378,2185.05699603,187.198,1543.16094265
3754,473.246,-365.515,277.04,362.603,362.617021733,211.907115179,0.999956,647.447904714,10.2291991767,3754,5128.25057825,251.338520288,363.215032392,-9.19748466503,1772.00974493,1338.44822004,363.261,1333.99121529,187.203,805.713387481
3755,450.526,-366.018,277.096,363.15,363.150655685,240.787364662,0.999979,306.161496706,10.1162721624,3755,3958.41681969,250.479190564,363.779089482,83.6710551271,969.084624283,963.343236411,363.85,1255.50287209,187.209,410.864844692
3756,480.323,-366.015,277.106,363.036,363.032998105,236.483018465,0.999916,539.360086468,10.2221924203,3756,3441.64266814,270.509375458,363.646200056,-6.76087140345,1404.59299652,640.312003783,363.759,905.122262577,187.256,541.386201479
3757,420.68,-366.171,277.13,363.249,363.267002391,225.265390839,0.999933,354.303086804,10.1262120978,3757,4830.73360667,229.90374991,363.785590823,127.361027018,930.712638511,1152.21293378,363.862,1344.22332184,187.286,495.696168723
3758,498.134,-366.341,277.156,363.474,363.477255541,225.205483013,0.999949,333.943657522,10.3528601263,3758,3858.82058325,259.146433756,363.947937718,4.9716252702,727.494756187,884.129438997,364.067,1048.17214162,187.328,476.939455111
3759,474.387,-366.792,277.175,363.97,363.977452912,271.759848891,0.999985,880.718129941,10.2173140514,3759,6082.54622826,261.090029592,364.470058575,-9.35504018156,2420.26151543,1971.71953432,364.552,2485.65064511,187.351,695.420487884
3760,458.591,-366.437,277.234,363.59,363.566581852,249.958400225,0.999957,284.6992114,10.2194087372,3760,4236.11226991,241.927951991,364.060448988,16.3427796892,867.24701393,1133.53820087,364.179,1671.92576681,187.354,398.338757282
3761,490.445,-367.033,277.258,364.171,364.204580391,207.37191292,0.999963,566.286028309,10.2582768076,3761,1855.51442847,244.757150762,364.701033812,8.00412076864,1647.0760814,375.442787041,364.728,637.032085077,187.399,680.669489183
3762,477.466,-366.64,277.282,363.757,363.768770543,211.82254651,0.99994,322.105882976,10.3052433132,3762,4378.00670919,257.926144441,364.321034372,35.7686268452,1049.867922,997.522477883,364.396,1021.82353939,187.402,346.497091953
3763,448.807,-367.205,277.326,364.323,364.328825817,275.258042749,0.999972,213.268799426,10.002226679,3763,5505.89219659,326.736644836,364.835897069,-0.028700857048,602.771640358,1654.19153531,364.925,3360.29025877,187.437,276.128836996
3764,465.628,-366.699,277.348,363.854,363.859135467,244.202967296,0.999958,510.407586201,10.2672019205,3764,6175.85405549,236.650031828,364.39731688,-6.3043138561,1453.84913963,2209.41401422,364.476,3229.92131913,187.442,520.19257685
3765,473.973,-367.084,277.379,364.204,364.211501423,265.038425981,0.999955,404.561481695,10.2736178905,3765,5833.91969412,251.031610936,364.800851302,-7.27505319495,1010.53889485,1831.33327248,364.859,3514.74903853,187.422,494.992818449
3766,478.54,-368.11,277.391,365.291,365.295994564,252.900951684,0.999949,1779.35847401,10.2222057448,3766,5103.94982497,372.02897255,365.794580175,-10.1626632674,4301.55003371,1564.08812961,365.868,2801.2242789,187.455,1961.79310228
3767,464.632,-367.131,277.403,364.258,364.268073456,259.814651903,0.999943,1069.13080414,10.1910857611,3767,5410.72999951,1257.74945681,364.834675954,10.9618277754,2557.34189718,1337.18272503,364.908,4124.39703845,187.488,1107.56557565
3768,473.659,-367.009,277.44,364.061,364.064485516,266.520137711,0.999974,378.87457069,10.2772147149,3768,5611.95713513,243.687833499,364.588925548,-10.2457563527,1012.48608308,1949.7120594,364.658,3621.76599343,187.518,322.850370402
3769,488.642,-367.007,277.471,364.194,364.202522468,221.525077322,0.99991,275.062371538,10.2958782399,3769,4814.63281445,228.156042784,364.641902008,-7.53838070359,824.663810501,1382.33646559,364.726,1684.41457376,187.526,201.912704703
3770,472.001,-367.731,277.48,364.862,364.856242931,237.813304495,0.99999,382.370430787,10.3333500826,3770,5660.0903942,194.318195941,365.377213597,187.822788292,1177.38973134,1333.41720555,365.493,2176.90050308,187.55,493.38270366
3771,479.061,-367.933,277.513,365.145,365.160804129,284.030467964,0.999959,313.327987458,10.1712954476,3771,3619.10393416,311.515047419,365.727494343,16.4957985949,870.890949605,652.340679533,365.785,1801.68484601,187.558,430.512141117
3772,438.641,-367.987,277.529,365.235,365.24399968,298.840359561,0.999979,367.117160211,10.0632452859,3772,4321.82132231,1435.86872455,365.695318256,-2.03935267766,1316.59148595,712.086496479,365.753,2373.62056987,187.573,265.700464785
3773,467.288,-367.979,277.561,365.146,365.150705062,229.564466267,0.999965,778.45314496,10.2416183074,3773,4616.27483691,227.38061721,365.610378884,-3.72493949982,2259.282985,1644.53463195,365.664,1895.31349466,187.578,556.99034466
3774,472.59,-368.044,277.592,365.334,365.340185304,251.887150195,0.999944,244.52530692,10.2085285415,3774,4049.95088117,198.881603076,365.774741381,131.028762447,825.564620705,990.222832608,365.856,1684.14959846,187.62,406.189335953
3775,489.203,-367.691,277.646,364.976,364.97697412,214.416886202,0.99995,313.536252841,10.2986736472,3775,3487.71837413,188.076871332,365.387825728,132.265476965,888.014514225,822.109156485,365.474,1374.51567909,187.674,348.932970751
3776,444.671,-366.981,277.671,364.388,364.402209025,235.487814226,0.999932,395.283259566,10.2560299056,3776,3218.59777695,429.97203144,364.880273726,-6.02349076036,1319.60687254,851.278421782,364.973,1578.61391454,187.688,427.59309058
3777,488.511,-367.166,277.697,364.388,364.391375109,217.658294303,0.999961,282.657288122,10.4050862408,3777,4308.87811554,256.781532268,364.800067808,-6.07191566019,821.315699805,849.44610406,364.888,1296.76756709,187.682,385.256151357
3778,484.212,-367.932,277.723,364.982,365.005235963,209.582925023,0.999996,684.65924385,10.2926068511,3778,2021.54958345,205.979561457,365.417093802,186.512702315,1854.03244639,478.322702722,365.496,1032.59327739,187.669,679.950661502
3779,475.764,-368.118,277.77,365.299,365.301534491,225.309776189,0.999983,324.177378722,10.2849239268,3779,3860.13926657,461.316710194,365.752459093,5.53926167496,1099.17292105,915.561634568,365.818,1446.10468701,187.647,302.649721788
3780,477.675,-367.429,277.795,364.652,364.653179509,206.931104703,0.999991,266.314802309,10.2904706151,3780,3372.17909015,287.860503821,365.103387228,153.532752485,908.827974298,1001.41576409,365.224,1383.93562982,187.641,350.533324496
3781,449.815,-367.836,277.827,365.139,365.148945511,222.989319088,0.999965,135.627849521,10.1431547187,3781,4851.56226562,213.999178794,365.559592002,9.91643950053,414.612187815,1478.924181,365.642,2178.91554072,187.63,222.427174492
3782,449.664,-368.493,277.871,365.599,365.616457222,252.623931462,0.999964,458.883766404,10.180494193,3782,4776.71386021,611.080005797,366.043022369,111.955161397,1250.41595516,956.662861179,366.136,2140.70175054,187.624,882.115871005
