AveragePolicySurr,PolicyRegParamNorm,MaxEsReturn,Iteration,StdReturn,MaxReturn,StdEsReturn,AverageY,MinReturn,AverageAbsY,AverageAbsQYDiff,MinEsReturn,Epoch,AverageAction,AverageQLoss,QFunRegParamNorm,AverageQ,AverageEsReturn,AverageAbsQ,AverageDiscountedReturn,AverageReturn
-0.13618,37.4354,-321.977269545,19,9.3777824504,-312.793557408,0.0,0.090443789336,-340.359210946,0.154516219507,0.0361615997599,-321.977269545,19,0.593488,0.00290447,26.2916,0.090328,-321.977269545,0.149292,-16.286027556,-328.580296888
-0.147121,39.3488,-210.303326319,20,24.2148295037,-146.259641039,0.0,0.10136268049,-226.379627333,0.168357346741,0.0368584286918,-210.303326319,20,0.712268,0.00298687,27.7196,0.10124,-210.303326319,0.163367,-16.1331497522,-191.671589316
-0.159571,41.3808,-179.831546156,21,43.0389309794,156.192581802,0.0,0.113014242425,-7.65177606031,0.178417134574,0.0380621643659,-179.831546156,21,0.754026,0.00326035,29.2383,0.112866,-179.831546156,0.173858,9.81138943624,78.694969197
-0.178491,43.1046,-41.7091184968,22,138.454538654,281.39647421,0.0,0.132288773958,-97.6706655919,0.195142691953,0.0388310779536,-41.7091184968,22,0.694419,0.00332198,30.6104,0.132086,-41.7091184968,0.19101,18.2417639759,177.958138305
-0.206536,44.8911,41.6125345642,23,61.7228976804,117.697394097,0.0,0.154130532315,-95.8490980221,0.212097770731,0.0395928316093,41.6125345642,23,0.654629,0.00340849,31.9277,0.153856,41.6125345642,0.208101,9.47142882899,8.13499532592
-0.235839,46.3483,44.5943708967,24,89.5407889901,178.076366213,0.0,0.181290772681,-157.055114125,0.233747035566,0.0409887882508,44.5943708967,24,0.751944,0.00361882,33.2558,0.181061,44.5943708967,0.230044,16.421550606,100.477151982
-0.27292,47.7765,155.9297978,25,48.9908143106,-6.24407827722,0.0,0.21430400033,-203.29399557,0.258628632327,0.0432426544085,155.9297978,25,0.794135,0.00408348,34.5475,0.213985,155.9297978,0.254773,2.26656818478,-93.3727664158
-0.310583,49.2636,32.7606771022,26,41.8769456412,-95.7965853021,0.0,0.249573242544,-217.984760046,0.286861990579,0.0457320287062,32.7606771022,26,0.449342,0.00449195,35.7077,0.249348,32.7606771022,0.283391,-10.1819106634,-135.339264579
-0.352695,50.5743,27.5892131233,27,62.7407086726,-5.36981772214,0.0,0.287972052157,-241.378442379,0.317439813383,0.0465559207057,27.5892131233,27,0.719383,0.00457081,36.8557,0.287596,27.5892131233,0.314184,2.53175935041,-142.603393276
-0.400961,51.8887,66.5156423239,28,75.8533391925,-97.2666377001,0.0,0.333613696024,-380.771827215,0.355222468098,0.0495698267728,66.5156423239,28,0.778121,0.0051236,37.9389,0.333298,66.5156423239,0.352298,-11.4548758673,-259.352097259
-0.446732,53.0722,25.387682988,29,85.9290614007,56.3892049684,0.0,0.379913228403,-203.442673332,0.395769763005,0.0525235959817,25.387682988,29,0.824064,0.00573812,39.0476,0.379467,25.387682988,0.39293,6.3948587877,-36.5856600437
-0.489469,54.228,42.4817210997,30,66.7650426569,-83.9538858053,0.0,0.42375347271,-310.389685431,0.434310216005,0.0547242909872,42.4817210997,30,0.860182,0.00629009,40.0046,0.423426,42.4817210997,0.432004,-11.4759689797,-201.673720991
-0.541382,55.4627,169.158834206,31,59.616758745,253.357547099,0.0,0.474638315137,77.6212110379,0.481857994473,0.0565290880555,169.158834206,31,0.900711,0.00683488,41.0459,0.474139,169.158834206,0.479868,25.8688817629,169.999744769
-0.574694,56.6535,227.385895061,32,79.8292872188,255.0914564,0.0,0.510074828415,-31.626210411,0.514680801619,0.0559254358323,227.385895061,32,0.892919,0.00646716,41.9496,0.509678,227.385895061,0.513331,12.7422389513,47.2371484583
-0.625247,57.8943,145.485038236,33,51.3499675324,-18.6943669037,0.0,0.560921557852,-167.213000499,0.563744319018,0.0594105080076,145.485038236,33,0.86321,0.00734712,42.9053,0.560387,145.485038236,0.562492,3.29527234469,-103.36727454
-0.669905,59.15,223.328231711,34,69.4171438398,172.348310962,0.0,0.604630563212,-83.5478381463,0.606582046662,0.0618070453868,223.328231711,34,0.840145,0.00817791,43.8678,0.604149,223.328231711,0.60545,13.2046904939,51.8742886985
-0.712325,60.2628,190.35602875,35,82.1544635349,261.015488103,0.0,0.646211159242,-47.8251741628,0.647198695888,0.0630723727454,190.35602875,35,0.867322,0.00833164,44.7846,0.645671,190.35602875,0.646339,8.38769389737,61.7961303076
-0.75737,61.116,78.3121547298,36,65.6379335934,195.96284225,0.0,0.695085991105,-40.8895734139,0.695752531796,0.0639986366786,78.3121547298,36,0.845424,0.00881142,45.6143,0.694364,78.3121547298,0.69471,9.69542542328,80.3116111547
-0.814533,62.0319,248.600614906,37,209.358605796,176.756615993,0.0,0.746589461834,-583.652618071,0.746970120661,0.0640843285301,248.600614906,37,0.842506,0.00881859,46.4067,0.746138,248.600614906,0.746302,-2.48185292999,29.3958086194
-0.868515,63.0254,225.939091789,38,240.538397961,247.265341985,0.0,0.798023405071,-450.781412544,0.798322396996,0.0652450210207,225.939091789,38,0.829781,0.00903675,47.2366,0.797296,225.939091789,0.79746,15.2877880258,14.0192310289
-0.930798,63.9028,167.507111723,39,196.911475044,280.999859487,0.0,0.855861898959,-361.09501646,0.856059015748,0.066940850891,167.507111723,39,0.822162,0.00951262,47.9736,0.85524,167.507111723,0.855301,2.59746286126,-0.479637648623
-0.996638,64.74,192.048233466,40,92.2570361609,321.365008867,0.0,0.916089658206,0.112305952434,0.916229304226,0.067803083445,192.048233466,40,0.877266,0.00968793,48.7799,0.91526,192.048233466,0.915275,4.16051702209,193.760697476
-1.06334,65.5016,205.868977355,41,239.470666053,309.44633859,0.0,0.98394458535,-566.455823478,0.984043725364,0.0699409399863,205.868977355,41,0.878205,0.0104548,49.5239,0.983159,205.868977355,0.983179,27.8713048156,126.344365339
-1.10717,66.355,189.717954851,42,339.204691506,383.130298061,0.0,1.03510435723,-564.655190565,1.03516763199,0.067522310449,189.717954851,42,0.867828,0.00928093,50.1067,1.03435,189.717954851,1.03437,42.4978189402,103.7736554
-1.17061,67.263,227.834029989,43,170.874820282,560.751671599,0.0,1.09911947703,-82.483927033,1.09918211388,0.0688292550016,227.834029989,43,0.891832,0.0102463,50.819,1.0984,227.834029989,1.09841,74.4533186563,319.223652232
-1.21727,68.0704,252.652395607,44,187.161345439,478.396221643,0.0,1.14825576442,-183.922190315,1.14832063637,0.0683151458431,252.652395607,44,0.913936,0.00957874,51.4585,1.14734,252.652395607,1.14734,15.7109659676,121.906613491
-1.27444,68.7972,237.043739071,45,105.642977236,568.318215175,0.0,1.20825481782,228.885380948,1.20833315312,0.0701908242194,237.043739071,45,0.857566,0.0109222,52.0962,1.20742,237.043739071,1.20743,66.3061632563,406.998437672
-1.33434,69.582,325.294837914,46,38.7190129465,294.893999691,0.0,1.26888114538,175.899356423,1.26892985161,0.0719981281703,325.294837914,46,0.816046,0.0113904,52.8019,1.26795,325.294837914,1.26795,20.0214738406,239.373414815
-1.38034,70.3422,282.219868924,47,34.8236370901,354.632019162,0.0,1.31372968305,242.486513141,1.31379269281,0.072018516577,282.219868924,47,0.837303,0.0118193,53.437,1.31276,282.219868924,1.31276,20.5437916728,291.174781784
-1.42729,71.1381,226.385378115,48,301.086055086,164.469517842,0.0,1.35754083853,-553.749005428,1.35759924067,0.0727823626819,226.385378115,48,0.925363,0.0115179,54.1245,1.35674,226.385378115,1.35674,12.5625014712,-266.141038071
-1.53529,71.8696,372.451100208,49,377.831947117,362.895768839,0.0,1.4658276031,-594.912430175,1.46589770602,0.077767783932,372.451100208,49,0.924477,0.0149304,54.7072,1.46477,372.451100208,1.46477,6.875762892,-223.129007864
-1.60974,72.5935,-314.335896861,50,273.763763261,402.110356198,0.0,1.54059081706,-551.948265974,1.54064912755,0.0777903980655,-314.335896861,50,0.832565,0.014929,55.2566,1.53962,-314.335896861,1.53964,18.0170376192,264.162250042
-1.6646,73.3583,334.482903973,51,270.771955678,437.222833409,0.0,1.59164234893,-518.644064018,1.59171809599,0.0772541760008,334.482903973,51,0.862767,0.0155283,55.8317,1.59062,334.482903973,1.59062,36.501538296,254.654035623
-1.72006,73.9038,286.917324254,52,266.493314904,740.007215319,0.0,1.6453269877,-305.35236834,1.6454105003,0.0769769384772,286.917324254,52,0.860927,0.0149353,56.3949,1.64447,286.917324254,1.64447,36.8653071877,462.908507373
-1.78091,74.6078,348.155821204,53,565.156528929,731.668596369,0.0,1.70918175706,-606.636401514,1.70923557601,0.0756805327138,348.155821204,53,0.905648,0.0129247,56.8751,1.70824,348.155821204,1.70824,23.4297457534,141.364607172
-1.84243,75.1216,323.658591028,54,327.326173717,705.402066989,0.0,1.77128091082,-350.156008761,1.77132976472,0.0752510519583,323.658591028,54,0.911681,0.0137566,57.3734,1.77032,323.658591028,1.77033,43.2850379465,448.777038337
-1.88739,75.7241,423.751178563,55,344.870451726,500.75262245,0.0,1.81465120867,-613.863888717,1.81473520581,0.0757793282869,423.751178563,55,0.974033,0.0132126,57.8636,1.81388,423.751178563,1.81391,6.94894788528,18.7801987178
-1.96211,76.3565,330.396715984,56,290.569000277,745.905233534,0.0,1.89356948956,-138.376348549,1.89360433934,0.0768422792754,330.396715984,56,0.912891,0.0132583,58.3423,1.89248,330.396715984,1.89248,35.8177078368,456.795214191
-2.04315,76.9037,-560.744272912,57,178.765516802,923.247225525,0.0,1.97559976684,197.227152927,1.97563215572,0.0787759852161,-560.744272912,57,0.91286,0.0153937,58.8642,1.97445,-560.744272912,1.97445,63.8738778061,673.991521613
-2.09884,77.481,387.445545265,58,502.702206999,1008.7834752,0.0,2.03215642788,-585.168220777,2.03222125246,0.0801597043084,387.445545265,58,0.961142,0.0181483,59.3322,2.03125,387.445545265,2.03125,63.6242535367,423.433977086
-2.15802,78.0364,390.974592271,59,512.306534486,855.297388518,0.0,2.08945343946,-500.747304189,2.0895141802,0.0790296839553,390.974592271,59,0.928954,0.0159571,59.8245,2.08855,390.974592271,2.08855,57.8573668668,313.376021189
-2.22078,78.7044,508.015413441,60,684.618035233,1130.96235369,0.0,2.15043561717,-633.917869016,2.15048454229,0.0800851512936,508.015413441,60,0.942807,0.0164204,60.3008,2.14943,508.015413441,2.14943,43.6570595875,310.6676876
-2.30936,79.3514,599.810676336,61,466.739471721,868.973529771,0.0,2.23708564371,-863.720535803,2.23714244625,0.0825344747599,599.810676336,61,0.952687,0.0168113,60.7837,2.23589,599.810676336,2.23589,35.8986995345,492.652564467
-2.38456,79.9812,438.197110675,62,499.522923464,1280.50174126,0.0,2.31485021021,-531.031442741,2.31489888555,0.0835736952607,438.197110675,62,0.979803,0.0173203,61.2831,2.31388,438.197110675,2.31388,91.0544059981,895.851290125
-2.46989,80.5941,536.780082648,63,761.81493613,1230.60473137,0.0,2.39707251697,-614.933314502,2.39712249769,0.0842139268817,536.780082648,63,0.981559,0.0182387,61.8227,2.39585,536.780082648,2.39585,54.2913266177,454.219782881
-2.55103,81.2622,832.474879107,64,535.881536622,894.257564535,0.0,2.47738088897,-603.334630635,2.47745885501,0.0849021254437,832.474879107,64,0.957563,0.0179442,62.2896,2.47672,832.474879107,2.47672,57.9924959154,393.854843756
-2.63969,81.8466,673.462545948,65,596.350844563,1095.45194939,0.0,2.5660967112,-520.019021717,2.56614172933,0.0868948358953,673.462545948,65,0.958005,0.0204693,62.7944,2.56503,673.462545948,2.56503,60.5738298778,266.214829256
-2.72989,82.4833,368.213039455,66,504.626209756,833.325637224,0.0,2.65569249664,-618.693869596,2.65574502231,0.0877089777333,368.213039455,66,0.928737,0.0210978,63.2837,2.65463,368.213039455,2.65463,40.2479684794,436.891010457
-2.80572,83.0681,605.656981719,67,807.37094862,1349.18282882,0.0,2.72870507972,-603.542763695,2.72877765487,0.0904065729174,605.656981719,67,0.984426,0.0207301,63.7693,2.72794,605.656981719,2.72802,56.1299817681,234.093376079
-2.86516,83.6235,483.880029253,68,591.287354163,1052.96652225,0.0,2.78917870758,-558.283568434,2.7892251806,0.0930700555829,483.880029253,68,0.97849,0.0254273,64.2626,2.78807,483.880029253,2.78807,56.2510013324,216.615457859
-2.97256,84.285,271.457289025,69,220.096453526,209.542432133,0.0,2.89438030928,-349.848588945,2.89444406327,0.0964019964236,271.457289025,69,0.990049,0.0278604,64.7427,2.89324,271.457289025,2.89324,70.0664083505,-129.953245615
-3.05886,84.9212,288.35820288,70,458.764726909,723.636911861,0.0,2.97693016185,-596.02567287,2.97699461504,0.0929277803247,288.35820288,70,0.981924,0.022161,65.2148,2.97606,288.35820288,2.97611,35.6461083652,-136.994427427
-3.1236,85.6484,-153.75255882,71,758.484069148,1561.31175402,0.0,3.04410794882,-599.417570587,3.04414538849,0.0984393742132,-153.75255882,71,0.987608,0.0315577,65.7863,3.04315,-153.75255882,3.04315,79.4787735166,313.70173591
-3.21547,86.2673,47.3265803313,72,457.620401934,823.90369838,0.0,3.14172013053,-520.827555896,3.14177356101,0.0963444092017,47.3265803313,72,0.97588,0.0237305,66.244,3.14041,47.3265803313,3.14041,26.783094455,176.492557578
-3.30568,86.8762,709.257682704,73,521.073719539,1319.909512,0.0,3.2293369544,-322.584289964,3.2294163498,0.0985046371173,709.257682704,73,0.979558,0.0281122,66.7501,3.2283,709.257682704,3.2283,76.3276763332,827.212119526
-3.38599,87.4194,859.114631823,74,441.896156511,841.650405888,0.0,3.30957409827,-550.463438532,3.3096170156,0.0986412879981,859.114631823,74,0.991233,0.0289439,67.1618,3.30835,859.114631823,3.30835,5.55531862625,-205.429718166
-3.47851,87.9738,762.000769107,75,500.354331657,1134.96395297,0.0,3.40172107963,-634.280520777,3.40176170556,0.0995957366973,762.000769107,75,0.993005,0.0294581,67.6508,3.40083,762.000769107,3.40084,35.767520657,-164.822501018
-3.54248,88.6049,-71.2644779826,76,538.369153533,916.402971072,0.0,3.46440968641,-554.298914064,3.46445108376,0.099321173248,-71.2644779826,76,0.971078,0.0291459,68.1251,3.46341,-71.2644779826,3.46341,67.9234316247,142.326753855
-3.63271,89.1974,-250.646435143,77,875.468975965,1567.42049317,0.0,3.55420572502,-596.825686629,3.55423634788,0.0987359731772,-250.646435143,77,0.988696,0.0292591,68.5519,3.55308,-250.646435143,3.55308,58.6412856754,323.888800526
-3.73209,89.7608,1175.95073814,78,410.243879303,609.680360441,0.0,3.64904907456,-566.503760283,3.64909583401,0.1036078607,1175.95073814,78,0.992195,0.032741,69.0296,3.64819,1175.95073814,3.64819,69.2556254105,94.4186147413
-3.80319,90.3169,1019.1160596,79,746.409920901,1631.54157445,0.0,3.72047478458,-431.978641384,3.72052881491,0.103652316235,1019.1160596,79,0.99052,0.0339634,69.51,3.71958,1019.1160596,3.71958,100.903265935,868.064970668
-3.87474,90.9263,-369.343101279,80,701.532434121,1610.65183516,0.0,3.79396679097,-463.460156082,3.79402730507,0.102941320109,-369.343101279,80,0.98292,0.0324872,69.9603,3.79289,-369.343101279,3.79289,106.9448008,553.730702596
-3.95883,91.5676,1120.84321941,81,693.805981806,1705.14150783,0.0,3.87778429461,-435.883034671,3.87785250411,0.104921970453,1120.84321941,81,0.989577,0.0360399,70.4233,3.87658,1120.84321941,3.87658,115.428907023,1119.86486989
-4.05295,92.1189,852.641430502,82,759.828339536,1513.53748307,0.0,3.96675285013,-604.694109027,3.96679737581,0.100957450889,852.641430502,82,0.988164,0.0282936,70.7925,3.96599,852.641430502,3.966,90.099904985,371.474585683
-4.13649,92.7206,1109.64143981,83,129.73197328,1662.99715044,0.0,4.05358283586,1217.52715442,4.05363218791,0.108994467915,1109.64143981,83,0.973484,0.0419947,71.2719,4.05256,1109.64143981,4.05273,113.377357721,1430.88412107
-4.22558,93.2,878.032700234,84,840.369303213,1671.7533014,0.0,4.14078624619,-576.429054688,4.14082573101,0.107153723647,878.032700234,84,0.97492,0.035564,71.7244,4.13953,878.032700234,4.13953,61.0354705053,202.414738847
-4.32008,93.7558,1111.03665514,85,830.492786312,1746.40539992,0.0,4.23366805593,-267.452523916,4.23369303935,0.10956046785,1111.03665514,85,0.988736,0.0359077,72.2112,4.23297,1111.03665514,4.23297,130.943647711,838.747303413
-4.38293,94.3511,28.2943264917,86,567.090698025,1938.3945558,0.0,4.29860817662,-102.365059834,4.29866964424,0.116305030893,28.2943264917,86,0.970725,0.0499966,72.6758,4.29728,28.2943264917,4.29728,149.320668747,1490.82624936
-4.45674,94.9757,1272.31985116,87,147.65968648,1914.82114128,0.0,4.37324952026,1435.56477294,4.3733002697,0.110195173378,1272.31985116,87,0.978924,0.0377297,73.1428,4.37222,1272.31985116,4.37222,135.141658786,1658.14798217
-4.533,95.44,430.567803822,88,238.465333727,1982.44540251,0.0,4.44704292105,1165.37665859,4.4470859749,0.109587497334,430.567803822,88,0.961077,0.0332804,73.5359,4.44636,430.567803822,4.44636,151.475960056,1752.21124251
-4.64139,96.0355,1159.9313958,89,94.9375694571,2159.32505359,0.0,4.5512240725,1869.16233802,4.55128782644,0.114388987923,1159.9313958,89,0.9678,0.0428712,73.9989,4.55005,1159.9313958,4.55005,163.964617243,2021.71327238
-4.78712,96.5995,1489.92290712,90,316.350034101,1812.37124992,0.0,4.69494393647,666.692569022,4.69496843537,0.118781057705,1489.92290712,90,0.961686,0.052524,74.4815,4.69366,1489.92290712,4.69366,143.461219829,1591.80072787
-4.83142,97.0554,1096.92096623,91,96.9839720404,1650.91908926,0.0,4.74273201867,1285.89537848,4.7427818176,0.112743147832,1096.92096623,91,0.966294,0.0360681,74.8751,4.74208,1096.92096623,4.74208,129.020379829,1459.9066901
-4.92427,97.5678,-78.7477763949,92,226.579840968,1859.00676633,0.0,4.83209350706,999.274051888,4.8321530114,0.119980419005,-78.7477763949,92,0.959945,0.0506642,75.3698,4.83077,-78.7477763949,4.83083,130.16022528,1502.14659285
-5.02573,98.0356,1326.25116893,93,301.769564081,1989.28740397,0.0,4.92907647841,917.058288341,4.92912874317,0.119804870322,1326.25116893,93,0.961208,0.0531046,75.7702,4.92839,1326.25116893,4.92839,148.477766292,1589.70493942
-5.14352,98.5041,1053.70821805,94,250.176687987,1958.85070193,0.0,5.04844630387,1063.25311154,5.04848488532,0.117360847928,1053.70821805,94,0.966407,0.0421723,76.1369,5.04757,1053.70821805,5.04765,164.203602969,1708.12992248
-5.2492,99.0307,1312.84305712,95,187.384628444,2151.04865379,0.0,5.15413363852,1379.10438936,5.15417559991,0.126388864589,1312.84305712,95,0.970132,0.0572502,76.5444,5.15157,1312.84305712,5.15157,154.072525445,1841.51495796
-5.3472,99.5333,1416.10807563,96,439.791419575,1979.43567729,0.0,5.24679404927,344.061312453,5.24685036034,0.128278592527,1416.10807563,96,0.976088,0.055085,77.0013,5.24944,1416.10807563,5.24944,144.436763087,1625.48143623
-5.49122,100.092,1418.31502171,97,538.000452386,2084.39229854,0.0,5.39623215404,170.421457694,5.39627367927,0.123303528003,1418.31502171,97,0.973658,0.0433382,77.3069,5.39832,1418.31502171,5.39832,153.655883312,1753.61046025
-5.53732,100.487,870.969041786,98,133.206406528,2074.40127133,0.0,5.43812726999,1638.14721657,5.43817574626,0.126707378762,870.969041786,98,0.97811,0.0547823,77.7382,5.43972,870.969041786,5.43972,168.905501787,1860.7853201
-5.65589,100.976,1293.43276667,99,391.409477814,1800.72292332,0.0,5.55529736803,318.959276174,5.55534939552,0.129172450167,1293.43276667,99,0.954061,0.0588656,78.1491,5.55684,1293.43276667,5.55701,121.914782686,1318.33528181
-5.74749,101.56,994.405241601,100,386.012905671,2469.24521854,0.0,5.64389017024,1021.57626777,5.64393777715,0.13321644189,994.405241601,100,0.96526,0.0703687,78.542,5.64524,994.405241601,5.64524,182.793541732,2051.10277074
-5.84891,102.163,1325.31059282,101,790.789142609,1912.28976791,0.0,5.75037121554,-268.695348507,5.75041215036,0.128109984613,1325.31059282,101,0.942032,0.0525786,78.886,5.75212,1325.31059282,5.75216,145.2312586,1234.87395101
-5.96077,102.559,1073.49631559,102,740.363587577,2157.53444948,0.0,5.85930193292,96.6575889957,5.8593602848,0.13841320844,1073.49631559,102,0.949253,0.0727312,79.2766,5.86086,1073.49631559,5.86086,151.776701915,1434.67889418
-6.05888,103.015,1198.15814909,103,400.041372812,1923.49278155,0.0,5.95675056613,890.208357618,5.95678891081,0.133626483766,1198.15814909,103,0.949657,0.0657629,79.7127,5.95859,1198.15814909,5.95859,157.823245165,1472.70867454
-6.16456,103.464,551.591605761,104,379.989646129,1805.98018161,0.0,6.05953312037,755.539280161,6.05959702601,0.136835829025,551.591605761,104,0.963419,0.0636579,80.1263,6.0606,551.591605761,6.0606,144.672675344,1561.5858494
-6.28918,103.81,1117.41640197,105,404.264515257,1730.84721054,0.0,6.18809192667,633.03484728,6.1881398177,0.135531108516,1117.41640197,105,0.941814,0.0656625,80.4933,6.18971,1117.41640197,6.18971,138.838528039,1198.7282343
-6.38138,104.272,1458.41783564,106,489.642686785,1804.18250607,0.0,6.2825451362,433.27611186,6.28258185869,0.138543410853,1458.41783564,106,0.952054,0.0803772,80.8141,6.28374,1458.41783564,6.28374,144.354514255,1154.56757416
-6.47228,104.777,1265.52870974,107,490.288582916,1561.21631165,0.0,6.37110365512,-152.90023526,6.37114651952,0.137984775123,1265.52870974,107,0.927399,0.0722882,81.201,6.37296,1265.52870974,6.37296,112.512315825,423.910053678
-6.59949,105.278,1115.87301357,108,304.461468357,1713.76184566,0.0,6.49679356189,657.799342352,6.4968343991,0.142883673282,1115.87301357,108,0.930126,0.085291,81.6009,6.49833,1115.87301357,6.49833,143.564057204,1218.50654293
-6.63408,105.728,565.673967173,109,97.1157711256,2119.02721795,0.0,6.5329459768,1792.57839941,6.53298902054,0.137162465139,565.673967173,109,0.968052,0.0590119,81.9125,6.53412,565.673967173,6.53412,175.063057389,1992.79749669
-6.7515,106.122,1371.43444222,110,422.396546555,2178.54539214,0.0,6.64834219316,546.948606662,6.64838724505,0.144578139534,1371.43444222,110,0.954431,0.0857626,82.3269,6.64971,1371.43444222,6.64971,147.309169953,1523.30946573
-6.81393,106.624,380.283738136,111,563.634597622,2020.39385578,0.0,6.71617249773,305.86566968,6.7162328577,0.145051268121,380.283738136,111,0.935929,0.0791767,82.6772,6.71767,380.283738136,6.71767,159.324918026,1311.13704618
-6.87236,106.986,634.682661062,112,541.572712911,2409.57418622,0.0,6.77721012735,691.625270915,6.77724648582,0.138182245613,634.682661062,112,0.926694,0.0641384,83.0431,6.77873,634.682661062,6.77873,170.73335972,1509.78944131
-6.93831,107.554,929.029188703,113,535.180549632,2180.42379973,0.0,6.83748251601,550.944296811,6.83753867148,0.143472318846,929.029188703,113,0.953478,0.0853238,83.4153,6.83887,929.029188703,6.83887,173.27289312,1637.32569404
-6.97866,108.051,658.624691388,114,407.054818382,2069.68993119,0.0,6.87777225653,661.003225797,6.87780708702,0.144144188739,658.624691388,114,0.897998,0.0866045,83.743,6.87908,658.624691388,6.87908,154.035537458,1105.88215821
-7.05322,108.425,574.25257029,115,704.844446858,2301.46235926,0.0,6.9491507116,469.177140074,6.94919939351,0.149824457515,574.25257029,115,0.918423,0.096797,84.1008,6.95084,574.25257029,6.95084,169.882606847,1313.27655971
-7.13461,108.87,636.949646992,116,425.395075726,1872.57574831,0.0,7.03375450221,577.903326424,7.03378412301,0.146231965845,636.949646992,116,0.929059,0.0788774,84.4396,7.0345,636.949646992,7.0345,147.671890514,1331.48978224
-7.21999,109.268,1372.75214272,117,291.102379425,1686.02840725,0.0,7.11595714981,803.818302891,7.11600838827,0.147011104587,1372.75214272,117,0.94893,0.0853416,84.7772,7.11748,1372.75214272,7.11748,131.341932857,1274.81517928
-7.35182,109.673,1159.74074292,118,473.173207881,2205.35687146,0.0,7.24283370888,904.848806788,7.24287029727,0.148857559044,1159.74074292,118,0.92465,0.0853811,85.1249,7.24385,1159.74074292,7.24385,159.798049368,1452.91008297
-7.46559,110.101,1182.49128744,119,331.338551079,2058.08751402,0.0,7.3487222034,913.075043342,7.34875673981,0.156419157922,1182.49128744,119,0.9479,0.0960675,85.5192,7.35018,1182.49128744,7.35018,170.904854522,1506.7410462
-7.50798,110.422,668.579725355,120,215.048646271,1138.13807751,0.0,7.39622947159,424.827199464,7.39627664697,0.15314543885,668.579725355,120,0.902473,0.0998011,85.9129,7.39762,668.579725355,7.39762,146.508698886,852.37334058
-7.63861,110.829,1451.84564025,121,636.912746739,2400.96209316,0.0,7.53051672339,436.313532294,7.53053802988,0.150870712947,1451.84564025,121,0.912123,0.0727745,86.2398,7.53192,1451.84564025,7.53192,152.493596665,995.705655126
-7.6844,111.278,1111.41637065,122,254.485917997,1387.70276656,0.0,7.58130594223,534.280492746,7.58135113801,0.150984327802,1111.41637065,122,0.908578,0.079619,86.5259,7.58268,1111.41637065,7.58268,141.885061641,876.899221672
