AveragePolicySurr,PolicyRegParamNorm,StdEsReturn,MinEsReturn,AverageY,AverageQ,QFunRegParamNorm,AverageQLoss,AverageAbsQYDiff,AverageAction,AverageDiscountedReturn,AverageAbsY,AverageReturn,MaxReturn,Epoch,MinReturn,AverageAbsQ,StdReturn,AverageEsReturn,Iteration,MaxEsReturn
-5.54941,18.3319,0.0,39.9548566838,4.74556536457,4.74266,19.4719,0.205969,0.287688811157,0.897897,16.329952401,4.77266409579,20.6610767288,32.8507321385,19,0.531942047153,4.76817,12.556000479,39.9548566838,19,39.9548566838
-6.05888,18.8715,0.0,36.930259513,5.28531111618,5.28304,20.158,0.222073,0.297959065672,0.99901,13.0560656696,5.29831725926,12.5077216518,21.9006572237,20,1.1540478456,5.29567,6.04157547749,36.930259513,20,36.930259513
-6.59215,19.3551,0.0,19.8133710653,5.86568298136,5.86378,20.7957,0.226,0.300088984892,0.972271,12.6465391164,5.87007361813,14.0809635172,22.8494567545,21,-7.11872591676,5.86768,7.68952418665,19.8133710653,21,19.8133710653
-7.02903,19.7561,0.0,18.147407492,6.3451411549,6.3425,21.3842,0.287332,0.318350538876,0.990878,13.117929597,6.34683871625,16.3229059474,26.2774230522,22,4.32321492062,6.34416,6.08563333924,18.147407492,22,18.147407492
-7.472,20.0054,0.0,17.2483191698,6.82334154489,6.82074,21.9425,0.314974,0.336899714308,0.985101,18.3994587767,6.82454086456,23.169591225,30.54100019,23,12.1883570055,6.82141,6.22588279069,17.2483191698,23,17.2483191698
-8.01583,20.2349,0.0,30.5220603129,7.33913835145,7.33659,22.4165,0.349956,0.335623497421,0.960825,14.9276340006,7.34031323838,18.1802630035,32.2063257126,24,4.92165023193,7.33676,8.10957000793,30.5220603129,24,30.5220603129
-8.73984,20.3944,0.0,35.5201487895,8.04696937784,8.04467,22.8395,0.290847,0.319884152537,0.995029,17.2467727878,8.04732905744,25.5700330637,39.568879841,25,2.02276557564,8.04471,14.907590669,35.5201487895,25,35.5201487895
-9.43216,20.5834,0.0,23.9449807137,8.77082779798,8.76794,23.2479,0.390597,0.346222254476,0.989512,10.39862921,8.77124964813,15.3712686996,41.6595097545,26,2.01143290035,8.76794,15.6175535348,23.9449807137,26,23.9449807137
-9.81619,20.8469,0.0,39.8776471168,9.16772804234,9.16616,23.5713,0.321448,0.323399826915,0.988122,12.0607851449,9.1679824369,20.0557566433,40.613638477,27,2.73261136106,9.16616,15.879231796,39.8776471168,27,39.8776471168
-10.4809,21.0656,0.0,34.0054016456,9.86625790689,9.86377,23.8721,0.390513,0.336604672391,0.979795,13.0923494228,9.86662941351,17.2780172459,41.0729048094,28,-1.12387377666,9.86377,16.4474390616,34.0054016456,28,34.0054016456
-11.2378,21.251,0.0,20.2114698679,10.6346893757,10.6306,24.1558,0.504616,0.35684017528,0.988135,9.80759240414,10.6351005983,13.5403466447,31.4451833563,29,6.23085783258,10.6306,6.45220051533,20.2114698679,29,20.2114698679
-11.7,21.3923,0.0,20.2970068965,11.0925288469,11.0906,24.4446,0.364768,0.330668746985,0.980474,8.08458384841,11.0927603875,11.0032588549,32.7144538542,30,4.06724571386,11.0906,8.30088930486,20.2970068965,30,20.2970068965
-12.2659,21.6598,0.0,47.219859321,11.6460558753,11.6434,24.7593,0.410275,0.335423471623,0.959369,6.04035106836,11.6464882695,12.0152999563,18.7134895242,31,-1.1350750193,11.6434,7.0238354979,47.219859321,31,47.219859321
-13.0072,21.9314,0.0,35.3079224715,12.2641011327,12.2617,25.1455,0.484852,0.374248001501,0.903605,3.07765109271,12.2643829746,-13.3284930861,17.0705614694,32,-37.1599773759,12.2617,23.1674037401,35.3079224715,32,35.3079224715
-13.8045,22.1814,0.0,48.2138444565,13.1168531144,13.1141,25.4559,0.559849,0.381484809815,0.91184,4.65381949917,13.1172956186,5.19221609661,10.9738459653,33,-2.87255465914,13.1141,4.41926402581,48.2138444565,33,48.2138444565
-14.4909,22.4942,0.0,52.7244884607,13.8622634651,13.8611,25.7571,0.421904,0.341791971702,0.72524,5.51505547878,13.8627302927,8.48012570211,23.2172073023,34,-7.30812812936,13.8611,11.7796262032,52.7244884607,34,52.7244884607
-15.012,22.7701,0.0,17.5117634224,14.3685015554,14.3667,25.9446,0.485474,0.361465020373,0.897105,1.9442153457,14.3687544946,4.93317481214,18.1519698293,35,-8.19855995757,14.3667,9.73604791267,17.5117634224,35,17.5117634224
-15.6177,23.0123,0.0,32.8494227794,15.0365495415,15.0348,26.1982,0.449514,0.34731796641,0.791166,10.7965728037,15.0371684878,19.8206071402,45.9081103284,36,-3.5104298227,15.0348,16.8571298505,32.8494227794,36,32.8494227794
-16.3445,23.1909,0.0,-8.70985614708,15.8015005926,15.7995,26.4369,0.507097,0.349172694627,0.705048,8.82419147239,15.8018186164,15.4857058487,33.8577273467,37,-6.44217858153,15.7995,12.2401281597,-8.70985614708,37,-8.70985614708
-16.8148,23.3786,0.0,-9.16968690056,16.3163908517,16.3153,26.6846,0.500068,0.344125107202,0.747591,8.60936884882,16.3170322502,15.1349911344,32.9513720743,38,-3.12036904413,16.3153,13.5464013327,-9.16968690056,38,-9.16968690056
-17.0494,23.6623,0.0,38.9755666208,16.6015562652,16.6001,26.8366,0.423111,0.324975273227,0.9284,15.1260341447,16.6018124017,21.3031041051,31.5879756664,39,0.770338638518,16.6001,12.2197321565,38.9755666208,39,38.9755666208
-17.1986,23.9609,0.0,28.4411039706,16.8164083337,16.8144,27.1273,0.586295,0.362527273049,0.829604,16.6654154557,16.8167511954,20.2543224063,24.7739927116,40,1.6354672052,16.8144,6.28599384708,28.4411039706,40,28.4411039706
-17.5472,24.2092,0.0,24.1851608824,17.204223954,17.2024,27.3437,0.487808,0.322658905306,0.842353,20.0791983858,17.2043972741,29.9000588731,43.1959281941,41,-4.98258949962,17.2024,12.9032564091,24.1851608824,41,24.1851608824
-17.6038,24.3872,0.0,37.3988131361,17.3111765999,17.3087,27.6349,0.635147,0.355174099447,0.954019,10.9061977244,17.3114401605,21.7214868981,31.2714278719,42,17.8200178117,17.3087,3.60528699511,37.3988131361,42,37.3988131361
-17.7784,24.5851,0.0,27.4759605301,17.4409377404,17.4376,27.8528,0.810139,0.388048491441,0.995359,19.4947297336,17.4412732476,28.9987122795,40.5901988646,43,19.3687568355,17.4376,6.34569314088,27.4759605301,43,27.4759605301
-17.8381,24.8111,0.0,16.4525848022,17.4975920405,17.4953,27.9884,0.591175,0.346792668914,0.99267,19.875889545,17.4980680832,27.5554514419,41.5545989382,44,11.6454824845,17.4953,10.0068695397,16.4525848022,44,16.4525848022
-18.0205,25.0039,0.0,33.5035474152,17.6540956511,17.6533,28.1567,0.62345,0.334499237009,0.985887,25.237951831,17.654545795,36.8001222623,42.5128348211,45,16.8361518032,17.6533,9.40097353882,33.5035474152,45,33.5035474152
-18.1646,25.2856,0.0,16.1206247908,17.7827012869,17.7802,28.3907,0.544057,0.335700834352,0.833308,13.2849456553,17.7830744233,28.5324027026,42.4365369384,46,-9.61609624475,17.7802,16.3546432303,16.1206247908,46,16.1206247908
-18.3296,25.5249,0.0,15.0880918477,17.9434913627,17.942,28.6053,0.493504,0.332999327546,0.948119,25.9585424224,17.9438864053,40.8513961314,41.8631114489,47,39.5099029878,17.942,0.759321904853,15.0880918477,47,15.0880918477
-18.4508,25.6861,0.0,20.2789864479,18.0839692103,18.0812,28.9064,0.663183,0.359554846811,0.854528,23.935125212,18.0844744303,30.4914218478,34.8359590797,48,27.3721861104,18.0812,2.69808752162,20.2789864479,48,20.2789864479
-18.7256,25.8691,0.0,34.4975432158,18.3304263746,18.3283,29.1477,0.592724,0.354775732745,0.968392,24.0014268652,18.3306503678,37.5928517751,40.9075439989,49,23.2065147532,18.3283,4.90833972238,34.4975432158,49,34.4975432158
-18.8431,26.0642,0.0,27.9793630902,18.4657189427,18.4638,29.3656,0.482108,0.329759969789,0.997895,23.7647189091,18.4660371341,24.3733654484,25.3901234523,50,22.9358255376,18.4638,0.832898999544,27.9793630902,50,27.9793630902
-19.1379,26.2828,0.0,16.9721002989,18.7510470451,18.7492,29.6182,0.544916,0.332980882822,0.978217,22.4902280307,18.7513638412,31.841560654,34.0387230099,51,30.2888794643,18.7492,1.10646195878,16.9721002989,51,16.9721002989
-19.3639,26.4806,0.0,19.0922402349,18.9737628636,18.9705,29.8542,0.778098,0.376148484464,0.99696,21.1600644761,18.9740959621,23.6869887402,25.8139937326,52,22.1457311966,18.9705,1.09310548162,19.0922402349,52,19.0922402349
-19.3801,26.6298,0.0,23.6704691848,19.0447728964,19.0434,30.0419,0.522394,0.324146664299,0.997858,22.9904004736,19.0449547684,24.4950786417,26.6268306335,53,23.0716266344,19.0434,1.18808987362,23.6704691848,53,23.6704691848
-19.4831,26.8289,0.0,4.64487889282,19.1739729327,19.1717,30.3788,0.737285,0.359650208183,0.998845,21.8422433943,19.1743001305,21.2300181837,23.1394136602,54,19.4401665335,19.1717,1.12480711646,4.64487889282,54,4.64487889282
-19.5696,26.9831,0.0,13.752315743,19.276206356,19.2739,30.6957,0.737734,0.352212124284,0.995464,23.605924611,19.2767283013,22.1472138914,24.701221037,55,12.5586807367,19.2739,3.30049471583,13.752315743,55,13.752315743
-19.6173,27.2204,0.0,-2.65515477745,19.310628952,19.3088,30.9248,0.646026,0.336187274545,0.9982,22.2851268939,19.3110285158,22.9278858042,24.2005978771,56,21.2426642679,19.3088,0.951116166681,-2.65515477745,56,-2.65515477745
-19.7731,27.4576,0.0,-1.85643001164,19.4598217235,19.4587,31.2245,0.864045,0.370364196746,0.991876,22.4312339087,19.4603374106,24.6755799268,39.6992791317,57,21.7908020102,19.4587,5.07277268847,-1.85643001164,57,-1.85643001164
-19.8118,27.6335,0.0,26.2557254298,19.5048010444,19.5028,31.5016,0.826327,0.367003020897,0.998032,21.4575512583,19.5051592174,18.759163403,21.9265931694,58,17.329662097,19.5028,1.20617627486,26.2557254298,58,26.2557254298
-19.8769,27.8382,0.0,2.46030272333,19.5947703672,19.5929,31.7028,0.563755,0.339378354042,0.997651,22.2041197388,19.5949564385,16.0725245854,31.9633581204,59,4.71319746018,19.5929,7.36609952677,2.46030272333,59,2.46030272333
-19.8681,28.2494,0.0,-21.1157818531,19.5856766292,19.584,31.9252,0.772395,0.364863310834,0.984322,17.5512656957,19.5861070032,8.9198322658,10.980359519,60,6.45777323622,19.584,1.39794149895,-21.1157818531,60,-21.1157818531
-20.0126,28.4681,0.0,3.91405142864,19.6224782277,19.6202,32.1727,1.00701,0.411762722401,0.916812,14.76156936,19.6228139961,18.0984598298,21.3835523829,61,16.4144014934,19.6202,1.37080452066,3.91405142864,61,3.91405142864
-20.4614,28.6842,0.0,30.9857098904,19.950339281,19.9485,32.334,0.70475,0.36836434192,0.977886,16.9922666866,19.9506947254,23.3486007348,26.342272287,62,22.3412339659,19.9485,1.12313781312,30.9857098904,62,30.9857098904
-21.3506,28.8352,0.0,21.2864168944,20.7360436718,20.7337,32.5238,0.901732,0.388565263704,0.93925,14.4741442889,20.7363029473,20.4191904509,26.8459444246,63,-2.64513639147,20.7337,7.94689972818,21.2864168944,63,21.2864168944
-22.041,28.9599,0.0,26.4842270711,21.3659279616,21.3635,32.7435,0.86213,0.379975714809,0.926036,2.08248535341,21.3660506235,14.3421093673,37.4039310787,64,-11.0220937841,21.3635,14.9833154343,26.4842270711,64,26.4842270711
-22.8111,29.0945,0.0,26.3900376022,22.1752461146,22.1723,32.9903,1.47395,0.438768937154,0.699831,9.8993690785,22.1757940656,20.3971952126,23.7621433961,65,18.1372073921,22.1723,1.80072670337,26.3900376022,65,26.3900376022
-23.4304,29.2668,0.0,54.9504290199,22.8499041701,22.8478,33.1235,0.749124,0.35194366443,0.72695,14.7684864962,22.8504545688,21.0712937262,24.2501987088,66,17.5901796159,22.8478,1.97589119368,54.9504290199,66,54.9504290199
-23.9469,29.4831,0.0,22.7925279578,23.4855518306,23.483,33.3222,1.1599,0.394746379368,0.863171,15.1468769539,23.4857589261,17.708799905,21.8630493197,67,14.3901741669,23.483,2.83165454418,22.7925279578,67,22.7925279578
-24.4138,29.5855,0.0,22.3083483437,23.9718421248,23.9692,33.4508,1.29552,0.406734637899,0.950928,15.220543389,23.9720687191,12.8695096559,18.5260706605,68,9.47230910445,23.9692,2.9590135826,22.3083483437,68,22.3083483437
-24.9128,29.6996,0.0,22.4115402345,24.5147381019,24.5119,33.5672,0.983008,0.377797654145,0.843589,15.4932439691,24.5149403245,26.3230163317,52.0879498957,69,7.05003273393,24.5119,18.607821703,22.4115402345,69,22.4115402345
-25.0998,29.8279,0.0,38.8326132844,24.7301069602,24.7289,33.7594,1.25465,0.396204562912,0.92536,10.5374894257,24.7304080416,11.4247502621,14.9168006592,70,9.10910552882,24.7289,1.58532869639,38.8326132844,70,38.8326132844
-25.2535,29.9447,0.0,11.082428245,24.9092578456,24.9075,33.9413,1.06041,0.380263455317,0.868583,19.2770793523,24.9096409915,27.2608986926,40.1345207378,71,15.9047962253,24.9075,7.76723432482,11.082428245,71,11.082428245
-25.2406,30.1045,0.0,47.1368644937,24.9268535882,24.9239,34.1255,1.01117,0.364966763891,0.916889,21.4868564173,24.9272411211,11.1131941524,13.6022307395,72,9.71313503463,24.9239,1.30756306249,47.1368644937,72,47.1368644937
-25.3923,30.2491,0.0,30.4616226633,25.0757695977,25.0746,34.2742,1.22832,0.398957232073,0.937029,19.4419915479,25.0759769647,10.6930631453,11.8762391498,73,9.79830065192,25.0746,0.65050402118,30.4616226633,73,30.4616226633
-25.6324,30.3612,0.0,4.85629529917,25.3311344298,25.3287,34.5403,1.56876,0.41693458896,0.817349,20.632182993,25.3315292438,18.9440752324,22.1764138784,74,16.2473864629,25.3287,2.25704924256,4.85629529917,74,4.85629529917
-25.77,30.5249,0.0,4.90801745614,25.4305313158,25.4293,34.7217,1.28083,0.389727457014,0.886805,22.1843325192,25.4306214223,16.8819704988,17.8928250037,75,15.7869536161,25.4293,0.722247846789,4.90801745614,75,4.90801745614
-25.8332,30.6658,0.0,11.227944015,25.4984776276,25.4967,34.8618,1.2051,0.379398828229,0.829921,22.8228501242,25.4985864409,27.8910040235,32.7166110567,76,22.715463078,25.4967,3.9925511306,11.227944015,76,11.227944015
-25.865,30.8124,0.0,43.4458228779,25.5381757278,25.5343,35.0395,1.52736,0.424683358106,0.911586,22.8849061296,25.5384906922,35.584690369,37.6082309975,77,34.0755783689,25.5343,1.21179487925,43.4458228779,77,43.4458228779
-25.8952,31.023,0.0,27.755279118,25.5573815536,25.5581,35.2013,0.697236,0.337717657166,0.975309,21.5615667633,25.5577753543,29.9241845626,34.4135470566,78,27.4989179635,25.5581,1.88598443351,27.755279118,78,27.755279118
-25.795,31.2387,0.0,37.2940307908,25.5164728074,25.5152,35.3915,1.10579,0.375465471737,0.953051,12.9904834508,25.5168477564,31.7305854908,36.9906060375,79,20.3068662426,25.5152,4.87296889504,37.2940307908,79,37.2940307908
-25.7624,31.4222,0.0,52.2021487472,25.4786307359,25.4763,35.5741,1.10428,0.378991858578,0.994241,19.8639242861,25.4789448417,20.6605445441,25.8435634616,80,19.267220914,25.4763,1.85283582953,52.2021487472,80,52.2021487472
-25.7945,31.5442,0.0,67.3837071025,25.5087429683,25.5076,35.7911,1.49977,0.40884591039,0.996338,22.4178114956,25.5089923422,32.5656099425,33.9897742372,81,30.9293119219,25.5076,0.879547679584,67.3837071025,81,67.3837071025
-25.8063,31.754,0.0,46.5845829463,25.5547731016,25.5532,35.9217,0.936441,0.353875174584,0.743272,21.4469807806,25.5549144313,37.2780109182,44.4151819684,82,33.4228036746,25.5532,3.04129015208,46.5845829463,82,46.5845829463
-25.3289,31.9469,0.0,56.0361552172,25.0933282879,25.0908,36.1001,1.21397,0.396433767678,0.957822,19.2921272718,25.0935339708,45.3639775034,53.7334378851,83,0.74167855834,25.0908,15.0866296614,56.0361552172,83,56.0361552172
-25.3921,32.0714,0.0,34.3467553193,25.1399936802,25.1383,36.2379,1.35874,0.387311715871,0.89964,22.3166073915,25.1403322236,29.2849601302,36.3427261642,84,17.3237726545,25.1383,5.83420777695,34.3467553193,84,34.3467553193
-25.4261,32.2295,0.0,42.918001619,25.1675621643,25.1666,36.3314,0.614838,0.317618054165,0.964416,22.0546616145,25.1677515787,39.6486175564,43.2730772315,85,31.7978094419,25.1666,3.12530255511,42.918001619,85,42.918001619
-25.4524,32.4398,0.0,41.8437873055,25.1819498776,25.1799,36.4962,1.20846,0.377040359068,0.979087,19.2009886107,25.1823252061,22.9359727738,29.3046202669,86,20.311090509,25.1799,2.44907928455,41.8437873055,86,41.8437873055
-25.37,32.5034,0.0,50.0003809735,25.0432254663,25.0413,36.6432,1.05536,0.359577783946,0.98137,23.4956495361,25.0434367535,55.0388474922,64.9392621061,87,48.778409782,25.0413,4.21543086442,50.0003809735,87,50.0003809735
-25.6,32.6935,0.0,34.5307965409,25.2917056499,25.2908,36.759,0.995626,0.358697278602,0.979464,22.819729515,25.2920775645,44.8722928643,50.9561908028,88,39.5321309273,25.2908,4.36600463855,34.5307965409,88,34.5307965409
-25.5316,32.8491,0.0,54.7135363386,25.2723844468,25.2703,36.8466,0.815403,0.338047876266,0.91266,21.3517105071,25.2726772311,39.5305654488,50.1003304336,89,26.8615799258,25.2703,7.29178995422,54.7135363386,89,54.7135363386
-25.5813,33.0015,0.0,56.8132034234,25.3371869609,25.335,36.9771,0.874638,0.338896314177,0.895918,20.2137288694,25.3373597373,40.3366411916,48.8661902674,90,33.9790378355,25.335,5.27879202105,56.8132034234,90,56.8132034234
-25.6431,33.2495,0.0,35.4144036992,25.4187243951,25.4171,37.0795,0.732185,0.318989194125,0.950172,20.5186104074,25.4189363139,36.9365479945,42.2220787006,91,27.0857572803,25.4171,5.3624854614,35.4144036992,91,35.4144036992
-25.4474,33.4093,0.0,28.2990523098,25.2352766539,25.2329,37.1923,1.04278,0.343239689808,0.895744,20.5079095597,25.2354369923,21.5818794777,26.9547132295,92,14.2707101246,25.2329,3.93408658262,28.2990523098,92,28.2990523098
-25.6211,33.592,0.0,27.2887578907,25.386013913,25.3844,37.3125,1.02187,0.335523028332,0.92653,21.0219501127,25.3862409932,22.3761976858,25.415709821,93,20.8316993801,25.3844,1.25445790271,27.2887578907,93,27.2887578907
-25.4378,33.6987,0.0,47.5458098673,25.2087339235,25.2075,37.4137,0.824833,0.310909975847,0.999861,22.9728100747,25.2090016794,18.6932231533,23.3043761019,94,15.7686531122,25.2075,2.04870617501,47.5458098673,94,47.5458098673
-25.367,33.8931,0.0,25.7209892247,25.1353165903,25.1332,37.6589,1.09197,0.352683185036,0.975646,20.185659616,25.1355643581,28.2043282929,44.5638407066,95,21.404936066,25.1332,7.48687883079,25.7209892247,95,25.7209892247
-25.1961,34.0989,0.0,26.1626564265,24.9860165842,24.9834,37.8224,1.18028,0.363168815186,0.94147,23.7638640628,24.9865719221,28.2608474144,30.2399663342,96,26.7626279839,24.9834,0.908797578975,26.1626564265,96,26.1626564265
-25.2579,34.2411,0.0,30.7818441354,25.0387975232,25.0383,37.9376,0.935642,0.323846583876,0.993761,20.3324276772,25.0391274581,24.4953792325,25.3316434199,97,23.698445869,25.0383,0.607055596887,30.7818441354,97,30.7818441354
-25.3281,34.3785,0.0,29.6485549267,25.1161077603,25.1146,38.1767,0.846371,0.321101692186,0.989769,21.4407660742,25.116591046,21.2131286698,22.9396973238,98,19.6071901018,25.1146,1.03525080688,29.6485549267,98,29.6485549267
-25.1628,34.5285,0.0,41.0498887589,24.9559178593,24.9542,38.3305,0.897303,0.327109170605,0.995805,19.9344202672,24.9562300878,25.608375866,28.6586945955,99,23.6320007261,24.9542,1.47793958267,41.0498887589,99,41.0498887589
-25.1131,34.6193,0.0,26.1195382924,24.8915391723,24.8902,38.5494,1.10909,0.337326589949,0.988015,22.1983692725,24.89176769,23.5124035111,26.9186385445,100,17.1734226759,24.8902,3.72343115367,26.1195382924,100,26.1195382924
-25.0903,34.7748,0.0,23.6137598878,24.8703819448,24.8696,38.7095,0.942852,0.310540636118,0.71472,26.0643066684,24.870533915,39.9279501973,46.0028564499,101,31.1430446245,24.8696,5.65571534354,23.6137598878,101,23.6137598878
-25.007,34.9289,0.0,27.2977173158,24.787406809,24.7856,38.8813,0.748982,0.303673189406,0.972263,24.9317600026,24.787753788,35.2309225297,37.2880200474,102,32.2566303503,24.7856,1.30869871221,27.2977173158,102,27.2977173158
-24.9806,35.0783,0.0,53.8359646412,24.7626515618,24.7607,39.0404,1.18291,0.360751447859,0.986014,24.7280413408,24.7628718516,36.1636344757,37.560400906,103,34.7138540924,24.7607,0.990706870023,53.8359646412,103,53.8359646412
-24.8777,35.3043,0.0,31.7977415717,24.6652107444,24.6635,39.1972,1.00039,0.317765296961,0.994704,26.8863370925,24.6654475274,38.2955377829,39.7488978966,104,35.3093818212,24.6635,1.44582138044,31.7977415717,104,31.7977415717
-24.8991,35.4576,0.0,49.5333718192,24.6820271951,24.682,39.3949,0.939988,0.305991560365,0.636988,27.1081551338,24.6823300079,47.1023260574,49.1508470945,105,43.4126135966,24.682,1.79240730041,49.5333718192,105,49.5333718192
-24.789,35.5657,0.0,46.6608551402,24.5908059947,24.5878,39.5196,0.867962,0.311436912076,0.987226,25.3118720046,24.5909432983,37.6693603539,39.7842552486,106,34.6943175499,24.5878,1.56949782198,46.6608551402,106,46.6608551402
-24.7545,35.7496,0.0,41.6684128622,24.5564497582,24.5555,39.7153,0.679896,0.263779858301,0.991565,23.8236617831,24.5564891682,33.0997980896,34.0402779956,107,31.1225537833,24.5555,0.835833273191,41.6684128622,107,41.6684128622
-24.689,35.8956,0.0,45.1091990198,24.5046283378,24.5029,39.8658,0.924487,0.31591951426,0.991935,24.091588491,24.5049798303,33.5648675163,35.3674436101,108,32.0784977709,24.5029,1.27893041697,45.1091990198,108,45.1091990198
-24.5435,35.9889,0.0,63.120830919,24.3523454356,24.3517,40.0084,0.745498,0.281795279991,0.98376,23.9401309633,24.3524631459,33.5026265009,34.5267735727,109,32.5082152597,24.3517,0.760208086824,63.120830919,109,63.120830919
-24.4367,36.1244,0.0,28.5617994963,24.2447297742,24.2423,40.1501,0.895332,0.318640641759,0.966545,22.800747008,24.2451677256,31.1739334226,32.3157568985,110,30.214144734,24.2423,0.601815521191,28.5617994963,110,28.5617994963
-24.4413,36.2117,0.0,33.3898734191,24.2431023149,24.2409,40.2932,0.943767,0.303153634753,0.990745,22.3763360937,24.2435650906,31.0832641443,34.2014347732,111,30.1234151714,24.2409,1.14449660361,33.3898734191,111,33.3898734191
-24.229,36.3137,0.0,43.5368727965,24.0344083373,24.034,40.3398,0.749869,0.289144993184,0.993433,20.2359648454,24.034527336,26.9482484303,28.7347023545,112,24.0619861702,24.034,1.39448129448,43.5368727965,112,43.5368727965
-24.3188,36.3952,0.0,23.6544976677,24.1447404524,24.1437,40.4632,0.800563,0.278613590446,0.994748,21.0228015996,24.1450173985,28.3273942525,30.6267471752,113,25.3392613515,24.1437,1.65758080054,23.6544976677,113,23.6544976677
-24.2333,36.4565,0.0,24.0100820829,24.0380848631,24.0372,40.587,0.685708,0.269981804258,0.995071,22.7969833609,24.0383834395,31.8497947525,33.2664561316,114,29.547595404,24.0372,1.0196107284,24.0100820829,114,24.0100820829
-24.1012,36.49,0.0,31.9331523843,23.9222328442,23.9207,40.7444,0.729841,0.284246676096,0.996445,22.454990904,23.9223536138,31.1293126825,34.1165446477,115,26.5348068899,23.9207,2.5016721557,31.9331523843,115,31.9331523843
-23.9242,36.5726,0.0,30.097894119,23.7664100579,23.7652,40.8209,0.616031,0.259821545102,0.976362,22.7784609325,23.7667081056,32.5221759888,36.4557013872,116,29.0714586736,23.7652,2.34629471967,30.097894119,116,30.097894119
-23.9074,36.727,0.0,32.4664539634,23.7640456294,23.7627,40.9453,0.714737,0.28415559713,0.995164,22.1201155373,23.7644314455,30.2289870705,32.426309312,117,28.5797282524,23.7627,1.33576902353,32.4664539634,117,32.4664539634
-23.7801,36.8898,0.0,42.1423561303,23.646099386,23.6455,41.0837,0.837404,0.289300894613,0.996347,21.1073561535,23.646457046,29.4274922993,33.9358659199,118,25.8837130696,23.6455,2.02569308683,42.1423561303,118,42.1423561303
-23.587,37.0347,0.0,26.1427477428,23.4476095194,23.4463,41.1874,0.697706,0.265721816574,0.954971,22.8300884992,23.4476852609,31.6480780583,32.6257927083,119,31.1413221546,23.4463,0.410063264616,26.1427477428,119,26.1427477428
-23.5787,37.1477,0.0,42.6657089328,23.4298296999,23.429,41.2974,0.536897,0.251448603237,0.97697,18.9648053336,23.4302100975,31.9197488193,54.1621770548,120,26.1815000776,23.429,7.6448421834,42.6657089328,120,42.6657089328
-23.4992,37.2432,0.0,31.0869634405,23.3151882529,23.3143,41.4091,0.70744,0.275443494179,0.967717,11.9713483419,23.3153960798,25.1768874615,81.3620540742,121,1.6824108924,23.3143,23.2862362339,31.0869634405,121,31.0869634405
