MaxReturn,AverageEsReturn,PolicyRegParamNorm,QFunRegParamNorm,Epoch,MaxEsReturn,AverageReturn,StdEsReturn,AverageAbsY,AverageDiscountedReturn,MinReturn,AveragePolicySurr,AverageQ,AverageAbsQYDiff,AverageQLoss,MinEsReturn,AverageAbsQ,AverageAction,AverageY,StdReturn,Iteration
1161.49146839,418.50938378,28.8261,24.7692,48,418.50938378,202.915112305,0.0,2.35558239199,28.5012793371,-610.131458499,-2.45417,2.35487,0.0824412939639,0.0163497,418.50938378,2.35487,0.97807,2.35551380558,755.898950879,48
1411.12036123,608.637372369,29.147,25.1634,49,608.637372369,401.043337964,0.0,2.43851085703,64.4068424618,-607.1074294,-2.53906,2.43767,0.0838738787622,0.0178373,608.637372369,2.43767,0.977771,2.43844496907,743.675141129,49
1243.08580837,345.013006757,29.3997,25.5494,50,345.013006757,759.886871804,0.0,2.51177600232,60.2577549304,-637.008594905,-2.61336,2.51075,0.0869033248038,0.019371,345.013006757,2.51075,0.973525,2.5117052558,684.480893455,50
-287.112913983,-307.77269378,29.6918,25.8969,51,-307.77269378,-529.146691602,0.0,2.58115836136,-25.4090833303,-608.954380269,-2.67871,2.58015,0.090821588143,0.0220431,-307.77269378,2.58015,0.997113,2.58107378628,106.453419697,51
-199.054046394,-449.834750159,29.9586,26.2751,52,-449.834750159,-494.097312352,0.0,2.65364153462,-6.49963815824,-613.037814639,-2.74704,2.65263,0.0888289849312,0.0219512,-449.834750159,2.65263,0.997088,2.65354373847,133.587818167,52
1162.64901558,234.683064087,30.2006,26.5574,53,234.683064087,516.730288081,0.0,2.71169489641,69.4340730517,-567.078343729,-2.81632,2.71075,0.0904747127023,0.0212145,234.683064087,2.71075,0.978591,2.71160414142,637.525342906,53
1225.30679347,-459.802527693,30.4804,26.9344,54,-459.802527693,214.155020051,0.0,2.79815103561,39.8304481958,-608.46534202,-2.91822,2.79725,0.093898680265,0.0235882,-459.802527693,2.79725,0.982528,2.79808708615,658.526583757,54
1523.99554108,-252.758803358,30.7503,27.2474,55,-252.758803358,1093.42613811,0.0,2.87882961213,63.8972868154,-630.588219935,-2.98944,2.87801,0.0897662808219,0.0212418,-252.758803358,2.87801,0.971023,2.87872707578,605.165568503,55
1334.85502007,560.08303464,30.9493,27.4865,56,560.08303464,1217.70895761,0.0,2.95575212568,62.3286077687,1029.54361278,-3.05736,2.95472,0.0907892127259,0.0223326,560.08303464,2.95472,0.966264,2.9556655423,86.5476333976,56
1119.1169717,467.556158855,31.0685,27.7821,57,467.556158855,823.795991155,0.0,3.03162656403,80.952221644,-528.304852518,-3.12988,3.03077,0.0898571651902,0.020746,467.556158855,3.03077,0.96218,3.03154383809,526.176295285,57
1294.88103744,-531.139477207,31.2563,28.0997,58,-531.139477207,1146.00810826,0.0,3.09353193455,69.0177903005,936.312958513,-3.19771,3.09272,0.0924655114931,0.0245153,-531.139477207,3.09272,0.965513,3.09344566585,112.707310477,58
1231.57536544,522.503151719,31.5063,28.3821,59,522.503151719,1146.15088818,0.0,3.18343797752,83.6319552049,1080.04347913,-3.28312,3.18247,0.0915316957833,0.0230142,522.503151719,3.18247,0.964268,3.1833771876,46.2328039853,59
1329.95751551,733.476223758,31.6931,28.7282,60,733.476223758,1226.34672029,0.0,3.25668351784,97.1693251424,1088.57852182,-3.35521,3.25592,0.0914689825815,0.0240588,733.476223758,3.25592,0.947931,3.25660670445,70.1230032226,60
1391.82081816,676.545494069,31.8648,29.0049,61,676.545494069,1110.65949043,0.0,3.33841193952,82.3998648098,-622.753106468,-3.43235,3.33748,0.0961753125253,0.0273106,676.545494069,3.33748,0.966813,3.33832244664,579.555331427,61
1472.42763531,672.203717881,32.0283,29.2784,62,672.203717881,1405.66534502,0.0,3.4110305957,118.263656665,1320.56267998,-3.49453,3.41036,0.0960424068277,0.0259675,672.203717881,3.41036,0.934188,3.41096645831,46.8617991431,62
1654.87234108,680.039355332,32.2129,29.5639,63,680.039355332,976.017049465,0.0,3.471388155,128.045372937,209.986124927,-3.55909,3.47054,0.095670199771,0.0270985,680.039355332,3.47057,0.958724,3.47129494582,443.222162334,63
1490.0894202,696.788733994,32.4223,29.891,64,696.788733994,1344.08644382,0.0,3.55733265892,112.247406366,1169.94540865,-3.64867,3.55638,0.0982308570175,0.0286609,696.788733994,3.55638,0.953269,3.55724865151,97.6347269015,64
1594.11899798,863.352385853,32.7063,30.171,65,863.352385853,1515.07161398,0.0,3.61603717428,119.97450571,1433.35386808,-3.70819,3.61526,0.0992669210941,0.032519,863.352385853,3.61526,0.961769,3.6159995922,49.7282835787,65
1677.87481301,-462.621278125,32.9596,30.4306,66,-462.621278125,1109.80898881,0.0,3.67972243192,114.705013022,-267.830246449,-3.77043,3.67884,0.0982994709408,0.0306776,-462.621278125,3.67884,0.954021,3.6796530706,624.700839353,66
1398.75307517,607.411744054,33.1686,30.7227,67,607.411744054,985.175910324,0.0,3.75862807191,75.2922666217,534.44889131,-3.85248,3.75796,0.0995132369901,0.0298161,607.411744054,3.75798,0.959985,3.75850830434,252.848696203,67
1692.07386955,678.87462145,33.4069,30.9845,68,678.87462145,1341.23623836,0.0,3.81212417649,103.557573804,723.279012774,-3.90837,3.81116,0.0992372907113,0.0311814,678.87462145,3.81116,0.959416,3.81204891018,324.509949112,68
1650.04265667,416.294825699,33.7159,31.2725,69,416.294825699,1276.32274774,0.0,3.87100987691,107.566472251,747.161566217,-3.96939,3.87035,0.103604675579,0.0350904,416.294825699,3.87035,0.965489,3.87091403471,336.125808104,69
1441.86407475,436.480464036,33.9198,31.5575,70,436.480464036,1145.2273638,0.0,3.93562348374,120.011656852,204.524362663,-4.03358,3.93493,0.101769835163,0.0308349,436.480464036,3.93493,0.971659,3.93553364953,332.181772878,70
1683.85840496,394.11631994,34.1446,31.8023,71,394.11631994,1533.61472127,0.0,4.0052115212,128.738542537,1460.98253444,-4.10531,4.00443,0.10521515465,0.0383125,394.11631994,4.00443,0.96419,4.00516923763,62.373870059,71
2003.8061972,1032.47641903,34.3261,32.0626,72,1032.47641903,1796.95223209,0.0,4.09508454346,157.423731082,1167.36005669,-4.18925,4.09412,0.1049408037,0.0341291,1032.47641903,4.09412,0.951497,4.09500660249,216.823991667,72
1774.34237711,902.433392923,34.5067,32.2981,73,902.433392923,1504.45023029,0.0,4.18058567288,143.191573762,1174.7252282,-4.27229,4.17971,0.108420495805,0.0382649,902.433392923,4.17971,0.962937,4.18052888483,193.758250942,73
1500.30199751,1097.3616988,34.6983,32.5341,74,1097.3616988,1392.03580599,0.0,4.24782455988,130.082420259,1236.82145335,-4.33965,4.24701,0.107101352766,0.037325,1097.3616988,4.24701,0.96367,4.24777190898,73.3586504326,74
1847.28638038,748.437793154,34.8295,32.8082,75,748.437793154,1731.89260938,0.0,4.3289400528,144.162752173,1631.91805515,-4.42425,4.32827,0.1070046502,0.0353425,748.437793154,4.32827,0.965012,4.32886112349,67.6951977292,75
1394.53894075,542.008538939,35.0537,33.0605,76,542.008538939,1302.64930405,0.0,4.39534215063,112.841021391,867.169240115,-4.49018,4.39451,0.108219807977,0.0382484,542.008538939,4.39451,0.955612,4.39529276118,146.958837733,76
1536.89270117,465.306135133,35.268,33.3043,77,465.306135133,1446.12477098,0.0,4.4605670858,125.641631754,1374.48681052,-4.5576,4.45993,0.104937080159,0.0347701,465.306135133,4.45993,0.935038,4.46052616382,54.4629157918,77
1576.22885972,587.248031504,35.5482,33.5643,78,587.248031504,1347.18405297,0.0,4.53815529225,117.712534775,884.268383235,-4.63878,4.53711,0.108374741055,0.0383115,587.248031504,4.53711,0.961662,4.53810354825,238.646937633,78
1682.95689928,428.569992655,35.7332,33.8479,79,428.569992655,1627.28374143,0.0,4.59081902226,144.717140923,1496.19904247,-4.69264,4.59005,0.113710370388,0.0462052,428.569992655,4.59005,0.947688,4.59072721496,54.5006131524,79
1591.56846544,788.01493192,35.951,34.0698,80,788.01493192,1510.44840592,0.0,4.6790197689,140.920154097,1438.62377102,-4.77992,4.67826,0.112174617253,0.0485676,788.01493192,4.67826,0.960408,4.67895231849,48.9929957707,80
1316.756877,508.921308896,36.1036,34.2971,81,508.921308896,1279.8612051,0.0,4.75694745924,122.074482233,1220.824685,-4.85485,4.75591,0.111492125471,0.0443407,508.921308896,4.75591,0.953074,4.75689162951,26.5156372219,81
2001.88596974,879.088256111,36.3444,34.5568,82,879.088256111,1830.52352464,0.0,4.84189941047,148.965232326,1608.63604078,-4.9478,4.84125,0.113087884326,0.0391165,879.088256111,4.84125,0.972731,4.84178851346,119.467440543,82
1700.02358846,632.879104301,36.5835,34.7912,83,632.879104301,1615.14199564,0.0,4.9041793736,147.168539693,1471.01958506,-5.0044,4.90338,0.112463254201,0.0482352,632.879104301,4.90338,0.968368,4.90411755907,63.0112504149,83
1972.43445451,554.872523147,36.7905,35.0376,84,554.872523147,1842.25854195,0.0,4.98960885513,150.249850367,1707.32788665,-5.09182,4.98882,0.112357637375,0.0422856,554.872523147,4.98882,0.966231,4.98956295904,78.1916471146,84
1813.65978719,981.333589107,36.9301,35.2334,85,981.333589107,1677.29045884,0.0,5.06103011528,142.673826213,1554.75754538,-5.16006,5.06011,0.110373425817,0.0393568,981.333589107,5.06011,0.943031,5.06098410947,84.0237888113,85
1787.84253636,926.563642309,37.1466,35.4803,86,926.563642309,1505.00489375,0.0,5.14346259604,121.796499266,1255.40926229,-5.24257,5.14246,0.115783196335,0.0541683,926.563642309,5.14246,0.944224,5.1434010949,164.791984403,86
1664.71975243,828.91131341,37.3965,35.7108,87,828.91131341,1487.55950262,0.0,5.22192722597,128.090101708,1330.9512269,-5.32151,5.22138,0.113707819379,0.0451135,828.91131341,5.22138,0.966123,5.22188500722,94.9019584212,87
1678.00515831,967.460723321,37.5535,35.8891,88,967.460723321,1567.56680846,0.0,5.3218245513,145.220000581,1492.36890111,-5.42261,5.32098,0.114700878244,0.0454169,967.460723321,5.32098,0.966517,5.32178488908,58.5414954717,88
1756.07376295,1098.44515141,37.7393,36.1648,89,1098.44515141,1703.65721363,0.0,5.40556997409,152.631321198,1623.00484365,-5.51222,5.40484,0.117944205736,0.0491567,1098.44515141,5.40484,0.960075,5.40551698443,50.0893195983,89
1533.61084446,837.894608365,37.9027,36.3477,90,837.894608365,1400.77343309,0.0,5.49212706191,132.547909532,1293.3200794,-5.60229,5.49128,0.119673698096,0.0545572,837.894608365,5.49128,0.96574,5.49209227405,69.5003797092,90
1767.74249001,899.049500369,38.0962,36.5875,91,899.049500369,1667.7398879,0.0,5.58958297174,141.55366871,1565.39841171,-5.70067,5.58886,0.113772066231,0.0466469,899.049500369,5.58886,0.960811,5.58951836274,57.2144327531,91
1521.59845025,658.318978696,38.3811,36.8159,92,658.318978696,1435.09008645,0.0,5.6587919869,120.571065425,1347.23361175,-5.76943,5.65804,0.120528320571,0.0578334,658.318978696,5.65806,0.968554,5.65873069815,59.9302494591,92
1807.49426791,1111.03239909,38.5613,37.0457,93,1111.03239909,1596.72686278,0.0,5.77388051155,134.500773301,1456.49867769,-5.88088,5.77316,0.117757804521,0.0508332,1111.03239909,5.77316,0.962821,5.77382597756,107.322520663,93
1765.78562947,917.430648657,38.7485,37.2639,94,917.430648657,1581.92244624,0.0,5.83828219464,131.868961875,1367.96386191,-5.94424,5.83716,0.117074548194,0.0468704,917.430648657,5.83716,0.963222,5.83825250522,119.976324929,94
1879.07912471,889.570293225,38.9856,37.504,95,889.570293225,1793.30049892,0.0,5.95295939816,158.492351828,1723.55954941,-6.05789,5.95199,0.124486830101,0.0614723,889.570293225,5.95199,0.948914,5.95290485297,46.9738030432,95
1969.62943903,973.463212396,39.1394,37.7048,96,973.463212396,1889.51019269,0.0,6.01626834844,163.109190063,1773.77435432,-6.12449,6.01553,0.117627272854,0.0519748,973.463212396,6.01553,0.951091,6.01621922466,61.2806495782,96
1222.42521541,944.559735235,39.2802,37.9192,97,944.559735235,1088.63212385,0.0,6.12471679319,106.359226998,1013.48797523,-6.23103,6.1241,0.115656080074,0.0393658,944.559735235,6.1241,0.949833,6.12466233134,63.0390704811,97
1538.08856597,961.886658091,39.3997,38.1439,98,961.886658091,1401.4276571,0.0,6.21246074137,117.02956532,1339.03614132,-6.31649,6.21159,0.12223187612,0.0561478,961.886658091,6.21159,0.936348,6.21239529363,51.1187290279,98
2192.00403699,847.699489782,39.6185,38.3739,99,847.699489782,2110.36981864,0.0,6.3068069778,180.319957476,2039.40712468,-6.41056,6.30588,0.124859307864,0.0578546,847.699489782,6.30588,0.965917,6.30674319272,48.0608208528,99
1998.84023715,1140.4764657,39.7778,38.5765,100,1140.4764657,1885.20464701,0.0,6.36218092809,166.468466655,1748.43388826,-6.46643,6.36111,0.127399020238,0.0694842,1140.4764657,6.36111,0.936515,6.36210841762,67.9138629308,100
2457.4267036,1067.78983173,39.9364,38.7495,101,1067.78983173,2277.32089645,0.0,6.45489699806,192.135915114,2113.63009238,-6.55749,6.45419,0.124358764072,0.0627723,1067.78983173,6.45419,0.951553,6.45486485329,89.3927207361,101
2011.84317035,1263.70181544,40.0573,38.9372,102,1263.70181544,1881.44018261,0.0,6.56229717725,165.452873086,1793.57340148,-6.66102,6.56134,0.130007672034,0.0745289,1263.70181544,6.56134,0.944087,6.56224014996,78.5594383133,102
1906.32580958,1158.46924859,40.3631,39.1306,103,1158.46924859,1793.51999198,0.0,6.65573047805,153.547930398,1498.49133149,-6.75701,6.65527,0.120239718856,0.0576129,1158.46924859,6.65527,0.94254,6.65568594689,112.111397503,103
1864.18201821,1200.96949815,40.4729,39.3759,104,1200.96949815,1713.25915688,0.0,6.70550420212,154.373863501,1646.70615315,-6.81291,6.70459,0.127529975631,0.0671694,1200.96949815,6.70459,0.93688,6.70544331573,59.4108594017,104
2034.77984889,1085.75660362,40.6982,39.6411,105,1085.75660362,1981.01790764,0.0,6.8415918786,171.761144257,1921.98507628,-6.9554,6.84083,0.129463918261,0.072551,1085.75660362,6.84083,0.937371,6.84152334998,37.2199008128,105
1889.27748766,1011.4451402,40.9152,39.8571,106,1011.4451402,1763.67401702,0.0,6.9330512501,157.998243592,1626.08676389,-7.04358,6.93189,0.130324763206,0.0772138,1011.4451402,6.93189,0.939412,6.93301605997,67.810537463,106
2068.58045204,1059.11957491,41.0858,40.0642,107,1059.11957491,1909.21717954,0.0,7.0269005911,167.834366202,1819.27749951,-7.1396,7.02632,0.133386338393,0.0773058,1059.11957491,7.02632,0.923919,7.02687865872,71.868638516,107
2016.83177961,1102.39818047,41.3301,40.2817,108,1102.39818047,1884.1718438,0.0,7.12290744156,162.252782404,1757.49307083,-7.2345,7.12227,0.137704521383,0.0918456,1102.39818047,7.12227,0.942265,7.12286434227,80.236956035,108
2211.71973861,488.013042528,41.474,40.4474,109,488.013042528,2009.81923731,0.0,7.16490650567,157.880314654,1863.11286113,-7.27673,7.16389,0.127443867117,0.0584235,488.013042528,7.16389,0.940905,7.16485944629,90.8910231046,109
1523.48209299,1225.53965414,41.6432,40.6656,110,1225.53965414,1423.25490614,0.0,7.2815349805,118.287998126,1331.83634627,-7.39287,7.2804,0.138119718739,0.084834,1225.53965414,7.2804,0.927264,7.28149338568,57.3990695468,110
2083.31986985,857.802952096,41.8661,40.8633,111,857.802952096,1968.69316785,0.0,7.37791596944,165.93757929,1790.04533778,-7.49022,7.37703,0.133659026558,0.078256,857.802952096,7.37703,0.937062,7.37784780322,86.9502662087,111
1990.42069896,1107.91010482,42.0275,41.0587,112,1107.91010482,1938.71728651,0.0,7.49411413473,167.43175435,1888.44069127,-7.6111,7.49328,0.134186171525,0.078692,1107.91010482,7.49328,0.926189,7.49404713373,30.9483507151,112
1902.45256779,976.736795353,42.1815,41.2662,113,976.736795353,1816.68229564,0.0,7.57289984449,157.021063308,1726.84402872,-7.68516,7.57208,0.138686862119,0.0808707,976.736795353,7.57209,0.936106,7.57282509335,58.623951777,113
1731.82093509,1166.93294444,42.4401,41.4883,114,1166.93294444,1600.30897386,0.0,7.66167038602,141.530686338,1509.97179036,-7.77416,7.66068,0.140721349302,0.0996553,1166.93294444,7.66068,0.94521,7.66162772942,71.8542358121,114
2041.41588898,1186.10085556,42.6337,41.7061,115,1186.10085556,1962.0440042,0.0,7.74936980221,177.688371202,1886.86342632,-7.86121,7.7488,0.146760321489,0.110307,1186.10085556,7.7488,0.954688,7.74932878531,39.0433006802,115
1520.36836383,624.002396107,42.7704,41.8681,116,624.002396107,1403.93541177,0.0,7.80146122684,113.195699839,1296.10046719,-7.91471,7.80041,0.136742886591,0.0819805,624.002396107,7.80041,0.93489,7.80140399123,67.0554607134,116
1962.6499792,1114.47274886,42.8869,42.0957,117,1114.47274886,1860.26204805,0.0,7.90899594726,168.015787003,1741.27748324,-8.02729,7.90815,0.139180051325,0.0896976,1114.47274886,7.90815,0.946096,7.90893910598,74.4406759392,117
1968.98260314,979.186594419,43.1206,42.2427,118,979.186594419,1904.39768221,0.0,8.01117579133,162.223384103,1838.0958681,-8.12496,8.01035,0.135604238125,0.0721994,979.186594419,8.01035,0.95095,8.01113804692,39.54821172,118
1960.02258058,770.930157015,43.3141,42.4855,119,770.930157015,1879.84713096,0.0,8.07437961568,153.553588862,1746.04685933,-8.19001,8.07379,0.141357558915,0.0898441,770.930157015,8.07382,0.954681,8.07429691199,71.7933620861,119
2156.07996656,1176.28067849,43.4661,42.7362,120,1176.28067849,1998.23276775,0.0,8.13799725101,170.467209579,1873.45141703,-8.25045,8.13709,0.145634165547,0.0967497,1176.28067849,8.13714,0.950837,8.13794585909,97.701136393,120
1899.03366504,1222.97038015,43.5544,42.8696,121,1222.97038015,1810.4407503,0.0,8.27170653268,158.863980499,1700.13679359,-8.38587,8.27108,0.134726693321,0.0612081,1222.97038015,8.27118,0.923623,8.27158365766,57.8634739623,121
1810.02550919,939.359343849,43.706,43.0044,122,939.359343849,1745.18171544,0.0,8.33966717066,151.32402959,1664.09506892,-8.45409,8.33871,0.150162927408,0.113588,939.359343849,8.33874,0.940646,8.33959231295,48.4144891571,122
