MaxEsReturn,AverageDiscountedReturn,AverageAbsQ,StdReturn,MinReturn,AverageEsReturn,AverageAbsY,Epoch,MinEsReturn,Iteration,QFunRegParamNorm,AverageAbsQYDiff,AverageQLoss,AveragePolicySurr,AverageReturn,AverageQ,AverageAction,MaxReturn,StdEsReturn,PolicyRegParamNorm,AverageY
95.1343086028,44.2251034328,66.3077,0.0554946137466,92.7068043732,93.8918863706,66.3115284559,101,90.0637387611,101,118.461,0.590097468476,3.97834,-67.3165,92.8947198011,66.3077,0.996166,92.9999207996,1.20960791487,34.9669,66.3114880401
98.3804213934,45.4068433149,66.7343,0.0461752488269,93.000009763,93.8578221315,66.737119581,102,88.6258787243,102,118.832,0.601359205081,3.82121,-67.6963,93.1036380703,66.7343,0.996982,93.1999888628,2.0331428476,35.0166,66.7370794874
95.5107943649,45.3492307318,67.585,0.0468175379207,93.0004483314,93.8764540296,67.5882884606,103,90.7358534173,103,119.083,0.599154758642,3.85042,-68.4766,93.0975266957,67.585,0.996276,93.1997059549,1.04846880781,35.0347,67.5882394886
97.6121172454,44.2233868934,67.6798,0.0563331013224,92.703510583,94.0263667557,67.6833047333,104,87.7179551247,104,119.343,0.577016443171,3.12398,-68.4734,92.8829874903,67.6798,0.99801,92.9990516826,2.14532210547,35.0581,67.6832616074
97.7030469952,45.6664253185,68.1979,0.0614630007986,93.0000079511,94.0151417949,68.1991086155,105,90.0996125725,105,119.453,0.574898527282,3.29612,-68.9154,93.1440484335,68.1979,0.997975,93.2985700916,1.59552625981,35.1163,68.1990676625
97.6005223199,45.1875580113,68.3382,0.0578063375709,92.9940647186,93.8840707277,68.3414392614,106,89.7488592287,106,119.595,0.567293467321,3.82766,-69.0122,93.0563282003,68.3382,0.998291,93.194308596,1.79114216802,35.1454,68.3414013621
99.4445189468,44.7733417166,68.711,0.0605009976202,92.9000011802,94.5295468915,68.713328933,107,90.058741746,107,119.705,0.538114338266,3.08024,-69.3519,92.9878690025,68.711,0.99725,93.0999766284,2.0064169286,35.2028,68.7132992382
99.4072759768,45.8723102516,68.6831,0.0553577260168,93.1,94.2526428278,68.6849458545,108,90.7662278817,108,119.866,0.545235558754,3.01817,-69.2739,93.177834897,68.6831,0.998465,93.299602331,1.85806008255,35.2402,68.684917407
95.090714868,44.8837100489,68.8203,0.0607233563198,92.9000015378,93.1280040875,68.8217352904,109,89.8397731201,109,119.989,0.523671091638,3.38224,-69.3523,93.0152189014,68.8203,0.996035,93.1487577046,1.76395181006,35.2869,68.8217053435
97.1670327684,45.5802639017,69.026,0.076464172084,93.0000025511,93.3942488033,69.0266259994,110,89.6326492298,110,120.007,0.554527626796,3.72562,-69.5269,93.1299623752,69.026,0.997737,93.2862616506,2.42737386661,35.3423,69.026584837
94.4368043225,45.9126885908,69.0896,0.0497388005165,93.1000007749,92.6345655197,69.0903275532,111,90.944471334,111,120.091,0.514056339865,2.67048,-69.5312,93.187522071,69.0896,0.998041,93.2999731455,1.19424335082,35.4157,69.090298043
