AverageQ,PolicyRegParamNorm,MinEsReturn,AverageQLoss,Epoch,AverageAbsY,StdReturn,Iteration,AverageY,AveragePolicySurr,MaxReturn,AverageAbsQYDiff,AverageEsReturn,AverageReturn,AverageDiscountedReturn,StdEsReturn,QFunRegParamNorm,MinReturn,AverageAction,AverageAbsQ,MaxEsReturn
71.2246,37.3051,88.081927047,3.30054,99,71.230356939,0.228515761976,99,71.2303414508,-72.5534,92.3717645833,0.658602331407,93.2627831647,91.9938023665,39.4823943038,2.0849871886,104.215,91.3082983812,0.994905,71.2246,97.6327611795
72.1139,37.3689,88.4413784148,3.93309,100,72.1192098872,0.208170775355,100,72.1191891883,-73.3753,91.8982516361,0.709484912946,92.8183273417,91.5399370062,37.2674683985,1.79226612287,104.416,90.9036114779,0.995004,72.1139,95.3661390722
72.9635,37.401,88.805760588,3.88139,101,72.967596817,0.18917862842,101,72.9675767053,-74.129,92.5199878083,0.691853174339,92.8393257378,91.9125589284,39.1190162111,1.97302643555,104.657,91.41647288,0.996168,72.9635,96.4039075041
73.2107,37.4133,84.2284238389,2.86759,102,73.2147123372,0.19341667549,102,73.2146939266,-74.3166,92.4,0.648653041037,92.8967365164,92.1717058427,40.4154549709,3.35740855746,104.959,91.7054189581,0.996045,73.2107,97.8992567373
73.9604,37.4255,89.7953635077,3.28757,103,73.9653424539,0.245913287093,103,73.9653096284,-74.9616,92.2800791264,0.647599404116,93.6089627814,91.8866217337,38.957612736,1.2359409732,105.248,91.205489407,0.99506,73.9604,94.7455725576
74.1898,37.4071,89.871003359,3.56105,104,74.1950227492,0.231680426813,104,74.1949832898,-75.0826,92.7000464526,0.6560239738,93.7484543104,92.3965611758,41.5594470508,1.63352842335,105.559,91.6189613055,0.995553,74.1898,96.8576372516
74.4109,37.4764,88.9537860256,3.60345,105,74.4148209154,0.316386992633,105,74.4147965364,-75.2453,92.1736635735,0.666657256519,94.0276733328,91.7712617747,38.4424565811,1.97767410039,105.87,90.8905984466,0.996235,74.4109,98.2219269682
74.6859,37.5091,89.2948457036,3.71803,106,74.6891952273,0.339309903328,106,74.6891682113,-75.4438,92.6001299476,0.66833634816,92.684208931,92.1393513122,40.1931869986,2.15966619043,106.198,91.2109387066,0.99383,74.6859,96.6543798814
74.9655,37.555,89.3398201873,3.39808,107,74.9698661338,0.365092465844,107,74.9698424991,-75.6424,92.8354074955,0.650765338616,92.4374511829,92.3053483769,41.0450513822,1.83726215851,106.587,91.410773812,0.993746,74.9655,94.8286085742
74.8692,37.5756,89.9912289796,2.67819,108,74.8707022711,0.3576627321,108,74.8706873995,-75.4945,92.8459734548,0.605386029074,93.8253061327,92.2487366289,40.7566515313,2.21273408925,106.927,91.3992599129,0.993851,74.8692,99.8215854465
74.9449,37.6076,89.6059898681,3.88041,109,74.9476032604,0.433886328482,109,74.9475751849,-75.52,93.0945902758,0.660944019031,92.7714011042,92.3467929098,41.2958651145,2.45591306746,107.223,91.3069875461,0.99442,74.9449,97.6056708126
74.958,37.635,89.3242708496,4.04293,110,74.9610492352,0.468292878613,110,74.9610266541,-75.4815,92.7702436702,0.668143158686,93.4644719942,92.1500938916,40.3098786298,1.80175794003,107.55,91.0098083378,0.994849,74.958,94.9263148614
75.1274,37.6716,86.6040828119,3.34049,111,75.1297506088,1.29513843987,111,75.1297264748,-75.6334,93.2098303938,0.614401354986,91.1053654804,92.1238541538,40.4908931558,2.06883233868,107.75,87.2634069276,0.994502,75.1274,94.1604459323
74.8241,37.7138,89.0588881685,3.94813,112,74.8266508301,1.87449770612,112,74.8266141928,-75.2771,93.216285596,0.672329594508,91.4789839994,91.6094721389,38.3285836953,2.06467707364,107.941,86.9873257625,0.993604,74.8241,95.1107659507
74.7404,37.762,88.9574472832,2.96181,113,74.7431335087,1.95193931314,113,74.7431182981,-75.1385,93.1409444359,0.606061760207,92.389721568,91.3066391358,36.9362763777,2.93676730041,108.197,86.7553671934,0.993182,74.7404,98.9773276788
