PolicyRegParamNorm,AverageReturn,StdReturn,Iteration,AverageAbsY,AverageAction,QFunRegParamNorm,MaxReturn,StdEsReturn,MinEsReturn,AverageEsReturn,AveragePolicySurr,MaxEsReturn,AverageQ,AverageQLoss,Epoch,AverageY,AverageDiscountedReturn,AverageAbsQ,AverageAbsQYDiff,MinReturn
28.203,93.192697707,0.031242524674,102,6.67910137908,0.996786,68.9309,93.2312755727,1.96440479015,89.3190545789,92.5819302402,-6.708,94.5165674257,6.67845,0.0365991,102,6.6790977428,45.9002451459,6.67845,0.0637480255156,93.0806438218
28.2349,93.007284728,0.0800683296006,103,6.67007082079,0.99657,69.0557,93.1703961222,1.48191905827,90.6643379095,94.0106247886,-6.69631,96.1909224412,6.66966,0.0280627,103,6.67006834404,44.8588576793,6.66966,0.0594862443981,92.8193189879
28.2918,92.7288703912,0.110138391352,104,6.64664809907,0.993264,69.1813,92.900059828,2.58279122052,85.9912785699,91.1741934104,-6.67009,94.4967164047,6.6461,0.0367961,104,6.64664580131,43.2289634897,6.6461,0.0673404497428,92.4201832964
28.4518,93.0767000445,0.0586850164796,105,6.6284393055,0.996855,69.272,93.1990241161,1.50273838885,91.051657059,94.0263796945,-6.65292,97.3593505283,6.62808,0.0345032,105,6.62843685295,45.2527833349,6.62808,0.0656834267893,92.9450968216
28.6134,93.1906128919,0.061394757171,106,6.62483448148,0.996496,69.3793,93.2994102727,1.9700125228,89.8393302376,94.1291471025,-6.6533,98.9381130046,6.62453,0.0354497,106,6.62483299588,45.8787740716,6.62453,0.0658031621983,93.0058283143
28.6796,92.6508906977,1.10240708911,107,6.60734933699,0.993123,69.4694,93.1000202337,1.19325202674,91.5769066468,93.8078285719,-6.64011,96.0058148612,6.60717,0.0310107,107,6.60734624532,43.0980788513,6.60717,0.055715389931,88.8299761523
28.7616,91.8858346446,1.78096758521,108,6.61176544675,0.992386,69.6289,92.8977183915,1.26189497002,90.4753685019,93.6086940376,-6.64829,94.890972235,6.61145,0.020525,108,6.61176450902,39.5661162675,6.61145,0.0548017040768,88.0329326735
28.8459,90.6119365747,2.54450101772,109,6.61449949446,0.994836,69.7838,93.3051854597,3.17478973472,86.8376885665,92.6676510067,-6.65028,98.0537997973,6.61426,0.0293539,109,6.61449575618,34.4455006245,6.61426,0.0580883078353,87.7333723931
28.921,93.1957560562,0.674765326896,110,6.61684615832,0.996537,69.8931,93.3991153842,3.00038775283,86.92819708,92.089878896,-6.65214,95.7070450818,6.61667,0.031391,110,6.61684343216,46.0273737569,6.61667,0.0584435551905,88.4776945108
29.011,93.3748052881,0.0646435980791,111,6.61147904998,0.996816,70.0219,93.5000165027,0.914615593646,91.9340815524,94.3614167606,-6.64878,96.5838219232,6.61104,0.0273739,111,6.6114776721,46.9371986081,6.61104,0.0597382710469,93.2031833488
