StdEsReturn,MinEsReturn,MaxReturn,AverageY,AveragePolicySurr,AverageReturn,AverageEsReturn,Epoch,MinReturn,AverageAbsQ,PolicyRegParamNorm,AverageQLoss,AverageAbsQYDiff,AverageQ,Iteration,StdReturn,AverageAbsY,AverageAction,QFunRegParamNorm,AverageDiscountedReturn,MaxEsReturn
77.9389721074,-21.3498069048,612.643074601,9.61067608587,-9.94519,122.477772023,84.0039971777,73,-8.98561705662,9.62278,42.6242,0.482249,0.372150063824,9.60857,73,101.00524407,9.61903105926,0.8956,37.0062,69.375458476,236.77840824
60.8576583827,-0.988165584476,449.397911914,9.74124727186,-10.084,164.517321175,72.8552882402,74,77.2557964815,9.75097,42.8344,0.517016,0.385869546706,9.73802,74,75.3005420126,9.74938486696,0.898727,37.2607,81.7341596016,196.666481235
131.194345338,1.56008850079,418.773570597,9.8639172025,-10.1982,126.594626437,158.56199842,75,87.2555051005,9.87437,43.0704,0.501491,0.37757416743,9.86081,75,50.4355459596,9.8722268619,0.919239,37.533,75.3858820165,378.784149897
93.128219023,33.4010160425,883.588270889,9.99532803576,-10.34,62.8803718677,146.935934712,76,-49.366587993,10.0075,43.3062,0.473444,0.380529806098,9.99283,76,137.833376486,10.0051883524,0.889842,37.8189,40.3863955801,316.884087225
67.4109658197,-38.7038444726,461.983578237,10.1165648053,-10.4878,204.427539628,84.2007755897,77,110.373627197,10.131,43.5057,0.539353,0.401036558409,10.1136,77,81.9224686639,10.1291423487,0.910582,38.1164,98.8860438797,166.404708606
0.0,34.0785512705,217.603634185,10.2921658424,-10.6725,125.642049931,34.0785512705,78,69.8233575228,10.3059,43.7534,0.513246,0.40363650175,10.2894,78,18.6398166779,10.3043981356,0.934155,38.4156,74.2977072556,34.0785512705
224.669626872,17.9381216516,906.798039112,10.4358105302,-10.8275,260.05627335,215.280623119,79,28.875185752,10.4525,43.9608,0.557126,0.416947684479,10.4328,79,218.723295284,10.4500219893,0.862713,38.6724,92.9468155126,846.874851014
52.9954938716,6.61291449567,944.124818714,10.5839170226,-10.9691,904.583191942,61.1796423797,80,744.721571993,10.5984,44.1929,0.600856,0.426024763219,10.5815,80,55.4510201561,10.5952250218,0.868104,38.9446,79.9696546402,135.57489035
113.523347845,14.5988485632,264.539337908,10.7642842354,-11.1629,178.07712234,154.357299683,81,123.825104327,10.7745,44.4444,0.568916,0.413722762405,10.7618,81,29.1673200038,10.7724415858,0.861953,39.1844,99.4113444612,378.196355295
77.0096545741,-5.34059928466,914.255286313,10.9243260182,-11.3174,525.83345909,84.6864614302,82,-21.0296800882,10.9332,44.6964,0.654477,0.432625832853,10.9204,82,386.073327778,10.9319211491,0.854992,39.4572,72.6295301259,284.99402615
46.7493749227,20.815003333,891.033336507,11.0878865502,-11.4963,440.977140157,65.8428096343,83,17.1878736937,11.0986,44.9253,0.61272,0.431204582088,11.0855,83,347.871141814,11.096354162,0.865718,39.7236,73.6454600939,148.585077587
135.830232641,0.347141680399,777.021733129,11.2559840166,-11.6477,216.737948512,118.231594204,84,-97.765714655,11.2678,45.124,0.60376,0.435697320851,11.252,84,226.145562976,11.265750556,0.890246,39.9565,63.4140755989,423.354207992
52.3366171346,71.1962074503,763.73265063,11.4180146163,-11.8246,197.85410877,172.990791396,85,-3.11839473228,11.4298,45.2939,0.595792,0.432646612776,11.4152,85,169.243173808,11.4280422629,0.885173,40.2002,75.5862040846,241.907463854
66.6345312263,35.2983242319,253.006992737,11.5965487827,-11.9956,153.927856966,118.217276153,86,68.6933640951,11.6093,45.5464,0.705642,0.446426728778,11.5945,86,41.6547421084,11.6063876089,0.880403,40.4793,82.6666264342,245.923961189
99.3939235957,-3.33569064892,323.384504169,11.711265787,-12.1058,152.638347726,151.06746615,87,94.330287595,11.721,45.7626,0.671386,0.451624229123,11.7068,87,51.3259115054,11.7216521393,0.890744,40.7385,88.852198211,271.407783205
61.490649455,-29.866869563,410.490631553,11.8469643621,-12.2376,196.316422252,73.8654704829,88,46.4510698355,11.8632,45.9377,0.700973,0.458859970659,11.8448,88,69.6261904121,11.8628150982,0.901037,41.0438,91.4790949538,153.064726378
108.344951734,8.68624441106,455.538893155,12.0050752043,-12.397,38.1091206484,119.681422352,89,-54.1131256347,12.0231,46.1397,0.742594,0.465550266629,12.0021,89,75.8886222947,12.0223503244,0.881115,41.3007,37.1512022977,292.081306509
180.195536441,-1.78214724486,1036.51712952,12.1082983235,-12.4824,269.918524811,169.240754636,90,-63.4464733118,12.1304,46.3153,0.720084,0.470694983854,12.1048,90,363.911054576,12.1314994579,0.822188,41.5954,63.751079971,559.511241255
59.236067671,2.71073412033,93.2602232036,12.2410295788,-12.6185,84.7320241889,70.7020703306,91,79.2710154051,12.2678,46.4697,0.69964,0.458953279273,12.2389,91,2.08368852413,12.2662552571,0.901714,41.821,61.7407729341,187.483948203
116.074710926,1.33481722155,142.420274115,12.3436438957,-12.7168,112.650976547,126.268271772,92,99.8514329051,12.365,46.6327,0.721304,0.462849174826,12.3401,92,9.25235575219,12.3651749846,0.910026,42.0954,77.7352761737,317.826469376
99.7486873541,-14.7336984131,100.772677435,12.4165172792,-12.7881,76.4789855012,116.851033756,93,61.1712499423,12.4375,46.7901,0.67019,0.455276667147,12.4138,93,7.05769847141,12.437916006,0.917456,42.3687,57.2193758689,325.915469322
104.397059443,0.111695733116,1063.72678085,12.5760254131,-12.9484,179.547254623,145.215404522,94,89.4559188984,12.594,47.0295,0.801053,0.476487548433,12.5721,94,203.530185517,12.5947112077,0.87609,42.591,82.666950211,317.743477612
80.1809083537,69.1625543646,312.285763657,12.6670188321,-13.0483,128.990904797,212.713228459,95,90.2874014816,12.6862,47.2381,0.795359,0.472965313716,12.6635,95,44.8468616646,12.6855216134,0.908789,42.8692,82.1856754638,318.451642004
82.8878989892,19.5973198447,226.704982871,12.7441102821,-13.124,129.36189545,152.551448342,96,89.368971633,12.7634,47.4428,0.72371,0.46126758355,12.7415,96,29.3245465329,12.7599119511,0.888237,43.1105,81.7353432222,223.498270907
74.5445963989,25.6481929472,244.409470149,12.8919078891,-13.2762,117.160512131,140.769245062,97,94.7060912053,12.9071,47.6353,0.800469,0.468631289449,12.8895,97,22.3652686506,12.9039449643,0.880128,43.3835,76.7460574,281.310993492
93.6918833862,50.5811645876,507.451321749,12.9551448807,-13.3228,128.087075049,151.021338354,98,79.1584566994,12.9668,47.7968,0.847923,0.480946571957,12.9516,98,62.8126403753,12.9647906953,0.907285,43.6561,75.1311422082,308.178100499
84.3834664085,59.7907435671,273.998774851,13.0899235927,-13.4636,151.070159364,145.656994136,99,105.778403596,13.1002,48.0225,0.752345,0.46290151085,13.0869,99,35.4705071685,13.0973234859,0.8826,43.8244,90.5748520634,337.037432474
130.282179271,2.21158943415,972.255665524,13.202314691,-13.5592,254.747694502,201.968511142,100,100.552301946,13.2137,48.2496,0.736105,0.461913899899,13.199,100,245.638402623,13.2091772504,0.785997,44.053,89.3432040388,328.545930167
40.3518593426,40.1215213809,364.128610388,13.290112425,-13.6319,155.0140176,95.3973803045,101,-15.2472950322,13.3004,48.4572,0.73957,0.458821064146,13.2879,101,62.1918184425,13.2967491973,0.871881,44.3179,92.1610562234,156.442822987
144.714631346,107.377193463,954.003325377,13.327443808,-13.6722,166.315012791,225.884700214,102,-79.9982298357,13.3382,48.6524,0.757694,0.456247836642,13.324,102,169.598159707,13.3341617614,0.854348,44.4979,82.5995721591,506.070069361
78.2913526359,48.8915173848,560.558376896,13.3805945575,-13.7298,211.669866661,169.83928287,103,-181.388623452,13.3914,48.811,0.702313,0.454959939018,13.378,103,92.0623348458,13.386054552,0.917137,44.7271,104.539176733,250.987278798
116.856699464,-11.0715340952,943.032661374,13.5199862336,-13.8534,189.8302178,153.850318376,104,-247.177521143,13.5282,48.9989,0.782578,0.456476702701,13.5152,104,136.678992303,13.5248914023,0.877881,44.9162,90.9928347333,356.408928635
109.66208322,76.8962746115,442.775022395,13.5324159022,-13.8769,205.828939473,207.646320331,105,-112.476470207,13.5444,49.1732,0.784577,0.45655167563,13.53,105,102.261842157,13.5391216158,0.887502,45.1355,92.5224862184,405.27961629
136.157005083,-1.12101415151,1016.71744044,13.6070021259,-13.9554,238.409283317,155.12034832,106,109.25416648,13.6167,49.3704,0.789017,0.455881543651,13.6044,106,195.788652898,13.6127920115,0.889774,45.331,99.3776451666,466.400909021
74.5619269142,-166.447395505,947.423339715,13.6407917819,-13.9811,436.044997271,35.542760461,107,72.2324732459,13.652,49.5407,0.80577,0.46364459586,13.6383,107,345.690436696,13.6462392553,0.813416,45.536,86.2333935002,157.608492894
75.7890786464,0.0416545152763,1154.87209218,13.7229155591,-14.0599,974.109146658,79.9176632122,108,890.15184348,13.7339,49.7377,0.888615,0.474486230745,13.7196,108,73.3358970955,13.7291399675,0.853047,45.7206,80.3329634678,208.91884449
0.0,56.8476680004,735.160591311,13.8394150933,-14.1804,350.595861017,56.8476680004,109,123.414946876,13.8457,49.9166,0.821825,0.453109255576,13.8357,109,111.784288098,13.8432695881,0.93677,45.9337,135.23217515,56.8476680004
248.367992882,-3.65446709629,986.793908272,13.8719241792,-14.2153,300.908537812,181.062664863,110,-20.3830129577,13.8802,50.0858,0.736272,0.445312514153,13.8701,110,251.73650417,13.8765816314,0.884097,46.1355,88.6857771903,884.745632068
56.6448719093,49.1406589929,962.439101158,13.976388271,-14.3172,206.355024006,100.365073342,111,-1.16763089838,13.9825,50.219,0.812269,0.459078680205,13.9723,111,234.363066948,13.9803911034,0.873337,46.3779,69.7414320845,179.315885686
146.180303206,-6.77686623337,742.648555815,14.0259157499,-14.3588,276.827152306,105.210501257,112,103.874536917,14.0353,50.431,0.787488,0.450872544487,14.0241,112,203.847621603,14.0300064453,0.910554,46.5387,92.5331225535,557.723009202
136.809639173,-12.8643181345,763.977206206,14.1014744444,-14.4449,605.314390379,113.554374744,113,155.842895338,14.1084,50.5948,0.856111,0.460040643009,14.0982,113,184.669954826,14.1046465594,0.935472,46.7473,74.0591723424,365.475608063
120.664702097,-4.96981275812,749.352834916,14.1381000254,-14.4846,219.881395471,122.753921241,114,7.48372824169,14.1462,50.7831,0.842162,0.460379091711,14.1357,114,181.735128355,14.1423658569,0.923064,46.9598,75.6097067442,320.479346905
59.3465844832,46.4830550776,945.293834934,14.2436683266,-14.5835,170.135108269,120.683410536,115,-89.9102928103,14.2496,50.9376,0.894715,0.467071675471,14.2403,115,169.276818542,14.2476871566,0.925523,47.1526,59.580455894,247.700308485
109.811264622,-15.0764319189,513.290603787,14.3054939671,-14.6511,276.944233136,102.997569045,116,-3.45897547992,14.3163,51.0967,0.921845,0.469378090362,14.3027,116,148.238624026,14.3112538168,0.934355,47.3443,65.3378150909,251.297883528
123.010781627,-5.32747670952,979.542424044,14.3623169616,-14.7073,725.25695406,121.968372227,117,90.7962282327,14.3698,51.2983,0.821307,0.45995763822,14.3601,117,340.43450816,14.3671858009,0.735858,47.5633,77.7942912232,400.08101953
119.09141571,-22.5467043924,859.650735879,14.4299543175,-14.7707,182.113507347,123.51792633,118,80.8630052685,14.4367,51.5281,0.848011,0.462367044829,14.4262,118,133.273577985,14.434421716,0.907757,47.7537,87.2721935527,351.291906629
84.7624020497,-0.878408609074,792.752801276,14.4543774178,-14.8109,319.070960403,128.489029345,119,94.5310791741,14.4627,51.7038,0.806962,0.457694289642,14.451,119,156.196023522,14.4598976091,0.921006,47.9199,119.848853949,334.086730554
122.600486922,63.7465098904,858.073044005,14.5244660997,-14.863,382.310213191,261.544846012,120,-2.96555882027,14.5356,51.8923,0.863036,0.462466577302,14.5225,120,281.226865074,14.5298989883,0.890642,48.13,90.7927544085,421.065490155
65.1970316462,-0.488033236039,906.669882814,14.6200304049,-14.9499,327.304076095,59.5881622422,121,98.0503462236,14.6319,52.0665,0.932685,0.480269481459,14.6172,121,247.649475356,14.6256410469,0.900799,48.3568,99.0672781255,215.370147142
