AverageDiscountedReturn,AveragePolicySurr,AverageReturn,Iteration,AverageAction,StdReturn,AverageAbsQ,PolicyRegParamNorm,AverageEsReturn,MinReturn,AverageAbsY,AverageQLoss,MaxEsReturn,Epoch,AverageY,AverageAbsQYDiff,QFunRegParamNorm,StdEsReturn,AverageQ,MaxReturn,MinEsReturn
335.895207365,-349.85,4201.86514796,235,0.964811,221.263826564,347.491,66.198,2709.46976366,3780.43576353,347.52039783,129.721,2709.46976366,235,347.520260467,3.29143323687,83.2842,0.0,347.491,4578.11133247,2709.46976366
381.962203248,-350.219,4629.79681937,236,0.96661,147.102737917,347.947,66.289,2976.20074351,4278.92310855,347.974400371,167.698,2976.20074351,236,347.974283283,3.55356340178,83.437,0.0,347.947,4818.10516763,2976.20074351
340.16894534,-352.296,4090.88676114,237,0.967358,130.113420245,350.021,66.3436,2887.62209687,3807.14671958,350.023800909,172.868,2887.62209687,237,350.023618677,3.48859407527,83.5748,0.0,350.021,4227.78392304,2887.62209687
346.426679195,-352.286,4000.45874492,238,0.96113,1021.58325413,350.062,66.4419,2854.95743089,973.527362765,350.088470695,80.9058,2854.95743089,238,350.088422829,2.99988687977,83.7149,0.0,350.062,4724.62178274,2854.95743089
338.419135644,-352.711,3904.98905589,239,0.95181,1347.5520191,350.474,66.5499,3013.48962676,-63.3815967516,350.501574975,151.352,3013.48962676,239,350.501438141,3.51591005954,83.8034,0.0,350.474,4686.18636015,3013.48962676
334.812888101,-352.627,4149.08229455,240,0.948603,115.932413959,350.395,66.6794,2862.42845947,3942.29961807,350.411160237,126.905,2862.42845947,240,350.410996084,3.34104991952,83.9799,0.0,350.395,4312.86415939,2862.42845947
371.725923479,-355.198,4501.75620778,241,0.970115,88.9064707514,352.923,66.8793,3069.97779196,4387.61180555,352.948522863,170.725,3069.97779196,241,352.948246584,3.66042178554,84.2027,0.0,352.923,4641.20342867,3069.97779196
332.677577479,-354.865,4068.22482169,242,0.966791,72.1282688278,352.62,66.9754,3023.19710377,3921.27634426,352.640855745,198.527,3023.19710377,242,352.640621184,3.72628748838,84.4159,0.0,352.62,4174.33711018,3023.19710377
354.370111404,-356.809,4370.49102958,243,0.960413,107.719386461,354.508,67.1363,2838.67721737,4170.16168762,354.533697114,193.306,2838.67721737,243,354.533523331,3.70337544371,84.5839,0.0,354.508,4555.32362815,2838.67721737
335.95423923,-356.909,4286.94740605,244,0.963542,135.563478603,354.76,67.2912,3254.6872798,4002.20114019,354.78572465,170.284,3254.6872798,244,354.785531059,3.50368847221,84.7293,0.0,354.76,4468.15424814,3254.6872798
345.463290263,-356.619,4290.88879044,245,0.955808,131.831408022,354.48,67.4815,3007.3769652,4094.27757531,354.497118181,170.471,3007.3769652,245,354.497004782,3.52003773542,84.8463,0.0,354.48,4521.6017892,3007.3769652
354.06001559,-357.106,4168.98850226,246,0.969702,788.662966885,354.983,67.5727,2953.8573013,1826.96453463,355.004898225,122.125,2953.8573013,246,355.00472529,3.23214396069,84.9086,0.0,354.983,4627.9912722,2953.8573013
370.111241449,-357.619,4659.48616684,247,0.973714,181.047823713,355.537,67.7149,2799.07224948,4295.39669321,355.5569534,162.646,2799.07224948,247,355.556752987,3.57879003788,85.1058,0.0,355.537,4960.50882462,2799.07224948
304.153518678,-358.968,3818.05287023,248,0.973305,247.291524713,356.758,67.8699,3179.50278364,3260.4326642,356.787621692,163.285,3179.50278364,248,356.787446549,3.43119488547,85.2538,0.0,356.758,4126.83267615,3179.50278364
323.560988451,-359.741,3599.4365796,249,0.976014,1525.48753992,357.451,67.8943,2937.78727099,94.6189117281,357.473797585,236.145,2937.78727099,249,357.473737468,3.84494490375,85.4198,0.0,357.451,4643.59868953,2937.78727099
240.179223199,-359.693,3148.30751136,250,0.977435,290.102295654,357.416,68.0785,3033.59174935,2462.27084254,357.427770374,148.34,3033.59174935,250,357.427512295,3.30400305017,85.5821,0.0,357.416,3555.5588114,3033.59174935
320.422602534,-362.679,4389.12229153,251,0.970931,347.642516849,360.386,68.2159,2939.62733548,3476.87419281,360.417204456,175.187,2939.62733548,251,360.417052409,3.53353464709,85.7558,0.0,360.386,4772.89913693,2939.62733548
346.723498998,-362.268,4356.52583539,252,0.970496,126.21384298,359.885,68.3262,2986.3316986,4075.95036602,359.891079114,162.823,2986.3316986,252,359.890866146,3.55654892215,85.8718,0.0,359.885,4541.44334717,2986.3316986
360.909840802,-365.043,4671.731184,253,0.975803,79.5703448475,362.647,68.3626,3078.85760094,4555.27522399,362.676099038,130.026,3078.85760094,253,362.675963231,3.33952300996,86.0079,0.0,362.647,4816.7252356,3078.85760094
288.057713533,-364.631,3833.95005629,254,0.973691,182.315503259,362.215,68.569,3058.94347919,3434.23329809,362.243949791,203.681,3058.94347919,254,362.243612788,3.81037721681,86.1972,0.0,362.215,4050.19866023,3058.94347919
340.732350599,-365.878,4113.45441902,255,0.969118,217.367971913,363.607,68.6476,3183.60320469,3752.25334352,363.623904198,152.799,3183.60320469,255,363.623684265,3.56986495749,86.3318,0.0,363.607,4343.17810586,3183.60320469
360.772418537,-366.173,4404.31231771,256,0.962564,102.558513338,363.885,68.7905,3128.28901074,4213.60515607,363.911870438,187.721,3128.28901074,256,363.911686149,3.73706283245,86.505,0.0,363.885,4578.08883596,3128.28901074
292.413344315,-367.338,3688.62522902,257,0.963447,475.105729897,365.105,68.9228,3198.92358172,2498.53892659,365.115526949,110.073,3198.92358172,257,365.11542034,3.27077295422,86.6096,0.0,365.105,4285.35921294,3198.92358172
382.252896649,-366.888,4710.08879514,258,0.963621,105.988422798,364.524,69.0617,2805.73618897,4547.33320569,364.545607311,159.621,2805.73618897,258,364.545540621,3.54831085077,86.7739,0.0,364.524,4940.81401957,2805.73618897
299.085456235,-368.215,4055.28396116,259,0.977147,435.546323429,365.924,69.1538,2940.5269582,3327.28429103,365.945282928,151.469,2940.5269582,259,365.945033297,3.40125257727,86.9141,0.0,365.924,5041.22627777,2940.5269582
331.754324174,-369.03,3913.64801661,260,0.971638,1471.17109869,366.671,69.2464,2521.7844538,-490.126731001,366.693984312,130.276,2521.7844538,260,366.693904746,3.25699173881,87.0165,0.0,366.671,4608.77103458,2521.7844538
344.809407771,-370.038,3994.64243142,261,0.970411,1357.70498229,367.815,69.4549,2755.90713177,-56.3397200359,367.831813313,162.325,2755.90713177,261,367.831688275,3.49634450342,87.107,0.0,367.815,4677.21444389,2755.90713177
342.094610167,-370.586,4549.69134775,262,0.960697,155.224188332,368.272,69.5239,2908.78772903,4293.39093292,368.302081189,216.455,2908.78772903,262,368.301801749,3.74156460885,87.3041,0.0,368.272,4913.19193916,2908.78772903
357.857874173,-371.851,4353.06378563,263,0.960792,305.170555287,369.54,69.7093,3016.78833082,3610.32374735,369.564579927,173.318,3016.78833082,263,369.564577586,3.59570414978,87.4576,0.0,369.54,4681.47605487,3016.78833082
366.51222377,-370.952,4502.48149833,264,0.959478,205.674573868,368.812,69.7897,3085.23717828,4151.06747391,368.837050075,198.312,3085.23717828,264,368.836828268,3.73991306144,87.5767,0.0,368.812,4856.65250836,3085.23717828
386.589357719,-371.108,4855.51656333,265,0.970174,122.234080789,368.905,69.8953,2860.3384575,4603.85448185,368.929344767,180.162,2860.3384575,265,368.929268816,3.5603138252,87.768,0.0,368.905,5020.26952465,2860.3384575
339.850887191,-372.466,4177.63715976,266,0.955735,69.130230943,370.118,69.9627,3013.91003246,3998.21299301,370.138879683,192.422,3013.91003246,266,370.138764745,3.75556101699,87.8667,0.0,370.118,4273.80321552,3013.91003246
351.953862447,-373.046,4424.42087985,267,0.957691,123.27451659,370.821,70.1084,2534.9255041,4174.39173389,370.843758391,130.966,2534.9255041,267,370.843608145,3.3345956268,88.0403,0.0,370.821,4621.93333493,2534.9255041
308.46520825,-373.118,2281.63458117,268,0.97452,1616.65851691,370.808,70.2646,2925.86109681,-172.892601004,370.826235018,168.815,2925.86109681,268,370.826044964,3.59566364976,88.2567,0.0,370.808,4381.06061781,2925.86109681
357.43540537,-373.998,4525.35512134,269,0.970497,141.054073016,371.704,70.427,2981.02889112,4320.22451447,371.723644263,188.155,2981.02889112,269,371.723565075,3.64910656317,88.3797,0.0,371.704,4773.30493546,2981.02889112
348.989852564,-374.666,4402.05683602,270,0.972082,144.670251598,372.416,70.5572,2891.08093036,4190.34525464,372.445069741,153.201,2891.08093036,270,372.444921609,3.40030178792,88.4567,0.0,372.416,4622.16428761,2891.08093036
351.671528808,-374.818,4358.72048934,271,0.968777,311.389244445,372.643,70.6911,2748.17662982,3696.64449383,372.645057724,171.021,2748.17662982,271,372.644844899,3.50713931407,88.6415,0.0,372.643,4711.07052739,2748.17662982
332.048121442,-374.964,2097.79755078,272,0.956284,1311.85484752,372.642,70.7634,2754.00711782,61.6253990175,372.680775981,196.857,2754.00711782,272,372.680549245,3.69434454134,88.7719,0.0,372.642,4332.87759837,2754.00711782
340.983778626,-376.78,3825.23835111,273,0.964174,1623.90796011,374.462,70.8487,2684.93292748,-518.186634102,374.489544737,188.951,2684.93292748,273,374.489392619,3.69792705352,88.9752,0.0,374.462,4757.55281652,2684.93292748
330.298834218,-376.606,4195.92387698,274,0.95108,93.8509653769,374.34,70.9268,2887.15253395,4012.6430708,374.344546351,163.117,2887.15253395,274,374.344430099,3.48983492381,89.1451,0.0,374.34,4319.36786494,2887.15253395
291.822002378,-377.212,3600.65956429,275,0.962877,132.106916236,374.978,71.1033,3032.22136224,3386.7755277,374.981259347,188.926,3032.22136224,275,374.98108845,3.63726449225,89.283,0.0,374.978,3865.00965139,3032.22136224
370.255201357,-379.3,4526.801815,276,0.968566,277.234020166,377.001,71.1642,2616.97215246,4166.17583436,377.035545427,178.441,2616.97215246,276,377.035321227,3.60117668929,89.4324,0.0,377.001,4984.76233381,2616.97215246
355.271675999,-378.534,4052.18633375,277,0.960491,645.212538902,376.301,71.3472,2622.82656078,2139.07101133,376.338635015,218.534,2622.82656078,277,376.3385146,3.87152223659,89.58,0.0,376.301,4424.96881755,2622.82656078
321.333864955,-378.701,3667.48990315,278,0.969992,1007.52115695,376.408,71.519,3002.35648904,786.151248983,376.431269928,180.665,3002.35648904,278,376.431232582,3.58181807914,89.7264,0.0,376.408,4444.57736422,3002.35648904
335.185286487,-379.411,3876.14997604,279,0.971499,807.188000872,377.179,71.6423,2986.77354058,1518.6239005,377.193656118,141.177,2986.77354058,279,377.193366774,3.36512130105,89.8971,0.0,377.179,4334.33231847,2986.77354058
347.087927086,-379.393,4570.53558627,280,0.96,259.40164013,377.251,71.7649,3149.35475079,4134.05852097,377.269009067,177.857,3149.35475079,280,377.268674085,3.61577276744,90.0063,0.0,377.251,4969.04407375,3149.35475079
339.915839217,-380.611,4511.56421419,281,0.962486,141.905192581,378.291,71.8777,3117.58078844,4199.51417019,378.317810177,187.871,3117.58078844,281,378.317577319,3.71871734636,90.1976,0.0,378.291,4712.65725698,3117.58078844
377.73285045,-381.511,4789.94029932,282,0.951531,97.30182915,379.229,72.0063,3086.3073417,4624.7963599,379.250205396,134.061,3086.3073417,282,379.25013731,3.28014000443,90.2894,0.0,379.229,4933.35810809,3086.3073417
321.493923126,-382.39,4122.79763286,283,0.955058,264.940042332,380.127,72.1059,3064.64442335,3611.51171163,380.145366731,129.558,3064.64442335,283,380.145179689,3.1419770955,90.4232,0.0,380.127,4600.12022876,3064.64442335
368.223762376,-381.956,4421.59781875,284,0.969276,226.970074003,379.828,72.2362,2626.60993089,4118.05892487,379.845404745,182.33,2626.60993089,284,379.8452134,3.53240719142,90.5685,0.0,379.828,4888.75199828,2626.60993089
316.919786914,-382.939,3372.06612329,285,0.966374,1163.66255235,380.805,72.3615,3175.7466116,95.0534630038,380.82352223,201.127,3175.7466116,285,380.823380056,3.72572752324,90.764,0.0,380.805,3984.52808154,3175.7466116
381.937714345,-384.047,4483.98911537,286,0.960017,604.348108983,381.863,72.602,3057.88475306,2762.78887496,381.887180163,190.849,3057.88475306,286,381.887091381,3.581854198,90.8533,0.0,381.863,4980.81998005,3057.88475306
359.475436475,-383.341,4479.07882215,287,0.965099,151.070057779,380.996,72.6613,2979.39081594,4266.71913579,381.01275802,176.65,2979.39081594,287,381.012496387,3.41565870614,90.9651,0.0,380.996,4802.47951775,2979.39081594
348.847871418,-384.478,4352.58901369,288,0.964106,150.297679306,382.312,72.8078,2784.97662474,4071.9132007,382.332081033,173.275,2784.97662474,288,382.331848212,3.53629789333,91.1334,0.0,382.312,4566.48463683,2784.97662474
344.432585119,-385.534,4313.27138164,289,0.970234,113.927053035,383.232,72.8532,2867.58085355,4098.39922726,383.259681547,143.471,2867.58085355,289,383.259394226,3.33587464274,91.262,0.0,383.232,4470.76451765,2867.58085355
347.960470295,-384.819,4201.54152538,290,0.962494,199.005297074,382.45,72.9806,3064.00555661,3901.44381274,382.452207114,126.435,3064.00555661,290,382.452122416,3.14734807885,91.3252,0.0,382.45,4541.22179438,3064.00555661
357.679747542,-386.161,4333.87686497,291,0.964526,119.870552709,383.795,73.0413,3030.61211377,4086.3252835,383.813064473,167.689,3030.61211377,291,383.812944506,3.4007974723,91.4662,0.0,383.795,4468.46951186,3030.61211377
362.140045069,-385.868,4282.6582203,292,0.966433,555.380615313,383.574,73.1923,3014.62959216,2708.5669643,383.599014825,182.129,3014.62959216,292,383.598845973,3.57220616164,91.599,0.0,383.574,4658.61081461,3014.62959216
370.323515462,-386.957,4583.9369387,293,0.957256,132.549100438,384.649,73.2637,3196.26369435,4325.08875315,384.676173955,171.0,3196.26369435,293,384.676027656,3.45338922069,91.7119,0.0,384.649,4800.59659487,3196.26369435
302.039666141,-388.182,3204.37849919,294,0.966723,1128.28042278,385.921,73.4342,2957.6882109,657.785220962,385.937190329,164.722,2957.6882109,294,385.937022793,3.37646148682,91.7933,0.0,385.921,3998.72523032,2957.6882109
363.635999217,-388.983,4001.24835709,295,0.960829,1088.80667862,386.862,73.5461,2638.96862291,758.612796214,386.875382326,132.524,2638.96862291,295,386.875364375,3.18999911372,91.9433,0.0,386.862,4534.01023143,2638.96862291
322.132513209,-387.59,3495.8663043,296,0.964144,1760.64340772,385.47,73.7282,2611.63154672,-962.50187176,385.494661963,150.95,2611.63154672,296,385.494548579,3.41113339979,92.124,0.0,385.47,4640.49755814,2611.63154672
365.552349198,-388.722,4577.8701318,297,0.963926,41.4723470064,386.625,73.8356,3008.83255031,4514.58634039,386.625083116,190.444,3008.83255031,297,386.624742703,3.5001011805,92.3115,0.0,386.625,4638.75426528,3008.83255031
388.082871943,-389.991,4754.86840321,298,0.968081,49.0906690687,387.622,74.009,3128.0963692,4656.65173832,387.656843375,212.551,3128.0963692,298,387.656729139,3.78191773396,92.4266,0.0,387.622,4847.46738117,3128.0963692
368.794862235,-391.284,3219.51209506,299,0.940617,1687.32822465,389.05,74.144,3038.34299835,442.010841366,389.074982192,137.143,3038.34299835,299,389.07492805,3.2581001547,92.499,0.0,389.05,4965.68040997,3038.34299835
368.871903897,-390.214,4542.19615219,300,0.965839,84.0224113715,388.119,74.2662,3014.68461225,4450.91609326,388.138557173,134.313,3014.68461225,300,388.138346123,3.249058508,92.6482,0.0,388.119,4681.67967102,3014.68461225
360.157805902,-390.756,4478.60821985,301,0.970989,120.840011626,388.584,74.427,2833.92662289,4249.69657007,388.602676677,258.778,2833.92662289,301,388.602581864,3.99418435518,92.8629,0.0,388.584,4710.81755213,2833.92662289
325.98915855,-391.36,3847.38970933,302,0.952801,617.838778722,389.212,74.5104,2621.49927943,2122.94420165,389.239499805,158.461,2621.49927943,302,389.2393624,3.44339298024,92.9648,0.0,389.212,4378.77936732,2621.49927943
342.16245401,-390.832,4379.10360996,303,0.962238,188.440425507,388.645,74.6463,2886.96095636,4178.20018377,388.661207342,176.318,2886.96095636,303,388.66105821,3.49663021974,93.1285,0.0,388.645,4804.97680316,2886.96095636
341.248428402,-391.276,3962.22344034,304,0.969348,1168.61120951,389.046,74.7731,3272.18809815,472.102049146,389.073159753,160.15,3272.18809815,304,389.072995576,3.43383638027,93.229,0.0,389.046,4532.1660758,3272.18809815
339.2432277,-393.159,3810.07026913,305,0.963511,729.36826556,390.807,74.8747,3015.29271827,1706.68469579,390.828151588,214.011,3015.29271827,305,390.828100666,3.7606975972,93.3899,0.0,390.807,4409.07439145,3015.29271827
363.905028446,-393.484,4475.50619046,306,0.973208,121.687991244,391.246,75.005,2943.63546593,4301.60403806,391.276934277,195.87,2943.63546593,306,391.276867194,3.6005421555,93.4719,0.0,391.246,4681.8017215,2943.63546593
377.550985994,-392.504,4723.60651826,307,0.960254,94.934400093,390.435,75.1501,2977.63500355,4481.75999365,390.434185161,217.711,2977.63500355,307,390.434081648,3.63796167988,93.6219,0.0,390.435,4805.86613339,2977.63500355
391.171398505,-394.428,4913.04605087,308,0.962681,97.744776738,392.174,75.2516,3064.19543714,4753.14393645,392.202142603,141.455,3064.19543714,308,392.202021034,3.27309397554,93.7647,0.0,392.174,5074.53522473,3064.19543714
330.078824374,-394.052,4149.69922298,309,0.975921,121.481433392,391.892,75.3295,3185.57292307,3964.62789274,391.926122193,205.581,3185.57292307,309,391.925968267,3.6134694119,93.917,0.0,391.892,4371.04574567,3185.57292307
394.884952257,-393.718,4931.4479791,310,0.977129,95.8778366915,391.48,75.3987,3045.47306433,4777.93521865,391.48737273,171.405,3045.47306433,310,391.487319719,3.31506094387,94.0342,0.0,391.48,5063.28728504,3045.47306433
325.3360173,-395.047,3711.04675928,311,0.953727,1086.73065933,392.93,75.4815,3081.55525078,464.188386038,392.939061215,94.0783,3081.55525078,311,392.938998509,2.95171567711,94.1489,0.0,392.93,4200.9352015,3081.55525078
342.111895901,-394.581,4039.33828063,312,0.964664,1027.54945181,392.468,75.6873,2965.65357413,963.991786868,392.493917769,218.908,2965.65357413,312,392.493639883,3.80834809747,94.2987,0.0,392.465,4544.20823415,2965.65357413
400.314147445,-395.004,5073.92320803,313,0.956193,83.8105448285,392.87,75.7306,2695.70731778,4918.4172914,392.89436543,262.375,2695.70731778,313,392.894305124,3.8655265508,94.3972,0.0,392.87,5201.71416363,2695.70731778
392.369805031,-396.029,4800.97358282,314,0.971037,66.1055761785,393.811,75.8736,3076.70286356,4670.35349674,393.819743747,150.644,3076.70286356,314,393.819538607,3.21813656894,94.5176,0.0,393.811,4907.468577,3076.70286356
397.8305779,-396.342,4996.8792162,315,0.978852,77.730228833,394.043,76.0156,2927.35563146,4881.54002961,394.069782203,187.236,2927.35563146,315,394.069584472,3.49379613838,94.5996,0.0,394.043,5109.08841553,2927.35563146
380.427981479,-397.445,4888.56579384,316,0.976376,70.2647048364,395.099,76.0918,2944.55397055,4804.75836608,395.109134777,165.57,2944.55397055,316,395.109049231,3.41768456423,94.6941,0.0,395.099,5056.61464802,2944.55397055
367.3142231,-396.437,4885.98106623,317,0.973893,100.238473935,394.324,76.1647,2938.55132923,4676.72338623,394.351333156,191.858,2938.55132923,317,394.351235439,3.53271519773,94.9311,0.0,394.324,4992.78270723,2938.55132923
361.25714316,-396.739,4528.2461675,318,0.962408,199.623298689,394.551,76.2797,3123.61182711,4180.94135775,394.577125715,208.182,3123.61182711,318,394.576950132,3.58113851057,95.0409,0.0,394.551,4957.52128322,3123.61182711
344.925969506,-397.787,4358.23706064,319,0.968107,111.25964084,395.538,76.4591,3033.42822606,4182.81391322,395.549576802,201.113,3033.42822606,319,395.549478527,3.44247437193,95.136,0.0,395.538,4593.68495718,3033.42822606
363.685177434,-398.255,3516.92516183,320,0.970909,1473.24580012,396.175,76.5435,2979.27834516,704.554930434,396.194566305,225.061,2979.27834516,320,396.194380968,3.66173470257,95.287,0.0,396.175,4675.54726955,2979.27834516
379.335042198,-396.667,4711.41584335,321,0.974774,79.7764944732,394.653,76.6998,3223.00111113,4567.8556609,394.673997714,212.911,3223.00111113,321,394.67387289,3.5466727996,95.4923,0.0,394.653,4852.07491116,3223.00111113
281.599633792,-397.626,3486.18663775,322,0.975497,332.702071763,395.39,76.859,3188.88101031,2707.28371742,395.405552013,212.933,3188.88101031,322,395.405402695,3.63458803774,95.5857,0.0,395.39,3903.65685027,3188.88101031
343.517135385,-397.779,3880.84370445,323,0.971424,1042.89440909,395.596,77.0151,2754.22475563,769.008794351,395.597444907,231.858,2754.22475563,323,395.597316784,3.68977925012,95.7968,0.0,395.596,4469.4765795,2754.22475563
281.540663513,-398.264,3546.66098232,324,0.980286,584.52956843,396.053,77.1719,3054.17566857,1932.59556446,396.089849171,183.03,3054.17566857,324,396.089770867,3.46098474532,95.906,0.0,396.053,4111.14255165,3054.17566857
362.159723663,-398.508,4402.33631567,325,0.972884,92.9275486549,396.287,77.2181,2783.20690501,4239.20128642,396.295859285,187.758,2783.20690501,325,396.295670984,3.50022462452,96.0943,0.0,396.287,4530.64655196,2783.20690501
327.064335062,-399.86,4216.11466869,326,0.971904,205.729214059,397.601,77.4134,2990.97130547,3760.04909342,397.630473128,230.383,2990.97130547,326,397.630265319,3.69090696914,96.2923,0.0,397.601,4475.0001941,2990.97130547
370.245169741,-399.669,4621.42257014,327,0.970178,80.0619735124,397.354,77.6077,2995.95194714,4477.11705089,397.373223038,179.383,2995.95194714,327,397.373155623,3.40178095725,96.4348,0.0,397.354,4751.87312512,2995.95194714
282.325140396,-399.754,3644.62614387,328,0.971334,166.869026384,397.627,77.7011,2969.93684996,3331.05367659,397.644644819,222.821,2969.93684996,328,397.644550836,3.63012658405,96.5674,0.0,397.627,3967.08516094,2969.93684996
381.184660286,-401.056,4752.90437178,329,0.978023,91.3545705143,398.999,77.8319,2601.05383038,4543.80473872,399.01356519,153.745,2601.05383038,329,399.013421753,3.18998354376,96.5919,0.0,398.999,4861.63021813,2601.05383038
373.467743361,-401.132,4653.95099006,330,0.973098,107.834354749,399.057,78.0079,3020.80057461,4515.94199935,399.087130989,237.831,3020.80057461,330,399.087035636,3.6110831897,96.7405,0.0,399.057,4873.43831049,3020.80057461
294.81191999,-400.622,2865.92624154,331,0.976717,1413.50713029,398.634,78.1417,2874.76110865,332.855668341,398.651356892,168.645,2874.76110865,331,398.651261803,3.2926030634,96.8226,0.0,398.634,4210.77730286,2874.76110865
246.677099694,-401.42,1415.88801734,332,0.986376,1569.77200016,399.38,78.1748,2769.45063395,-469.830555654,399.395502918,226.545,2769.45063395,332,399.395220029,3.72659533478,96.9829,0.0,399.38,4376.95702584,2769.45063395
333.536190837,-401.061,4207.98877103,333,0.970726,198.463641097,398.991,78.3761,2713.94088776,3832.16818158,398.995140007,138.561,2713.94088776,333,398.994955157,3.22151860918,97.1377,0.0,398.991,4401.62114923,2713.94088776
363.820932496,-401.842,4813.60227119,334,0.961594,81.3271682754,399.679,78.4727,2710.79802728,4697.28323383,399.699733729,150.547,2710.79802728,334,399.699605181,3.2941033823,97.2472,0.0,399.679,4932.15733628,2710.79802728
348.63420977,-401.915,4714.01205443,335,0.958862,232.566012799,399.905,78.5945,3110.05052881,4354.07597872,399.923240494,157.487,3110.05052881,335,399.923144261,3.26989863149,97.3393,0.0,399.905,5128.06452142,3110.05052881
272.745696305,-401.366,3521.17120896,336,0.973057,887.649432072,399.257,78.6997,2998.63939697,996.320164815,399.272740005,138.507,2998.63939697,336,399.272684597,3.19039443826,97.4529,0.0,399.257,4490.63040033,2998.63939697
380.002792779,-401.749,4702.88864223,337,0.969657,73.5061838127,399.606,78.7638,2419.67055343,4564.81074309,399.624396106,230.876,2419.67055343,337,399.62433256,3.82558565647,97.5739,0.0,399.606,4815.04902661,2419.67055343
388.733970535,-403.121,4766.03728353,338,0.973038,70.7167501875,400.874,78.8816,3016.01870207,4684.92944781,400.898182352,244.296,3016.01870207,338,400.897986537,3.73713179918,97.7005,0.0,400.874,4927.89334914,3016.01870207
356.287659803,-403.66,4678.51624386,339,0.97715,202.603662462,401.351,79.0191,2962.27117304,4250.40036767,401.376982135,216.841,2962.27117304,339,401.376892931,3.52411831266,97.7884,0.0,401.351,5011.5511326,2962.27117304
312.452556884,-404.442,3803.75993611,340,0.980678,309.357358007,402.134,79.0469,3071.58994592,3243.99903923,402.122184893,240.658,3071.58994592,340,402.122031688,3.59855923615,97.9163,0.0,402.134,4314.3666299,3071.58994592
353.132882092,-403.345,4542.00030877,341,0.965708,138.277176011,401.058,79.1691,3086.55826861,4295.05651444,401.107475629,217.795,3086.55826861,341,401.107273116,3.56188848698,98.0218,0.0,401.058,4788.17182728,3086.55826861
336.885420133,-404.698,4700.96669674,342,0.974574,144.924005989,402.366,79.3254,2787.57111371,4460.86443289,402.377936911,252.37,2787.57111371,342,402.377811472,3.72830220669,98.184,0.0,402.366,4868.9314885,2787.57111371
368.498524046,-403.924,4501.2167419,343,0.975387,233.119987408,401.674,79.4338,2943.92363517,4017.44491535,401.675463254,154.902,2943.92363517,343,401.675298531,3.2356792087,98.3235,0.0,401.674,4740.33224448,2943.92363517
280.433216296,-405.275,3682.39175598,344,0.970405,205.322768712,403.015,79.5963,2829.20278649,3340.15070561,403.055775513,255.866,2829.20278649,344,403.055565683,3.81902687199,98.5052,0.0,403.015,4091.41712015,2829.20278649
339.815553026,-404.965,4148.91536956,345,0.974542,305.913631352,402.732,79.6725,2882.42481938,3522.81420207,402.750479253,213.27,2882.42481938,345,402.750265859,3.52139906864,98.6081,0.0,402.732,4596.91629085,2882.42481938
390.132595732,-406.654,4761.64717515,346,0.963309,94.6395606517,404.54,79.7921,2785.65571795,4628.20144739,404.560415637,264.706,2785.65571795,346,404.560301157,3.78512173077,98.6953,0.0,404.54,4954.03326033,2785.65571795
346.771455282,-406.362,4098.5570665,347,0.963109,1366.95701434,404.098,79.8829,3049.25108276,3.58882882639,404.122799559,174.777,3049.25108276,347,404.122766324,3.32980216421,98.8293,0.0,404.098,4696.58140076,3049.25108276
366.405588194,-407.044,4662.70424563,348,0.971282,108.737511741,404.789,80.0159,3188.46168005,4436.40348578,404.791646824,201.857,3188.46168005,348,404.791571199,3.47336379605,98.9677,0.0,404.789,4805.99917306,3188.46168005
282.324577437,-406.63,3546.89384388,349,0.973665,183.469562261,404.345,80.106,3144.00309036,3229.90681281,404.372639362,215.757,3144.00309036,349,404.372526687,3.56501276483,99.1052,0.0,404.345,3805.04325216,3144.00309036
329.91229922,-407.537,3701.43868782,350,0.976668,253.195863786,405.227,80.1797,2817.4876444,3279.94392247,405.239907275,200.35,2817.4876444,350,405.239866334,3.41910551553,99.2203,0.0,405.227,4013.73486309,2817.4876444
316.90750658,-407.784,3546.39914157,351,0.967466,1059.58567838,405.718,80.3058,2938.7307095,458.334284233,405.758502069,176.334,2938.7307095,351,405.758382646,3.38074126806,99.3659,0.0,405.718,4298.28598163,2938.7307095
335.254656144,-407.036,3863.9055298,352,0.979087,1243.3256608,404.99,80.3762,2084.1082371,147.130005613,404.99608999,186.866,2084.1082371,352,404.995921535,3.43145371987,99.5192,0.0,404.99,4489.42483071,2084.1082371
378.477834517,-407.107,4646.87800602,353,0.975668,80.0280740836,404.996,80.4374,3003.70251419,4430.29853761,405.010213373,184.731,3003.70251419,353,405.010035316,3.33532479549,99.6762,0.0,404.996,4755.9396917,3003.70251419
361.582241106,-407.499,4531.28895557,354,0.977905,96.2475009646,405.46,80.5014,2993.1124523,4380.55011442,405.472454242,193.292,2993.1124523,354,405.472359731,3.3932304852,99.8036,0.0,405.46,4662.00484786,2993.1124523
349.513211588,-406.382,4284.09603499,355,0.980362,202.377944507,404.2,80.6357,2335.7126206,3773.84880849,404.231793294,200.017,2335.7126206,355,404.231555751,3.44781243982,99.9713,0.0,404.2,4538.48602863,2335.7126206
323.156692199,-407.707,3417.20730208,356,0.982734,1598.01378236,405.561,80.7768,2984.79152716,-451.830086873,405.582761607,234.063,2984.79152716,356,405.582531032,3.72283173931,100.109,0.0,405.561,4629.09789635,2984.79152716
