AverageReturn,PolicyRegParamNorm,MaxReturn,AverageAbsQYDiff,Iteration,AverageQLoss,AverageY,QFunRegParamNorm,AverageEsReturn,StdEsReturn,MinReturn,AverageDiscountedReturn,AveragePolicySurr,AverageQ,Epoch,MaxEsReturn,MinEsReturn,AverageAction,StdReturn,AverageAbsY,AverageAbsQ
-590.386445198,18.9808,-589.387903955,0.0590204412115,19,0.0084041,1.59432740573,12.8827,-418.004312643,0.0,-590.998912153,-58.2139689892,-1.63327,1.59397,19,-418.004312643,-418.004312643,0.999038,0.534129963706,1.59442332507,1.59397
-327.350052434,19.222,-227.725325942,0.0569743980798,20,0.00754061,1.57872267834,13.3034,-329.059752609,0.0,-469.837134198,-24.4490874452,-1.61428,1.57831,20,-329.059752609,-329.059752609,0.96394,78.7799474179,1.57880873568,1.57831
-346.852514054,19.4034,-310.203936598,0.0591528181098,21,0.00790305,1.56241277078,13.7616,-338.521131232,0.0,-386.305078342,-32.999531463,-1.61539,1.56202,21,-338.521131232,-338.521131232,0.971061,26.1599673215,1.56247212216,1.56202
-383.082497037,19.6353,-300.536552479,0.0599971271691,22,0.0079832,1.57441615499,14.2405,-178.585161908,0.0,-486.796215329,-23.6566468795,-1.63475,1.57398,22,-178.585161908,-178.585161908,0.961397,52.4580679532,1.5744945054,1.57398
-540.03611944,19.907,-489.268002317,0.0616962596755,23,0.00952526,1.5817407601,14.8044,64.6209083042,0.0,-594.219725657,-76.718563474,-1.63102,1.58134,23,64.6209083042,64.6209083042,0.941725,34.2819778005,1.58182411373,1.58134
-131.892403444,19.9688,-70.9444721537,0.0602719672268,24,0.00811074,1.57688652916,15.3129,-381.559930625,0.0,-185.054416292,-11.7555299231,-1.63258,1.57648,24,-381.559930625,-381.559930625,0.871737,32.8298932081,1.57699231826,1.57648
25.0518456915,20.1623,282.456472292,0.0609812983339,25,0.00861772,1.57127448514,15.9072,-288.867096769,0.0,-97.4807778458,23.2472671154,-1.62672,1.57092,25,-288.867096769,-288.867096769,0.765775,117.91293622,1.57137391882,1.57092
-276.184329376,20.5172,-10.5199199863,0.0609181938486,26,0.00861938,1.57159892992,16.4679,-141.8549915,0.0,-372.775098523,-0.618977672483,-1.62909,1.57127,26,-141.8549915,-141.8549915,0.605788,99.2998299166,1.57169981333,1.57127
495.147951843,20.9134,542.895060995,0.0605254792421,27,0.0082045,1.57901701446,16.9703,-133.064078701,0.0,448.214466377,37.1983735894,-1.63927,1.57875,27,-133.064078701,-133.064078701,0.619968,32.7192799407,1.57908479025,1.57875
579.679974054,21.2819,804.195014329,0.0631088441258,28,0.00956744,1.60251559989,17.5082,-161.258586313,0.0,210.667682472,62.7399184779,-1.66547,1.60214,28,-161.258586313,-161.258586313,0.617587,209.472673216,1.60257424187,1.60214
-110.750652162,21.7153,515.808991573,0.062773696811,29,0.00868705,1.62448619851,18.0373,147.764188034,0.0,-415.918960902,36.4669348566,-1.6894,1.62418,29,147.764188034,147.764188034,0.690698,309.9513207,1.6245600687,1.62419
-30.1639936319,22.2487,613.152433152,0.0640585506208,30,0.00877155,1.63659025478,18.5394,-15.7595010708,0.0,-345.170095078,29.4867254322,-1.70462,1.63628,30,-15.7595010708,-15.7595010708,0.675098,301.635903257,1.63664680331,1.63629
-24.7794100559,22.6814,189.471884698,0.0659184125077,31,0.00998957,1.65540003453,19.0709,-47.8816623557,0.0,-1089.88455251,-6.85104712528,-1.72151,1.65502,31,-47.8816623557,-47.8816623557,0.637161,360.379954089,1.65549229359,1.65502
79.3287901664,23.0823,162.812672478,0.0667403217298,32,0.00984487,1.69760683877,19.5714,67.7400790423,0.0,-171.654954804,32.2052056797,-1.77164,1.69723,32,67.7400790423,67.7400790423,0.568357,89.0616221083,1.69769051236,1.69727
177.852304236,23.5593,533.119900538,0.06981459284,33,0.011014,1.73835060407,20.1325,299.570166069,0.0,-62.7571353822,52.7736175559,-1.81311,1.73802,33,299.570166069,299.570166069,0.687876,187.211963244,1.73842796101,1.73804
1003.68842333,24.0556,1626.28490202,0.0705636305382,34,0.0108521,1.77020301739,20.6239,-58.1053246895,0.0,273.095850753,125.244670304,-1.84434,1.76974,34,-58.1053246895,-58.1053246895,0.75872,460.687896992,1.77027383548,1.76974
760.477779257,24.5031,1359.23903737,0.0700683097635,35,0.0104677,1.79338774682,21.0548,51.4228885931,0.0,140.674778422,109.570460783,-1.86676,1.79311,35,51.4228885931,51.4228885931,0.727377,423.712354383,1.79342746621,1.79311
745.092347444,24.9532,1381.22745458,0.0743362524702,36,0.0130429,1.82559242945,21.621,260.376204101,0.0,129.962837202,103.706293263,-1.89771,1.82503,36,260.376204101,260.376204101,0.728072,361.268621412,1.82568500683,1.82503
487.456718109,25.3305,1619.59619506,0.0740240371997,37,0.0126297,1.86901730898,22.0099,155.811838847,0.0,174.980772971,108.356622976,-1.94601,1.86861,37,155.811838847,155.811838847,0.731483,462.070095056,1.86912528877,1.86864
325.739598972,25.7188,989.474938125,0.0756605991209,38,0.0133418,1.90937748366,22.4805,178.535358504,0.0,98.2497794389,81.2862645194,-1.98484,1.90896,38,178.535358504,178.535358504,0.694434,280.34426392,1.90946001695,1.90896
777.37793439,26.1036,1475.4906076,0.0750347263303,39,0.0120884,1.93984587939,22.8386,472.643856755,0.0,111.505280779,101.464434065,-2.01842,1.93946,39,472.643856755,472.643856755,0.7664,447.611854954,1.93991125781,1.93951
372.608222948,26.5565,1557.95286752,0.0789164054252,40,0.013919,2.0121973689,23.3158,240.689416469,0.0,71.983710222,103.341761342,-2.09727,2.01153,40,240.689416469,240.689416469,0.770051,426.483946268,2.01226889507,2.01153
1677.77918867,26.9203,2047.19265753,0.0804857430152,41,0.0150585,2.06041259868,23.7377,644.239864882,0.0,586.879239455,158.687242649,-2.15068,2.05987,41,644.239864882,644.239864882,0.811518,419.156937422,2.06049706333,2.05987
914.631612741,27.3833,1099.94650689,0.0831370592323,42,0.0149881,2.14939510675,24.1343,338.871599685,0.0,681.932406004,106.871394582,-2.2453,2.14878,42,338.871599685,338.871599685,0.769414,143.196657721,2.14943688186,2.14878
1642.40083675,27.8454,2169.57914405,0.0871043184927,43,0.0179207,2.22705784797,24.6072,1340.91290197,0.0,649.56655614,158.37075213,-2.33146,2.22656,43,1340.91290197,1340.91290197,0.874932,520.299838897,2.22713643036,2.22656
579.143190872,28.2491,1037.07133693,0.0880660935818,44,0.0169908,2.29179116667,25.0301,412.242397398,0.0,459.958042085,88.0095798657,-2.39514,2.29108,44,412.242397398,412.242397398,0.830579,162.754188378,2.29183143199,2.29108
756.713661641,28.6346,1187.22838606,0.0930934203158,45,0.0205605,2.37910456856,25.4903,441.880669157,0.0,203.046345859,121.59313839,-2.48822,2.37831,45,441.880669157,441.880669157,0.880497,277.245290485,2.37918552205,2.37831
1683.98135122,28.9766,2232.45620554,0.0953973835152,46,0.0220441,2.46690340213,25.8993,912.467411416,0.0,660.184176409,182.26526644,-2.58061,2.46622,46,912.467411416,912.467411416,0.907105,585.569025179,2.46698339741,2.46622
912.850174412,29.3893,1435.56228659,0.0987949848225,47,0.0234496,2.61126087216,26.3104,1011.28313757,0.0,70.0092383296,168.169051632,-2.73359,2.61038,47,1011.28313757,1011.28313757,0.853906,414.276108259,2.61137419553,2.61038
902.930704814,29.7958,1353.17406752,0.101365004303,48,0.0230866,2.73327566487,26.6859,1438.13083237,0.0,447.554797668,156.262473091,-2.85296,2.73255,48,1438.13083237,1438.13083237,0.908922,310.159955195,2.73333047325,2.73255
852.958096949,30.1531,1911.78408459,0.103334744969,49,0.0241539,2.82698372123,27.0404,882.017221745,0.0,-874.506183352,151.36919741,-2.94907,2.82597,49,882.017221745,882.017221745,0.894125,731.211194569,2.82706210932,2.82597
593.150187769,30.4706,950.569333361,0.104772360808,50,0.0244732,2.91269465468,27.42,430.320492644,0.0,429.488487377,121.543729415,-3.04027,2.91204,50,430.320492644,430.320492644,0.931762,164.431829798,2.91275952276,2.91204
1262.49834957,30.818,2389.3321922,0.116095784551,51,0.0324377,3.04171290611,27.8618,1355.23962409,0.0,452.317977509,149.363325771,-3.16868,3.04056,51,1355.23962409,1355.23962409,0.88347,679.512669573,3.04176429832,3.04056
1131.41369557,31.0917,2580.36255826,0.117182433325,52,0.0343952,3.14541129268,28.3369,240.033716573,0.0,87.8699219864,175.125003746,-3.27239,3.14451,52,240.033716573,240.033716573,0.912164,950.450983935,3.14553648097,3.14451
2240.55367284,31.3809,2786.13947453,0.115727817919,53,0.0333925,3.32998515165,28.674,1631.51821742,0.0,351.715237881,214.23602137,-3.46081,3.32886,53,1631.51821742,1631.51821742,0.892867,929.460128103,3.33004197404,3.32886
1946.07471874,31.7207,2271.196384,0.116713611859,54,0.0327454,3.52583032565,29.0291,1824.47222476,0.0,887.154254855,184.774461772,-3.66725,3.52501,54,1824.47222476,1824.47222476,0.904144,494.218482151,3.5258951378,3.52501
1185.71768275,32.0523,2494.59785493,0.122284338248,55,0.039946,3.66460019877,29.398,1563.53993684,0.0,9.07489581414,190.238077115,-3.80171,3.66329,55,1563.53993684,1563.53993684,0.941149,812.197402289,3.6646601431,3.66329
1433.88284141,32.3876,2638.44496762,0.12123886391,56,0.0404493,3.79323051201,29.7378,752.791661402,0.0,-205.63668903,187.561073307,-3.93827,3.79218,56,752.791661402,752.791661402,0.928056,1006.08098938,3.7932874064,3.79218
761.950599192,32.7283,2288.65447857,0.122549889844,57,0.0371546,3.92779130541,30.0464,945.390796201,0.0,242.576699674,157.869943863,-4.07079,3.92658,57,945.390796201,945.390796201,0.931471,556.69606112,3.92786228517,3.92659
1290.04209381,33.0407,3116.16517938,0.123473376084,58,0.0403741,4.09714013859,30.3955,1026.44485128,0.0,345.64553129,205.429653175,-4.23714,4.09597,58,1026.44485128,1026.44485128,0.917044,823.464277438,4.0971932047,4.09597
1906.13492553,33.3332,3256.359342,0.124831357908,59,0.0406578,4.20051533966,30.759,2183.58221244,0.0,-97.0142519487,229.953382863,-4.34023,4.1994,59,2183.58221244,2183.58221244,0.936307,1103.95890121,4.20057159045,4.1994
300.45219782,33.5719,1256.52659753,0.127603187611,60,0.0445914,4.32951213761,31.1067,572.917128144,0.0,-597.119905168,137.258229651,-4.46751,4.32868,60,572.917128144,572.917128144,0.946506,557.944727133,4.32956271698,4.32868
1511.75593555,33.8791,3567.20839565,0.131115705753,61,0.0515626,4.42863362733,31.4443,498.319524115,0.0,249.400561358,227.429352696,-4.56497,4.42739,61,498.319524115,498.319524115,0.921892,1019.38724893,4.42869200886,4.42739
2642.51435817,34.2469,3261.97971099,0.129248470408,62,0.0441235,4.56238252552,31.7569,963.80683134,0.0,469.313185385,243.889359595,-4.70762,4.5614,62,963.80683134,963.80683134,0.938381,1071.65712404,4.56242801296,4.5614
1611.29750957,34.6212,3057.35834527,0.133334974026,63,0.0523883,4.71182470653,32.1216,1117.20752257,0.0,824.548346228,253.206580137,-4.85563,4.71051,63,1117.20752257,1117.20752257,0.934512,814.454646364,4.71190222094,4.71051
714.124690921,34.8588,1386.36931923,0.137439318535,64,0.0543684,4.88032587102,32.4928,1792.5079308,0.0,477.847407141,198.238423363,-5.02441,4.87935,64,1792.5079308,1792.5079308,0.95176,249.696889296,4.88038474901,4.87935
1232.12996862,35.1056,3487.67546562,0.136653693093,65,0.0511599,4.99286258623,32.7917,1575.25090488,0.0,614.516679366,178.262933459,-5.13353,4.99184,65,1575.25090488,1575.25090488,0.906549,799.037461192,4.99289849551,4.99184
2154.73181484,35.4109,3077.55293636,0.139278717745,66,0.0552582,5.12332929957,33.1525,574.772147487,0.0,1084.40696147,235.980760358,-5.26425,5.12188,66,574.772147487,574.772147487,0.935822,712.24664348,5.12339436877,5.12188
950.999099916,35.6537,2621.22351824,0.144839735158,67,0.0653469,5.31570678727,33.5693,1970.77700857,0.0,199.739860521,211.318605005,-5.45391,5.31416,67,1970.77700857,1970.77700857,0.936688,644.328111766,5.31577893835,5.31416
2861.0128134,35.9476,3045.85041404,0.144380995867,68,0.0584872,5.52955049568,33.8124,2318.81696368,0.0,2655.76091584,233.09444102,-5.67494,5.52855,68,2318.81696368,2318.81696368,0.928882,113.842484008,5.52957615549,5.52855
3007.18949285,36.237,3259.42995738,0.148947651794,69,0.0661041,5.75503448289,34.1105,2363.57726233,0.0,2101.4414776,246.186589534,-5.89882,5.75386,69,2363.57726233,2363.57726233,0.949382,319.096301848,5.75514454536,5.75386
1054.04637992,36.5617,3082.1349068,0.148912302827,70,0.0648159,5.90863887882,34.4117,2239.13423909,0.0,119.506311775,181.221317303,-6.0545,5.90731,70,2239.13423909,2239.13423909,0.952814,864.84072142,5.90870196105,5.90731
2045.68094516,36.8264,3294.57025226,0.153308181492,71,0.076499,6.04897804833,34.7138,1710.07042449,0.0,486.261352466,225.240858131,-6.19328,6.04758,71,1710.07042449,1710.07042449,0.947701,940.563755012,6.04903499749,6.04758
1248.68213221,37.1088,2041.39945135,0.152840220315,72,0.072168,6.16548629582,35.0481,669.943937885,0.0,689.168361146,219.196240767,-6.31104,6.16398,72,669.943937885,669.943937885,0.947767,400.969962716,6.16556057258,6.16398
1611.18736719,37.3558,2635.09647199,0.155604260219,73,0.0789431,6.33324390272,35.314,523.125329541,0.0,958.582534217,236.682300654,-6.47974,6.3322,73,523.125329541,523.125329541,0.93265,558.977608927,6.33330622574,6.3322
2260.64347601,37.6366,3505.63404896,0.158399789775,74,0.0743976,6.49222147751,35.6749,2262.62922563,0.0,172.359180773,242.227846943,-6.64053,6.49075,74,2262.62922563,2262.62922563,0.955654,1099.40024327,6.49226866491,6.49075
3101.83238343,37.8545,3639.03639526,0.161306538386,75,0.0876328,6.63850098425,35.9223,1122.96207488,0.0,952.583448813,283.22446958,-6.7933,6.63755,75,1122.96207488,1122.96207488,0.952268,761.460768898,6.63853762648,6.63755
2179.79455958,38.0702,2877.63656029,0.161841443623,76,0.0845008,6.82493498763,36.2041,1900.88638294,0.0,866.267414933,234.416404085,-6.97772,6.82328,76,1900.88638294,1900.88638294,0.948634,787.641077128,6.82498652324,6.82328
1951.09430055,38.3604,3680.01163132,0.166984102306,77,0.0852901,7.00666756131,36.5008,2020.28564876,0.0,773.450143542,254.489993683,-7.16188,7.00533,77,2020.28564876,2020.28564876,0.937608,969.721274362,7.00673130053,7.00537
1092.7065798,38.6496,1740.53723296,0.174494157308,78,0.104843,7.15128786056,36.848,2001.11462024,0.0,604.429422012,212.142468811,-7.30032,7.14974,78,2001.11462024,2001.11462024,0.926216,280.980099158,7.15135759994,7.14982
3006.54508293,38.934,3227.18764204,0.174815947374,79,0.113054,7.31658734045,37.2034,652.21488146,0.0,2536.27527089,242.869699553,-7.46936,7.31497,79,652.21488146,652.21488146,0.961055,229.115536211,7.31663192818,7.31497
1077.40147335,39.1896,1852.45255623,0.175745409366,80,0.109471,7.38649010787,37.5607,1461.36013279,0.0,582.163893109,177.516768211,-7.53396,7.38523,80,1461.36013279,1461.36013279,0.928538,409.209717765,7.38656762666,7.38523
1749.76929334,39.4718,3246.32181354,0.178203803716,81,0.104425,7.64097330352,37.8401,2023.19096244,0.0,903.063485655,228.132235881,-7.79055,7.63916,81,2023.19096244,2023.19096244,0.943133,808.958558487,7.64102846481,7.63916
1693.49521814,39.7117,3317.00293573,0.185105855772,82,0.121739,7.80161832437,38.0887,1213.18287545,0.0,731.183684839,232.381886055,-7.96309,7.80049,82,1213.18287545,1213.18287545,0.934377,903.276180008,7.80165595002,7.80049
3191.66983514,39.965,3424.61736844,0.187435023188,83,0.128391,7.94074245541,38.4305,1296.81467014,0.0,2783.03801753,254.143210986,-8.09345,7.93906,83,1296.81467014,1296.81467014,0.947698,164.092098872,7.94082818373,7.93906
1543.80687497,40.2369,3843.6928102,0.17985702113,84,0.101037,8.06440083869,38.7031,1388.15356927,0.0,706.767443789,227.077312115,-8.2226,8.06277,84,1388.15356927,1388.15356927,0.923771,1077.88706213,8.06444122513,8.06277
1453.57564972,40.4582,3147.17675721,0.183461066419,85,0.122734,8.24394506579,38.9448,2286.43530737,0.0,605.346744082,206.581787511,-8.40482,8.24248,85,2286.43530737,2286.43530737,0.937156,897.891309512,8.24397079918,8.24248
2816.49277911,40.6928,3276.0734083,0.195337089474,86,0.148039,8.49917184463,39.2621,2265.91503357,0.0,1022.96607531,242.418797975,-8.67016,8.49763,86,2265.91503357,2265.91503357,0.965082,611.598797836,8.49921759624,8.49763
2675.47512088,41.0087,3710.21046034,0.19501383848,87,0.133849,8.68022725927,39.5878,2590.3916765,0.0,808.908820311,285.331309058,-8.84487,8.67881,87,2590.3916765,2590.3916765,0.959675,1084.75965525,8.68025027899,8.67881
2930.34594437,41.2456,3802.22019941,0.190456350668,88,0.118882,8.90214849259,39.8025,1974.52971975,0.0,1059.42804703,292.389202751,-9.07519,8.90076,88,1974.52971975,1974.52971975,0.952824,987.830084989,8.90220675452,8.90076
2666.50344486,41.5598,3373.05979378,0.200857232084,89,0.149434,9.07162795413,40.1346,866.9718333,0.0,548.126005088,252.390428992,-9.243,9.06997,89,866.9718333,866.9718333,0.961587,978.869965362,9.07169475848,9.06997
4015.01847368,41.8074,4161.48461994,0.203556000896,90,0.153379,9.280818311,40.473,2713.35855075,0.0,3758.09060073,334.920325687,-9.45552,9.27882,90,2713.35855075,2713.35855075,0.975216,132.401992618,9.2808916911,9.27882
3196.69522175,42.0852,3659.38315349,0.196063634279,91,0.126048,9.46882875475,40.7062,2565.63876768,0.0,661.1858897,259.978856916,-9.64104,9.46756,91,2565.63876768,2565.63876768,0.968952,854.021519682,9.46888724948,9.46756
3328.79037343,42.3608,4308.7048916,0.209180554469,92,0.161955,9.69354162188,40.9549,2729.09268011,0.0,1251.63357319,322.523009285,-9.8636,9.69182,92,2729.09268011,2729.09268011,0.961344,1114.41802583,9.69361420421,9.69182
2742.9961115,42.6137,3669.67852416,0.204276874171,93,0.140618,9.91817474915,41.2196,2301.41778657,0.0,387.687074395,266.469564212,-10.0924,9.91664,93,2301.41778657,2301.41778657,0.974071,1122.44043833,9.91823905165,9.91674
3561.2627571,42.8573,3859.8654736,0.209352655328,94,0.171575,10.0983113997,41.4841,2670.41217431,0.0,2005.920351,307.597973265,-10.2731,10.0964,94,2670.41217431,2670.41217431,0.969861,525.043541756,10.0983655769,10.0964
2803.55109693,43.1613,3099.07045934,0.214111006988,95,0.206046,10.3310789633,41.7569,2497.96706785,0.0,1583.12663819,238.190018716,-10.5055,10.3293,95,2497.96706785,2497.96706785,0.973811,429.586739261,10.3311209731,10.3293
3594.70961555,43.4406,3721.00443291,0.213449912519,96,0.183086,10.5990847541,41.9901,2549.07745604,0.0,3468.4672355,289.151812986,-10.7863,10.5975,96,2549.07745604,2549.07745604,0.976882,78.6288634764,10.5991328431,10.5975
3915.06353873,43.6698,4165.34933932,0.209714123419,97,0.155652,10.8510367991,42.2018,2420.11551033,0.0,3719.89538416,321.467115468,-11.0384,10.849,97,2420.11551033,2420.11551033,0.97817,122.827302418,10.8510692761,10.849
3853.99921817,43.9275,4367.60984874,0.212670861907,98,0.185487,11.0463451992,42.414,2529.13357764,0.0,2039.89090164,322.928399569,-11.231,11.0446,98,2529.13357764,2529.13357764,0.977856,749.533894906,11.0463877291,11.0446
3540.06463401,44.195,3829.55088556,0.206183747054,99,0.143477,11.2503560533,42.6214,2433.1539561,0.0,3215.95338874,300.435124406,-11.4293,11.2488,99,2433.1539561,2433.1539561,0.972324,177.288531725,11.2504256662,11.2488
2800.54829209,44.4532,4026.47790109,0.22712320084,100,0.24205,11.5355541331,42.8335,2959.1214909,0.0,630.810174215,292.99825815,-11.7114,11.5338,100,2959.1214909,2959.1214909,0.972176,1294.27631861,11.5356096437,11.5338
3844.74905117,44.6828,4073.67775421,0.214329434668,101,0.202052,11.7043848498,42.9587,2599.15933158,0.0,3632.86502526,307.371611235,-11.8843,11.7022,101,2599.15933158,2599.15933158,0.968614,113.802071525,11.704420015,11.7022
3707.95528591,44.9621,3941.74678764,0.222944960933,102,0.228724,11.9080540391,43.2961,2700.31734586,0.0,3589.076382,305.19839977,-12.0855,11.906,102,2700.31734586,2700.31734586,0.970956,96.7481045148,11.9080859268,11.906
3357.27652726,45.2425,3432.61974147,0.219501913262,103,0.228501,12.1206421964,43.4724,2512.76048268,0.0,3249.33604549,262.001931679,-12.3018,12.1192,103,2512.76048268,2512.76048268,0.969936,60.6384859149,12.1206594677,12.1192
3374.27782055,45.5276,4018.25148846,0.226726204737,104,0.256888,12.3386843986,43.7457,2507.49263991,0.0,628.844583568,296.758306328,-12.5194,12.3366,104,2507.49263991,2507.49263991,0.971832,1076.08799296,12.3387499089,12.3366
2501.78351809,45.7531,3818.57083248,0.218481943348,105,0.233273,12.4543576738,43.9857,2059.47935196,0.0,226.821500205,241.618841232,-12.6244,12.4527,105,2059.47935196,2059.47935196,0.971493,1225.0581829,12.4544041419,12.4527
3203.54664463,45.9709,4267.80352186,0.214282795351,106,0.186806,12.5656386663,44.1683,625.03178232,0.0,389.678269602,284.436866172,-12.7417,12.5638,106,625.03178232,625.03178232,0.975521,1119.97252615,12.5656931734,12.5638
3725.43304685,46.2239,4380.65430107,0.221772638818,107,0.247453,12.7512079735,44.3207,2972.9478393,0.0,1063.01710364,332.846201797,-12.9343,12.749,107,2972.9478393,2972.9478393,0.97266,1029.79611332,12.7512395519,12.749
3360.05146708,46.4538,3946.94004671,0.220903411216,108,0.249296,13.0668891492,44.5345,2879.98363709,0.0,929.966290227,289.47148976,-13.2543,13.066,108,2879.98363709,2879.98363709,0.981373,833.229808286,13.0669449695,13.066
2024.98244478,46.6859,3668.04471516,0.203545406601,109,0.145748,13.2296715638,44.6946,2702.25817524,0.0,775.615065689,273.830034311,-13.4146,13.2278,109,2702.25817524,2702.25817524,0.97153,899.276288723,13.2296983961,13.2278
3450.0872861,46.9337,3824.85382829,0.226795871404,110,0.264841,13.4107056423,44.9284,2764.23173503,0.0,1212.01543284,300.884361284,-13.5917,13.4087,110,2764.23173503,2764.23173503,0.967975,753.386945782,13.4107635071,13.4087
2657.98452766,47.1022,3920.88187627,0.214886650627,111,0.204326,13.6362812517,45.067,2688.1354738,0.0,795.22664038,294.105196497,-13.8197,13.635,111,2688.1354738,2688.1354738,0.977939,1136.2201814,13.6363283877,13.635
2517.83429006,47.3011,3781.09168688,0.219980383655,112,0.227421,13.8861385904,45.2405,2918.9531119,0.0,1030.28790555,292.564634344,-14.0747,13.8845,112,2918.9531119,2918.9531119,0.978113,911.352869072,13.8861828685,13.8845
3017.60336126,47.59,3861.55834316,0.23423116642,113,0.326047,14.0619896622,45.4301,2794.22626191,0.0,1028.27433865,280.293402924,-14.2652,14.0601,113,2794.22626191,2794.22626191,0.981386,857.74582412,14.0619954201,14.0601
3425.98482577,47.8313,3887.53986328,0.228552230825,114,0.274025,14.182089675,45.6145,1012.55515194,0.0,881.449067839,290.913428022,-14.3777,14.18,114,1012.55515194,1012.55515194,0.96916,852.070241463,14.1821304491,14.18
1945.13063686,48.0513,4233.01055292,0.235892210755,115,0.377553,14.4171531957,45.8106,2599.36381727,0.0,650.385180795,271.62460035,-14.6105,14.4162,115,2599.36381727,2599.36381727,0.977418,1185.09775205,14.417202029,14.4162
3844.71778922,48.3019,4613.7091528,0.235072217766,116,0.299715,14.6021715469,46.0154,2913.67472991,0.0,1440.9905225,337.443899464,-14.7952,14.5998,116,2913.67472991,2913.67472991,0.97909,885.635021442,14.6022026131,14.5998
3321.59032246,48.5813,3837.26407123,0.244121686343,117,0.35415,14.6606075419,46.2039,898.692951175,0.0,1436.86490508,279.454023116,-14.8524,14.6586,117,898.692951175,898.692951175,0.976743,692.460496727,14.6606550256,14.6586
3157.91594478,48.7805,3730.0887966,0.230246731906,118,0.322007,14.9453353469,46.388,2892.20775528,0.0,1413.99122742,271.04968625,-15.1298,14.9434,118,2892.20775528,2892.20775528,0.973314,681.515560809,14.9453590604,14.9434
3512.14266032,49.0062,3849.45407222,0.243428913737,119,0.385495,15.1340403243,46.6316,2727.08892073,0.0,1707.16132025,303.420540267,-15.3249,15.1328,119,2727.08892073,2727.08892073,0.978428,606.79573473,15.1340775709,15.1328
3360.94438994,49.1871,3765.72717847,0.233730009773,120,0.297084,15.2237935045,46.8338,2601.00011004,0.0,1463.51416762,308.249668141,-15.4123,15.2222,120,2601.00011004,2601.00011004,0.979479,680.101012419,15.223859817,15.2222
3632.80407618,49.3807,4289.71277289,0.216587833586,121,0.171259,15.5373769491,46.9902,2530.80662841,0.0,851.075242003,310.081895709,-15.7418,15.5358,121,2530.80662841,2530.80662841,0.974451,964.258987203,15.5374358942,15.5358
2190.48070316,49.5753,3797.88101793,0.237540730252,122,0.330067,15.7499593272,47.147,2738.5878353,0.0,550.085095163,261.467363975,-15.9471,15.7479,122,2738.5878353,2738.5878353,0.977959,1278.69331756,15.7500016182,15.7479
3414.96105963,49.7481,3705.11150891,0.242241215186,123,0.344253,15.9334408854,47.3396,1607.60967254,0.0,1925.29860981,287.160036202,-16.1293,15.9319,123,1607.60967254,1607.60967254,0.979213,504.916042745,15.9334726636,15.9319
