AverageAbsQ,AveragePolicySurr,MaxReturn,StdReturn,AverageEsReturn,AverageAbsQYDiff,AverageY,AverageAction,AverageAbsY,Iteration,MinReturn,AverageQLoss,AverageQ,Epoch,StdEsReturn,AverageDiscountedReturn,AverageReturn,MaxEsReturn,PolicyRegParamNorm,QFunRegParamNorm,MinEsReturn
2.12212,-2.17189,-0.268507554847,0.00808256233157,65.5318545848,0.0945591796747,2.08170993857,0.0027979,2.11271546514,26,-0.295792883773,0.477978,2.07985,26,40.8435781987,-0.0287773989528,-0.279510028022,92.9586407454,24.8275,62.9323,-5.09113012582
2.3401,-2.3965,97.542287107,47.3897020457,59.3383438021,0.0999791973586,2.29349571483,0.0278366,2.32816750169,27,-0.115361405219,0.476938,2.29254,27,42.8809147334,0.0557295614906,55.958641507,90.1457234207,25.3502,64.7618,-1.3018168392
2.56045,-2.61553,97.2687797154,34.0745460665,83.2645240875,0.127405321795,2.50789283905,0.0373646,2.54648518312,28,-0.57766407559,0.640369,2.50606,28,3.95066137652,0.067144260147,82.9268867672,87.2151854641,25.7701,65.7169,79.313862711
2.83809,-2.90329,94.7615425683,44.9473644312,89.4499802992,0.13437070443,2.77345075823,0.0924488,2.81642537041,29,-8.27936218417,0.550043,2.77264,29,1.67191946046,-0.269338567685,64.7973530804,91.5155781822,26.0376,67.6282,87.4207120593
3.20208,-3.28265,96.1523163758,1.50868386332,90.2609199859,0.174777596443,3.13011916827,0.0930118,3.17965693491,30,90.962044561,1.13227,3.12878,30,4.96497395279,0.245100635072,94.5128495668,94.1140245489,26.3131,69.151,80.482014467
3.49159,-3.5797,94.6452727291,32.4053280194,93.2279489122,0.197883526384,3.40909457855,0.127244,3.46805728681,31,-8.64779199079,1.50586,3.40693,31,1.49200996036,-0.000701925204844,80.29679241,95.1451083409,26.6712,70.9339,90.939019092
3.95212,-4.05184,94.391625401,31.8125632686,93.8277131367,0.184632566435,3.86037458951,0.156976,3.93197755255,32,-10.7844516724,1.09314,3.85716,32,1.53268214508,0.466858777912,79.9744085003,96.0514815351,27.0578,72.8305,91.3659396476
4.31995,-4.42343,96.7988565445,19.7425073849,93.0058980938,0.254700098198,4.20518533786,0.0881173,4.29432362531,33,-0.796436160021,2.62187,4.20164,33,1.46738561009,2.12981896093,91.6550960863,95.6778925248,27.4609,74.4233,91.5217516288
4.81242,-4.92205,95.3662682372,30.1488826654,90.500103857,0.285686825526,4.67449974359,0.114207,4.78076859346,34,-4.46349864431,2.55121,4.67042,34,6.63908318244,1.16757766056,83.4628024708,97.8695908225,27.6712,75.801,81.7770933454
5.25745,-5.36795,96.1418566045,20.0033010231,92.7829783203,0.296787366899,5.0979740263,0.103902,5.22618728269,35,-0.868575581335,2.9254,5.09311,35,1.34654757309,1.58434417445,90.5905212759,94.3121388893,27.9965,77.0897,90.561137143
5.78749,-5.91838,96.5085939965,18.8104379751,93.2635793092,0.325347482631,5.61439656867,0.0950025,5.75502575705,36,-0.0189423656189,3.21471,5.60984,36,3.53635587358,4.00909386704,92.0547378805,99.3847218072,28.375,77.9704,87.4432100539
6.4448,-6.59771,95.7104290928,1.24581988077,93.5687966861,0.324558986136,6.25935816247,0.140068,6.41363701301,37,90.5035020153,2.67202,6.25411,37,3.53003692528,3.34767221636,94.3446086283,99.9279785113,28.73,78.7018,88.3829753551
6.99594,-7.20447,96.0654795461,0.514167382354,93.2874388514,0.359264625858,6.81582098158,0.140831,6.97142039231,38,94.091074202,3.83994,6.81295,38,2.39635919228,5.57635765668,95.6316916614,97.9470820836,29.112,79.4982,90.7148759515
7.66173,-7.91883,95.7830278802,0.909800967378,94.0622392686,0.326726075353,7.48610365944,0.209535,7.63709812696,39,90.5394691893,3.48786,7.48278,39,2.88936657806,11.2353345975,94.9472104363,99.5590419348,29.4114,80.2607,91.4341001347
8.42887,-8.74637,95.4645231106,1.44300003189,94.1763420045,0.354936591934,8.26679328522,0.187153,8.41090898138,40,90.5585680327,3.40171,8.26467,40,0.921868567246,7.54981897692,94.2827489912,95.6662498991,29.6875,80.9545,92.8444786053
8.97839,-9.33026,95.1343285872,17.6050442518,91.958400731,0.384705146048,8.82820011883,0.14429,8.95657046937,41,-0.236258561235,3.76669,8.82587,41,2.63853006513,6.69365224448,91.1733091765,94.6744438568,29.906,81.4302,87.0187986908
9.63034,-10.0594,94.3115410828,1.19322583464,92.4339174196,0.416629418125,9.49298469645,0.167633,9.60814246557,42,90.2626384589,4.28587,9.49094,42,1.71580210255,3.06687945386,92.6562311336,95.1549598351,30.2685,82.0259,89.6727903755
10.4446,-10.9151,93.6491546786,23.6878229094,93.7986531888,0.410675360958,10.3122724755,0.0998673,10.4187183758,43,-2.30804884777,3.45113,10.3102,43,2.47616370246,0.0259501091893,86.2700539839,97.476789775,30.5883,82.5479,88.6668314574
11.415,-11.9529,95.1086371409,1.52644549763,92.8545726517,0.46719440673,11.3035743953,0.260017,11.3904005535,44,88.0632399287,4.45486,11.3017,44,3.5203876705,11.1967467392,92.3153826371,99.0642122824,30.8274,83.3935,88.8934955293
12.3889,-12.9731,94.4711690636,1.75510603148,94.4600153805,0.509059132552,12.2903582858,0.220714,12.3646808249,45,88.2945829769,5.5136,12.2868,45,2.37719979313,9.11198090561,91.2335528958,99.5228947882,31.3214,84.3238,90.3312901215
13.0228,-13.654,-2.62536125622,0.148684127679,94.0751115061,0.488106127265,12.9305880494,0.0300081,12.996601763,46,-3.18823797756,4.07497,12.9283,46,2.77739849135,-0.271615908059,-2.99780452004,99.2432330065,31.7816,85.2894,90.0902085882
14.1685,-14.8315,95.281904688,1.5028768206,81.0849833783,0.553744628372,14.0846892989,0.529015,14.1432376275,47,90.0707410628,4.95455,14.0826,47,31.5445316178,30.155649229,93.4847310522,95.5602346694,32.1753,86.412,-2.03570404971
15.1496,-15.8746,95.0826154193,1.4706090316,93.752178789,0.559717752966,15.0688081795,0.670279,15.1248609219,48,89.7109624841,5.94143,15.0669,48,2.40022034343,37.3422536178,93.7288225385,99.3736826314,32.7934,87.7648,90.9009638423
16.3239,-17.0791,94.950913654,0.646831890883,93.4191544027,0.568837340324,16.2451526001,0.760345,16.2969433479,49,92.1611200232,5.05374,16.2441,49,2.06816601328,43.7793579071,94.2831212034,98.6232596632,33.4342,89.2895,92.0012353384
17.6271,-18.3988,93.8039292604,0.260290503625,93.245379274,0.601752223016,17.5529474229,0.892652,17.6007840218,50,91.8999306863,5.63457,17.5533,50,1.3138994097,44.7412242356,93.5996871556,94.9806584426,34.0003,91.1801,90.1419842148
18.7265,-19.5059,91.5402695952,52.2138511635,94.2931492428,0.597782732462,18.6618068924,0.899963,18.7050534281,51,-91.4706754579,5.70771,18.6628,51,1.86937483593,-4.14422885739,-73.5502303891,99.4121780026,34.4141,92.9413,92.0151671108
19.9314,-20.7324,93.8350172434,0.816862469621,80.0634051319,0.650696348968,19.8691489896,0.744382,19.903718522,52,91.3742965735,6.95554,19.8747,52,33.0299796046,36.2712358048,92.9726097489,94.3815495298,34.7976,94.6069,-7.28471301034
21.3553,-22.1839,93.8221606307,0.326595004508,93.4219412207,0.695436412846,21.2990018593,0.807173,21.328701809,53,91.4596522864,7.76954,21.3046,53,1.83609366102,42.2339359997,93.6523433361,95.757582892,35.1228,96.1695,89.691349409
22.4677,-23.2898,93.0956668896,0.764335720816,93.6832300719,0.698274455156,22.4166553765,0.664268,22.4424122743,54,91.0228636662,7.54415,22.4217,54,2.31643422929,28.2541302023,92.4205512375,98.6793978137,35.3527,97.6667,90.5973150563
23.7092,-24.5455,94.0026229823,0.960589582766,92.4400724303,0.70456854273,23.6628062794,0.593854,23.687416401,55,90.7167244382,8.6791,23.668,55,1.89257158953,29.7512741411,93.1276726337,94.6743800321,35.6078,99.0295,88.5283680783
24.9087,-25.7083,93.7390469788,1.70597505758,92.9773283143,0.714788611904,24.8606646347,0.788123,24.8873522179,56,85.2641849315,8.53835,24.8682,56,1.54152974335,28.9073110543,91.1004066085,93.7980975991,35.8255,100.252,88.7329503634
26.0795,-26.8751,93.8305404787,1.44685430079,91.164994969,0.714451906878,26.0395568139,0.771418,26.0644702494,57,89.1687632265,8.04841,26.0461,57,2.71935386329,24.4617409267,90.3100226105,94.3521123966,35.8909,101.305,86.0957556239
26.8155,-27.5894,91.977103439,0.68607085951,92.5005485659,0.693240955635,26.7870853036,0.724452,26.8060826114,58,85.1078584761,7.94514,26.7937,58,1.8084174048,19.7085257353,89.7209444722,96.1755572722,35.9263,102.257,90.340515015
28.0822,-28.7887,92.8515240684,1.91375253566,92.35423499,0.701623074827,28.0552057922,0.815856,28.0707000263,59,81.6585934137,7.76435,28.0631,59,1.57075696547,19.1531734873,88.3723240365,94.9748165965,35.9394,103.306,89.6541475502
28.7001,-29.3639,90.685511582,0.711363178185,91.5030175392,0.680796990706,28.6800147342,0.745657,28.6928269872,60,88.1845724827,7.39973,28.6854,60,1.50738338004,17.7924672168,88.9851109631,94.2647438244,35.9812,104.304,89.8924560133
29.3576,-29.9794,90.5255545829,0.84260719644,91.9740866524,0.627865625931,29.3366205963,0.789145,29.3479522168,61,87.2456679668,5.46515,29.3422,61,1.92632685991,16.3828117951,87.99543104,96.1939102173,35.8879,105.47,89.112342948
30.3275,-30.9086,93.7705858342,1.49099461444,90.7688932678,0.623299993645,30.3092324887,0.867748,30.3203131984,62,84.2851659713,5.63137,30.3123,62,2.91825955863,39.3811430597,92.7571933587,97.1835977914,36.1702,106.477,87.603401975
31.0339,-31.589,93.5430032062,0.557163021646,91.0646963246,0.624041659201,31.0198972104,0.920445,31.0280950102,63,89.458660558,5.61119,31.0226,63,3.3494136053,43.0630262137,93.1375737115,99.0217713706,36.428,107.428,88.0006261429
31.7538,-32.3131,94.6232800495,0.290664839032,91.6458824804,0.600670832946,31.7449942185,0.851444,31.7487332111,64,93.590811172,5.38327,31.7479,64,2.39436560943,46.3714594798,94.126209404,95.9594464601,36.8001,108.275,88.7565200557
32.6944,-33.2971,93.9597391123,0.0942991013839,92.9909460305,0.591276608767,32.6911046105,0.849831,32.6923099995,65,93.6092870044,5.52835,32.6921,65,2.23498504141,43.8654820141,93.7462411414,96.3156466659,37.1102,109.248,89.739798633
33.5614,-34.2224,93.6124680877,0.075439232898,92.8657515501,0.588050392923,33.5598901588,0.887369,33.5601622272,66,93.2852599505,4.94269,33.5608,66,1.79163425953,43.3059169149,93.4130921442,94.2789274668,37.5573,110.216,88.3642341414
34.8178,-35.5151,93.8198847622,0.069807334389,93.5726819107,0.577592707073,34.8154971172,0.838564,34.8155474815,67,93.46444461,4.7113,34.8178,67,1.44789918807,43.0278733994,93.6779826593,96.8388846709,37.9006,111.136,91.0657903157
35.9062,-36.6334,92.9434316297,0.0918220748988,93.2898273972,0.606974637693,35.9052573483,0.941073,35.9052737559,68,92.5774243307,5.36933,35.9062,68,1.30903636749,41.6779965415,92.7795983734,94.9549215494,38.2143,112.021,90.3911117818
37.0828,-37.8521,92.3353782279,0.143137986333,94.2106546422,0.590452049125,37.0819636667,0.960983,37.0819886876,69,91.7100379618,4.72828,37.0828,69,0.892547604512,39.0740422597,92.1480678755,95.930670267,38.3785,112.695,92.1353556177
38.2334,-39.0527,92.2698217996,0.10558102654,93.0632361592,0.59960287044,38.2342526516,0.965789,38.2342771906,70,91.8601371967,5.25002,38.2334,70,1.5950034017,38.6693117792,92.0354032352,95.5967008778,38.6437,113.343,89.603128119
39.3347,-40.2023,92.3749341784,0.207978978977,92.2762130121,0.566448598087,39.3357119061,0.958987,39.3357263391,71,91.7572197932,4.30045,39.3347,71,2.27566065041,38.3591412416,92.0229711748,94.2879467457,38.9161,113.986,86.4608370352
40.604,-41.5068,92.5865312616,0.187533554907,93.6067521993,0.576370425059,40.6053254533,0.953876,40.6053535024,72,92.0510875777,4.03021,40.604,72,1.96241923358,39.6641016149,92.314046808,98.8390131476,39.2185,114.582,90.2921373526
41.7132,-42.6585,92.6561108594,0.1948775399,93.266751835,0.581994529098,41.714747097,0.95063,41.7147711656,73,92.0588158,4.07509,41.7132,73,2.42268189228,39.9632398075,92.3941999707,98.121656242,39.4504,115.21,87.2298853566
42.9543,-43.9452,92.4046071667,0.142121756853,92.9171521826,0.579364124103,42.9562093498,0.973288,42.9562247949,74,91.748460229,3.90684,42.9543,74,1.53328096387,39.7772805198,92.1996803894,95.4679892935,39.7126,116.096,89.0986402827
44.2367,-45.268,92.2013858806,0.310404580432,93.3880204433,0.58687646625,44.2402213182,0.989245,44.2402348603,75,90.8206467753,3.66577,44.2367,75,1.72936428119,38.6521119388,91.8630546828,98.191072085,39.9151,116.929,90.8310769916
45.4495,-46.5395,92.4155958385,0.466407338708,93.4353146374,0.648297799233,45.4505629545,0.987544,45.4505845954,76,90.6509124322,4.90116,45.4495,76,2.03726464993,38.0879491599,91.7548314938,96.9687240752,40.093,117.629,88.8122748806
46.8117,-47.9391,92.7068208142,0.657154655928,93.126525135,0.596966091993,46.8139785386,0.989407,46.813995639,77,90.3931022766,3.65188,46.8117,77,1.31578456466,38.0431891699,91.7227831793,94.5965021674,40.2649,118.41,89.580216456
48.2169,-49.3939,92.4087714811,0.5606892331,93.7733047944,0.633610393149,48.2200580292,0.993125,48.2200781615,78,90.2606679453,3.82321,48.2169,78,0.472401163535,36.9991683354,91.4854376465,94.548483379,40.4036,119.164,93.0547628072
49.7061,-50.9176,92.9094330919,0.779013224954,92.3595492067,0.63418037919,49.7069877227,0.989802,49.7070044014,79,90.3129755745,3.57117,49.7061,79,1.9604027494,38.0164311791,91.7071127675,94.1527030805,40.5187,119.981,88.0738426654
50.9108,-52.1569,92.9268054833,0.685228960508,93.5849831651,0.639127811554,50.9155043383,0.990112,50.9155217908,80,90.4454264073,4.28307,50.9108,80,1.26613179787,39.2069948762,91.9529403225,94.9851090029,40.6996,120.768,90.1189683139
52.2512,-53.5104,93.0119035238,0.710276718486,93.3764067362,0.634709989977,52.2551154556,0.989508,52.2551285201,81,90.6434078537,3.92093,52.2512,81,2.82392376278,39.6557550205,92.0443553935,98.7319418299,40.8053,121.643,87.9071283859
53.6744,-54.9348,92.6162752788,0.678950237706,92.9848507156,0.663992479167,53.6794561894,0.99235,53.6794774816,82,90.2004596822,3.89954,53.6744,82,2.22411008215,37.4068698936,91.5700737995,97.4125062596,40.9166,122.546,89.6288714175
55.0052,-56.2659,92.8911712455,0.715370746767,93.29977751,0.625365286488,55.0099062014,0.992019,55.0099308973,83,90.2024844299,3.03196,55.0052,83,2.17687278266,37.2816844221,91.5434612347,96.1165184938,41.0315,123.336,87.1078008581
55.9966,-57.2607,93.2283540072,0.851371727293,92.887514741,0.647425128181,56.0011640663,0.989796,56.0011781723,84,90.6035744275,3.65902,55.9966,84,1.64507940148,41.0847507977,92.3118193421,94.9450166569,41.1575,124.045,89.8559111921
57.2269,-58.4814,93.1245521079,0.701847690841,93.6992704648,0.64911984754,57.2322536932,0.991823,57.2322693988,85,90.4093415389,3.57426,57.2269,85,1.02688633458,38.7775936824,91.8540448104,95.6530772165,41.2394,124.679,91.5269405545
58.559,-59.7964,93.3760404702,0.809495181252,93.896941544,0.654314143879,58.5639594695,0.990501,58.5639808327,86,90.3095087418,3.43596,58.559,86,1.81125966412,37.7220262985,91.6406701054,98.7,41.3377,125.311,90.5946557282
59.3452,-60.5716,93.3438239892,0.855314646417,93.0676220415,0.669266486052,59.3505761588,0.98514,59.3505953154,87,90.7542335213,3.33048,59.3452,87,1.85895254695,39.5439089616,92.0434057273,95.0920802376,41.4482,125.871,88.7292399095
60.4232,-61.6022,93.9260145689,0.634204234282,93.4312718937,0.664537883113,60.4279385393,0.918065,60.4279580545,88,91.9259873763,2.98475,60.4232,88,2.48978399428,42.4708518046,93.0565287898,99.3059505258,41.5551,126.404,89.2556457813
61.4105,-62.5519,93.8844661455,0.45859070832,94.322623129,0.644543467679,61.4164879672,0.911292,61.4165046414,89,92.3384270886,2.91616,61.4105,89,1.15184149959,43.0670341876,93.2125613543,97.5271439612,41.6499,126.917,91.9042754488
62.2666,-63.3718,93.4072039188,0.385973287435,93.5100294608,0.668296448174,62.2703068788,0.949811,62.2703259269,90,92.0820144227,3.71065,62.2666,90,1.81183679882,41.1470498526,92.6216595248,97.6737510337,41.7451,127.33,90.317886181
62.9653,-64.0267,93.6897529313,0.485491309171,94.1286994488,0.616815396164,62.9715309195,0.922167,62.9715387627,91,92.1303298992,2.81039,62.9653,91,1.89715520767,40.733480978,92.725775936,99.4,41.8776,127.71,91.5429124408
63.7622,-64.7606,93.5519495849,0.470069938588,92.5097584459,0.624319621969,63.7681534906,0.930113,63.7681626232,92,92.0683095765,2.86277,63.7622,92,1.7434711321,40.6135539318,92.6535701767,94.4727550413,42.0814,128.065,89.1371193826
64.3645,-65.3097,94.0035495427,0.379954636127,93.5858293364,0.625767198432,64.3700699487,0.901753,64.3700881574,93,92.923614877,2.89788,64.3645,93,1.15583993547,43.4262588704,93.3422749961,95.4007382854,42.2842,128.308,90.6814606363
65.0303,-65.9222,93.9252914363,0.218041629676,92.5559874414,0.596819444123,65.035009675,0.899623,65.0350259229,94,93.2534257603,2.46501,65.0303,94,1.60518664319,44.572591005,93.5529144946,95.1082199116,42.4255,128.494,89.9535430881
65.6037,-66.4529,93.7391112865,0.225214197053,92.828082536,0.589202002124,65.6097810633,0.917401,65.6097891429,95,92.8325202563,2.34123,65.6037,95,2.4868279422,43.322601667,93.2280994013,97.755704931,42.5164,128.555,89.4700007974
66.0519,-66.8521,93.7838896858,0.147365794614,93.1265276147,0.61017447249,66.0563196494,0.911773,66.05633218,96,93.2066809468,2.42483,66.0519,96,2.08828221831,44.7701319976,93.511539332,95.056212088,42.6224,128.576,88.9355044493
66.4929,-67.251,93.5760021318,0.0928046778594,93.8818621335,0.619716235259,66.4977606212,0.930868,66.4977741684,97,93.2382749513,2.68183,66.4929,97,1.91936648101,45.063184359,93.4432773214,97.8872227814,42.7555,128.591,90.789816761
66.8354,-67.5317,93.6180388013,0.102991109266,94.0530368775,0.581090205601,66.8401586692,0.93721,66.8401758532,98,93.3316872057,2.41195,66.8354,98,0.90190151337,45.647196199,93.5041656298,95.2384118784,42.8052,128.612,91.703190658
67.0955,-67.7596,93.5829865702,0.464970879738,93.4676117694,0.576437386719,67.0997874274,0.940922,67.0998057801,99,91.4198905629,2.45068,67.0955,99,1.4747170987,40.4343289472,92.5378192051,94.8469650652,42.9867,128.614,89.4513119223
67.3448,-67.9692,92.9922097636,0.229046266141,93.841554851,0.572621898939,67.348853955,0.952852,67.3488632817,100,91.9877872346,2.58186,67.3448,100,1.39941735533,41.9790529075,92.751105448,96.3327900315,43.1591,128.558,90.3494747657
67.5941,-68.1684,92.7768334652,0.110719739672,93.2754921192,0.568773092153,67.5983146005,0.981896,67.5983328654,101,92.2699577288,2.49635,67.5941,101,1.38828094285,42.3182446816,92.6299149188,94.7349967029,43.3137,128.458,90.0710515564
67.7153,-68.2525,92.8085936818,0.111616565832,93.8615702681,0.567739966285,67.7182059385,0.990888,67.7182203474,102,92.3987366955,2.59136,67.7153,102,1.19182523927,42.6455120121,92.6351342914,96.0434695773,43.3746,128.291,91.3956129162
67.7581,-68.2673,92.9556414802,0.0516788768429,92.6841162809,0.53041401036,67.7604725294,0.993141,67.7604835354,103,92.6694184123,2.1091,67.7581,103,2.20932536818,44.1126494808,92.8926593586,95.3881881781,43.4826,128.13,89.7980705561
67.9069,-68.3628,93.0041768624,0.0399581846474,93.2152457431,0.536065317742,67.9102691945,0.996921,67.9102826268,104,92.8411619713,2.1756,67.9069,104,2.30284356511,44.4495258261,92.9309847445,97.6694032375,43.5305,127.924,89.8337375273
67.9679,-68.3983,93.1966898393,0.0418715017597,93.8957362968,0.506759950311,67.9696949999,0.997046,67.9697063324,105,92.9115441273,1.79905,67.9679,105,2.41202240253,45.3721535257,93.0970007555,99.0564603234,43.6168,127.739,88.7065294228
68.0279,-68.4319,93.2995458553,0.0710206034233,93.0134109376,0.497611213551,68.0299085419,0.998087,68.0299242954,106,93.0061910869,1.73875,68.0279,106,1.43654996431,45.6280593004,93.1364459549,94.614779783,43.6562,127.542,89.9985565517
67.9636,-68.3354,93.0002749957,0.0606279323081,94.7557740317,0.511585996164,67.9652834866,0.997829,67.965293412,107,92.7237728666,2.00756,67.9636,107,1.88431114106,44.2755363619,92.8934770881,99.1798160561,43.7326,127.344,90.1773861036
67.9847,-68.3372,93.0999695933,0.043927867145,92.4816293511,0.505455121688,67.9870811369,0.996276,67.9870957663,108,92.8057179239,2.29935,67.9847,108,2.02228711851,44.8975017303,93.0163124398,94.4640598394,43.7413,127.15,87.8320302846
67.8815,-68.1994,93.2862569764,0.0660918525465,93.246484691,0.530544694029,67.8831168282,0.998968,67.8831396867,109,93.0001724447,2.61641,67.8815,109,1.41507945881,45.8551488666,93.1716811394,94.9290255464,43.8188,126.98,90.6456738206
67.8868,-68.1913,93.2999989454,0.0456997684733,93.5124078789,0.512634009547,67.8882637029,0.997181,67.8882777222,110,93.1008416726,2.35165,67.8868,110,1.59004940933,45.9514954916,93.1994986473,95.0361543534,43.9361,126.83,89.522375934
67.8796,-68.1703,93.2639417494,0.0447892752506,93.6892030378,0.527176330519,67.8817054164,0.998624,67.8817248036,111,93.0006283732,2.57477,67.8796,111,1.4312811714,45.9289268665,93.1869394167,95.3881455716,44.0755,126.706,90.1346225266
67.7567,-68.0635,93.3975963336,0.0795497190404,92.2602622157,0.513342021249,67.757877047,0.991646,67.7578938507,112,93.1137153473,2.10445,67.7567,112,2.26814831585,46.210199407,93.2775759692,94.8923864157,44.3736,126.592,88.2446696919
67.852,-68.1933,93.4871967082,0.0828516714447,93.4478005432,0.51600982143,67.8528379495,0.990024,67.8528530264,113,93.1875634948,2.04462,67.852,113,2.11944985935,46.4602464492,93.3309573275,95.4697661749,44.4637,126.454,88.8181637356
67.8078,-68.1681,93.9211707687,0.0847870876464,93.9762147399,0.509902964209,67.8097265476,0.918079,67.8097340613,114,93.5990597597,2.07557,67.8078,114,1.40164218011,46.5058479674,93.7626479337,97.1381778644,44.4742,126.347,90.8381225092
67.8438,-68.2037,94.1546899471,0.913561866768,92.8731596381,0.507908739467,67.844538933,0.905147,67.8445541861,115,88.3560311613,2.36769,67.8438,115,3.13386431491,45.8072597883,93.6972875342,98.9679220316,44.5887,126.272,88.3951867676
67.8731,-68.2284,93.8136716014,0.0995897304232,94.2252788453,0.456758469524,67.8750470098,0.96029,67.8750581375,116,93.4113678853,1.70686,67.8731,116,2.02761329103,46.9253484133,93.5839798274,98.7395182171,44.6625,126.18,89.3591482968
67.7738,-68.134,94.0220073952,0.107590193523,93.628904603,0.521681204389,67.7752415235,0.89604,67.7752572469,117,93.6250818132,2.41979,67.7738,117,2.59902291068,46.4130723061,93.8782774453,98.8574310933,44.7078,126.05,88.8736659855
