AverageQLoss,Epoch,AverageReturn,AverageQ,AverageEsReturn,AveragePolicySurr,AverageAction,QFunRegParamNorm,AverageAbsQYDiff,AverageAbsQ,PolicyRegParamNorm,AverageDiscountedReturn,Iteration,MaxReturn,MinEsReturn,MaxEsReturn,MinReturn,StdEsReturn,AverageY,AverageAbsY,StdReturn
0.16192,41,331.563719547,5.83466,366.870672479,-6.07651,0.548315,26.5837,0.17509582159,5.83945,34.5531,165.08651989,41,453.180654356,278.570640042,449.088656293,210.610806081,51.3875812036,5.83635089544,5.8377948041,94.9701711209
0.147514,42,408.035016025,6.07591,238.245391306,-6.32057,0.50263,26.9353,0.180678648917,6.08176,35.0122,178.782982702,42,523.084761516,25.94518148,413.373751898,336.506965381,129.37231567,6.07724835958,6.07900971527,44.8402294835
0.198096,43,475.750879293,6.30625,243.062505728,-6.55375,0.586849,27.2931,0.194102297601,6.31217,35.4608,204.528826939,43,481.750243972,11.2965107553,443.050561473,466.434248356,164.524793493,6.30755529499,6.30936016401,3.13820781339
0.190519,44,448.673724852,6.55479,257.315944873,-6.80842,0.560307,27.7073,0.193201588629,6.56111,35.903,185.43670032,44,541.515165618,18.5847246764,457.520189638,297.377457077,146.8170445,6.5562577007,6.5583836626,46.2111410028
0.199326,45,437.939140515,6.81697,245.800081856,-7.08341,0.606657,28.1126,0.199733635482,6.82279,36.2612,197.347813992,45,443.839343459,17.8803772077,464.813000719,429.942974168,144.105938811,6.81865974217,6.82105534116,2.57242450958
0.220546,46,370.260910857,7.0451,273.061520735,-7.31189,0.632384,28.4079,0.215032576261,7.05225,36.6571,164.436363064,46,528.91230735,168.400574435,608.102686786,181.60484879,127.478811015,7.0469123013,7.04922776931,125.502693297
0.258296,47,412.585202512,7.30103,198.127105359,-7.56975,0.587652,28.8108,0.225980765406,7.30783,37.0872,191.009305717,47,417.997699713,16.8214973996,557.718938725,406.351465309,177.049969132,7.30261861565,7.30499759298,2.59655968689
0.23936,48,419.635930796,7.55908,218.93412465,-7.83587,0.640798,29.132,0.216370576762,7.56545,37.4834,191.572428533,48,425.57636456,20.8336509638,558.308564339,411.00656619,160.261797986,7.5609074962,7.56250710438,3.31895356221
0.270629,49,427.256674512,7.75215,260.031138406,-8.02941,0.63519,29.5164,0.229870103094,7.75926,37.8217,193.465008362,49,433.165842877,33.106812497,476.285108466,422.72538093,138.219917229,7.75410257706,7.75558448919,2.36359880182
0.257578,50,496.910013087,8.01236,198.476508718,-8.28464,0.639182,29.8881,0.223939507931,8.02042,38.2348,207.118070965,50,503.670643397,14.4375995035,437.994219869,493.426076489,152.801193346,8.01356880995,8.01613556392,2.03210585548
0.267548,51,472.311746713,8.256,213.585386608,-8.53102,0.673426,30.3399,0.241784735605,8.26359,38.5584,202.570662832,51,509.798666879,5.36516377254,480.386242804,442.876905039,155.980344615,8.2583606024,8.26058025736,20.4426631701
0.332148,52,430.053094806,8.44704,223.821991837,-8.73053,0.549742,30.7079,0.256295320124,8.4562,38.9752,193.724556645,52,446.35701798,75.9880324224,350.856086349,419.86665015,99.8371898619,8.44860826487,8.45113221563,5.70187023684
0.301839,53,310.071986882,8.73757,255.35419519,-9.01589,0.627658,31.0441,0.254079335649,8.74667,39.2236,160.554656004,53,474.861316683,17.0230505296,498.950884441,196.194455489,166.100884168,8.74012910882,8.74241689385,64.3850609178
0.297776,54,377.81458996,8.93912,241.341456448,-9.23284,0.564237,31.3955,0.252183013621,8.94691,39.4872,183.543980189,54,385.413415512,20.7897575588,481.334876263,372.877494309,144.675863369,8.94080618194,8.94214573692,2.33687066782
0.359514,55,387.075311265,9.14932,316.402907155,-9.45638,0.552108,31.8008,0.267407523943,9.15802,39.7367,184.975669453,55,402.716048443,42.1851114955,488.884541164,373.000430517,133.470791991,9.15225927361,9.15451067532,4.82767035151
0.331773,56,491.51302149,9.43719,197.030359896,-9.74488,0.584917,32.1391,0.260259664644,9.44499,39.981,205.891683683,56,581.793577734,8.48951765109,356.46628699,324.388304717,131.139215631,9.43830712362,9.44022489159,48.357057573
0.342982,57,446.180931628,9.67488,172.202607401,-9.99653,0.614602,32.5091,0.272658981749,9.68386,40.2747,198.383237876,57,517.894442321,16.2663812971,401.298792614,376.778533108,144.532471914,9.67652415644,9.67837298204,51.842219625
0.433426,58,373.400231866,9.96198,262.095285427,-10.2899,0.626861,32.8938,0.295598536084,9.97013,40.6692,178.913459361,58,471.840507239,48.9406959937,506.00423896,326.380560018,136.52973899,9.96441702987,9.96581839386,41.5735875554
0.432106,59,474.064811747,10.1582,272.689676931,-10.4855,0.6142,33.2209,0.289213403915,10.1655,40.9405,203.457159797,59,493.815053343,33.4855402758,470.689012239,447.308655264,133.790130629,10.1603059037,10.161005237,7.9277298896
0.40903,60,463.342337651,10.4233,248.393042776,-10.7429,0.619779,33.5701,0.298367438773,10.4323,41.2393,201.880078813,60,576.536930202,8.28636566505,507.573834968,310.647081396,154.365417168,10.4255842893,10.4266685035,40.6833475257
0.413907,61,344.825677501,10.6502,180.596728092,-10.9655,0.617609,33.8698,0.293634179612,10.6578,41.5542,170.711284996,61,489.910172078,8.02786072391,356.834985177,315.11166518,149.488006764,10.6523569554,10.653134889,22.3131293655
0.451647,62,376.014931863,10.8688,212.884690161,-11.2061,0.660256,34.2007,0.309620389643,10.8759,41.9374,174.915445311,62,604.012843838,57.1870378007,368.172171012,284.083283695,110.616035279,10.8710767496,10.8721266363,91.9226686824
0.464554,63,342.031671859,11.1373,231.770656745,-11.4686,0.650839,34.5145,0.30698373419,11.1456,42.2594,168.600230601,63,472.774689318,25.7448770397,451.196775847,258.885430204,145.53254405,11.1401209452,11.1407354752,63.9171305861
0.451803,64,333.027514755,11.3075,203.023009985,-11.6311,0.637912,34.8737,0.307185038559,11.317,42.5285,168.880672433,64,459.863959449,9.51349390749,487.873854089,226.564267302,153.832543579,11.3096403816,11.3114042472,44.3023991599
0.471419,65,612.591787434,11.5918,220.691145702,-11.9082,0.639657,35.183,0.310074042054,11.6022,42.7469,163.97156002,65,765.578747017,12.9589034067,466.846132401,54.1191739091,147.743751168,11.5934292408,11.5962074661,118.651975195
0.540574,66,209.707197954,11.744,140.624487456,-12.0784,0.660815,35.4749,0.332246721014,11.7579,43.0838,113.394392297,66,732.162523812,10.9744723928,410.882162326,100.630068463,152.233583718,11.7455486587,11.7491083568,166.286580592
0.49259,67,452.809378728,11.9637,171.182596387,-12.3075,0.718129,35.8192,0.324420243205,11.9772,43.3404,198.869075163,67,527.960516741,10.7299490333,360.590119617,272.661567404,130.34890787,11.9659075193,11.9696028204,75.0016950001
0.574819,68,392.442733942,12.1779,134.929196014,-12.5133,0.677635,36.1116,0.338019287143,12.1914,43.6297,169.457877029,68,499.67300231,7.77374345608,636.698062774,311.656849602,166.335689218,12.1792605334,12.1835588121,35.2211757486
0.520408,69,471.687975114,12.3828,201.172240681,-12.7193,0.673087,36.4676,0.33600503462,12.3964,43.9207,192.379367634,69,552.027000956,8.8985161675,447.352627117,332.463427714,141.032668019,12.3854550105,12.3909646856,64.1475299059
0.55081,70,362.850753216,12.6061,191.162322982,-12.9423,0.718722,36.7691,0.342693976144,12.6216,44.1789,165.725308155,70,545.795848475,12.1893865228,489.047803284,311.883473585,155.245475159,12.608603668,12.6133502327,68.0649264004
0.608141,71,238.611380212,12.8362,201.15053021,-13.1937,0.727938,37.0665,0.347468787547,12.8489,44.5313,136.248371903,71,448.97495775,11.5022285805,561.486867104,124.928401439,168.832921061,12.8381288367,12.8415261405,72.56899717
0.671785,72,334.784361355,12.964,136.030685495,-13.3304,0.659331,37.3841,0.364099658423,12.9797,44.8542,169.415532544,72,536.197526155,15.7028453762,376.50329883,218.197594464,113.611008365,12.9658344651,12.9713177993,76.3553213612
0.640463,73,390.057979423,13.2134,107.937507429,-13.5676,0.745604,37.6672,0.360236907541,13.2272,45.2365,188.125624544,73,484.999412922,3.52649660618,378.131975252,251.128909018,118.228950501,13.2154835194,13.219404403,57.2990598974
0.665674,74,374.371989406,13.4324,177.622979763,-13.7941,0.71245,38.0068,0.370407187602,13.4444,45.4983,180.339048565,74,546.441256095,18.4010329766,563.930503958,243.722569493,140.830455801,13.4347346918,13.4380197697,93.5949344957
0.651914,75,382.00306413,13.6114,130.721047488,-13.9757,0.745517,38.3369,0.365418534569,13.6252,45.7641,174.907546987,75,832.678987998,9.62193268011,597.223689055,280.648612419,146.25959547,13.6132941031,13.6171639206,103.493064806
0.749837,76,374.597455574,13.7969,232.256662218,-14.1639,0.722912,38.6578,0.392440232345,13.8122,46.0424,176.892474049,76,521.117606519,8.6255222302,408.193378307,265.932939507,163.142871934,13.7997032399,13.8039953912,40.518850139
0.659361,77,178.911064233,14.0213,212.144064545,-14.3887,0.7166,38.9657,0.376329840763,14.0353,46.2302,112.844895115,77,208.024470239,13.7388276353,395.837810258,166.877261477,120.540580833,14.0230807306,14.0266928859,9.97262986281
0.693827,78,221.217285071,14.208,108.831111023,-14.5898,0.781963,39.262,0.386488710746,14.2229,46.5252,129.523472278,78,308.922034098,11.4324483221,310.555559875,185.34703721,100.6408081,14.2101993871,14.2136557943,35.1282078827
0.721754,79,271.541783671,14.3955,156.727907652,-14.7945,0.681441,39.5918,0.397126761039,14.4087,46.7577,146.469422145,79,317.016449897,14.6100008446,383.875760753,241.6075837,134.860285492,14.3988131804,14.4024658013,14.0810794475
0.681557,80,392.563719136,14.5876,174.799027153,-15.0068,0.701759,39.9376,0.38527456748,14.5998,47.0495,180.610867466,80,599.849251342,16.6670944029,333.874062423,305.959498747,120.346863133,14.5894274274,14.5920145881,99.3930509487
0.857018,81,371.380938459,14.825,277.821382154,-15.2331,0.734033,40.1959,0.411960871972,14.8372,47.2615,172.737917235,81,488.924654858,7.63790572379,467.463666674,319.457889845,120.54026291,14.8270345176,14.8298945454,42.494081865
0.827476,82,307.32144898,14.998,129.44534546,-15.3952,0.661712,40.5075,0.413752574817,15.0098,47.4867,158.666825873,82,340.400921243,6.93882439272,355.530526862,264.273547829,133.010255725,14.9998287593,15.0025730296,16.1132287713
0.850127,83,366.141306082,15.1958,182.539676391,-15.613,0.660739,40.865,0.419331180741,15.2091,47.7864,173.619206406,83,469.739817525,4.00593058285,393.528302974,318.698484743,151.624794405,15.1986329992,15.2016826317,36.2182444495
0.932971,84,328.583496791,15.4079,204.518799987,-15.8239,0.697731,41.1309,0.428669485559,15.4232,48.0276,163.489031944,84,343.547307916,6.74288938919,313.640023754,308.03872113,125.654714631,15.4107624771,15.4143209164,5.56910720554
0.93506,85,323.791338818,15.6584,190.330037624,-16.0682,0.663537,41.3889,0.428601074858,15.6694,48.2194,161.643826696,85,380.673993929,13.3701543912,435.223993081,267.538037897,132.940810694,15.659377293,15.6621710183,27.3956513061
0.884317,86,363.25390026,15.8774,130.280164658,-16.2887,0.782179,41.6824,0.422068176838,15.8904,48.4484,176.493952219,86,385.404068403,7.86287264429,386.586596485,339.830348349,120.082279418,15.8808322929,15.883748766,10.0498124512
1.02513,87,360.246546386,15.9791,271.832772663,-16.4015,0.732834,41.9884,0.45135119668,15.9917,48.7489,174.749117894,87,380.455889556,56.7298613635,370.361113116,271.38046915,89.8396101416,15.9819078061,15.9844307175,19.1567560318
0.986702,88,378.289703602,16.2146,181.208787125,-16.6263,0.766986,42.2586,0.439617965079,16.2275,48.9472,181.75678766,88,434.012552716,32.5554473673,355.404730857,363.943417815,123.557256691,16.2162129338,16.2193906632,10.2830718828
1.05608,89,400.910242375,16.3782,157.21160587,-16.7979,0.813902,42.6247,0.453688822016,16.3922,49.1984,181.913106639,89,551.981238241,32.0619091093,375.560896278,315.390146579,112.959132658,16.3819699862,16.3848674212,65.1422241816
1.06907,90,463.745128595,16.6484,265.125756371,-17.0826,0.800186,42.872,0.464346958636,16.6644,49.395,201.655391366,90,516.466948156,26.4749988111,446.027924157,342.042556947,154.783674602,16.6525209577,16.6572103162,49.8438074596
1.01337,91,425.790272949,16.8145,159.447125865,-17.2499,0.801974,43.1418,0.450112984131,16.8289,49.6208,191.268722296,91,492.157416439,11.8108853534,439.57710151,306.182001505,146.687045187,16.8148157034,16.81761899,44.0204716857
1.13054,92,477.17193041,16.9469,249.195633924,-17.3674,0.787745,43.4266,0.466147475697,16.9636,49.845,199.792626712,92,563.10630868,21.7025537238,501.281304523,303.134437688,186.230673938,16.9491429864,16.9534498101,67.304086676
1.11696,93,445.534074635,17.1149,241.913802534,-17.5547,0.77999,43.7159,0.474757539129,17.1292,49.9996,196.782101129,93,484.999472297,30.4351565132,535.368466425,399.350199655,159.54831053,17.1185700954,17.121436244,22.7308181254
1.06971,94,390.665915754,17.3941,214.756314059,-17.817,0.776785,43.9689,0.453699176931,17.4086,50.1713,184.040289336,94,464.474372274,7.77749906914,442.455035047,330.075862606,150.582982712,17.3953291192,17.3988878047,43.7454518144
1.10211,95,422.278189028,17.5553,334.127141841,-17.9956,0.760951,44.2914,0.469762305819,17.5711,50.3205,191.794229635,95,490.432853928,32.7661523312,552.529157708,370.096082024,138.682066964,17.5586860825,17.5616937673,33.7467934259
1.06396,96,381.895632728,17.7561,260.852469749,-18.1924,0.791201,44.5495,0.472500049918,17.7728,50.5442,181.431180105,96,519.871660294,39.3512634608,410.884110015,346.880843619,139.982506186,17.7579044153,17.7610047686,28.1201826675
1.15206,97,425.021201647,17.8444,193.801577399,-18.2827,0.747353,44.7842,0.482053316971,17.8615,50.7398,190.24858958,97,551.034061369,19.0966559269,362.860793475,168.527829617,130.432528371,17.8473170491,17.8515065573,66.229420408
1.33573,98,294.677194336,18.0193,300.146177179,-18.4576,0.751442,45.0663,0.504130328252,18.0382,50.9228,156.664111662,98,354.562332424,26.3085088902,518.405135458,271.028109152,174.738596857,18.0225816153,18.0280260375,14.3782810481
1.23311,99,355.423363798,18.2322,277.403453176,-18.6892,0.749593,45.3539,0.494590599837,18.2472,51.1092,175.655216322,99,420.148756002,28.8757603214,526.39350619,318.506883869,176.544004394,18.2348107036,18.2387388128,17.0874708948
1.10562,100,374.367701106,18.4616,303.157842693,-18.9154,0.790546,45.6,0.482354336567,18.4766,51.2676,181.870329786,100,453.077020331,69.6445045788,567.041553467,349.958776294,169.107039075,18.4612445141,18.4648508165,16.6678356126
1.17145,101,392.220438123,18.5909,266.088932687,-19.043,0.812281,45.9063,0.49477045157,18.6058,51.4149,185.085377452,101,440.22022021,26.9870971451,521.287950937,273.533774392,160.316242302,18.5961321284,18.5992427585,25.4996549257
1.23108,102,472.038479849,18.7514,176.509095224,-19.1961,0.805748,46.1693,0.501019244525,18.767,51.6734,205.002288878,102,493.316615969,18.5790767206,618.595557831,429.26494449,161.029695987,18.7527032969,18.7553915598,18.8688894036
1.39598,103,486.285071244,18.9874,151.443406708,-19.4584,0.806717,46.3966,0.533502587198,19.0012,51.8519,199.214073915,103,687.053924109,7.93467383488,614.071289842,388.811895458,184.16909091,18.9906260447,18.99363597,80.4788806251
1.40919,104,435.102893606,19.0137,190.01839829,-19.4968,0.803663,46.6468,0.527228418562,19.0297,52.074,194.779944905,104,536.512082616,4.14052604327,415.218861547,304.745348774,129.548679589,19.0164492758,19.0214433021,63.6757165695
1.39226,105,450.6764888,19.312,193.564848491,-19.7845,0.782969,46.8407,0.523019378513,19.3296,52.3038,186.96741972,105,559.163782239,30.5426049786,501.996551611,360.240212082,143.573322806,19.3148395199,19.3183326658,36.6980655146
1.24215,106,335.981927433,19.4011,204.743804838,-19.8925,0.796267,47.1104,0.519302795894,19.4199,52.4548,168.66951776,106,363.888113521,19.8883979069,520.569766665,272.094692696,155.453664315,19.404415948,19.408678757,22.0420237753
1.31477,107,522.224434954,19.6316,161.259529122,-20.106,0.840412,47.2921,0.514004639417,19.6513,52.6627,211.290603378,107,639.778709223,15.0174017076,447.836607554,409.597203667,155.160597042,19.6342392806,19.6385634054,53.5794731354
1.52795,108,410.338584229,19.8528,182.855368374,-20.313,0.807357,47.5928,0.551369100228,19.8704,52.8215,191.7951518,108,651.716218081,24.8566195206,454.666048476,304.169972657,139.569652353,19.8546902131,19.8582462125,39.9549324847
1.31262,109,423.622400189,19.9111,170.790284432,-20.3756,0.816039,47.784,0.516755332611,19.9272,53.0511,194.478613982,109,492.085793753,18.7212713516,381.471670433,334.056599748,145.720600223,19.9132239965,19.918006689,31.621212495
1.52863,110,542.496896969,20.08,212.546522026,-20.5297,0.801837,48.0328,0.544442261403,20.1,53.2604,213.608229022,110,759.030877439,18.7789464512,519.070008593,421.897098126,157.838399989,20.082021727,20.0864980414,81.8417323394
1.3798,111,199.87372014,20.2315,186.715912639,-20.7124,0.85578,48.3005,0.539175926609,20.2511,53.4783,119.530104738,111,498.558662596,17.1670224983,466.605778685,123.37065756,155.928840633,20.235905813,20.2391071021,64.3632573663
1.46989,112,404.840527087,20.3788,249.142319057,-20.8594,0.784148,48.5244,0.532809960742,20.3977,53.6073,170.59067301,112,567.847436829,31.7973791724,586.107951029,263.327537644,181.508520085,20.380652638,20.3846352056,74.3753392028
1.6849,113,83.5342315684,20.5529,316.896369099,-21.0556,0.853645,48.7009,0.557844899154,20.5665,53.7393,40.2253538883,113,649.797040074,16.2801155533,464.613589906,20.9416365632,143.676778293,20.554552932,20.558003584,163.357505505
1.61982,114,551.569013956,20.811,280.046242353,-21.3017,0.745598,48.9152,0.556733546345,20.8279,53.94,159.816770587,114,995.743531784,22.1014111196,527.919580249,347.209049923,189.777126432,20.8146878717,20.818040248,227.972494747
1.52078,115,554.461205816,20.9261,215.667060041,-21.423,0.773182,49.1552,0.548958197413,20.9406,54.1016,189.946162377,115,675.478914464,9.95136433652,476.335223166,389.011153235,170.586248713,20.9272044685,20.9299525035,77.6790537699
1.47934,116,350.374093939,21.0284,369.504831358,-21.5235,0.773885,49.3955,0.552508319891,21.0445,54.2626,171.626782562,116,375.277319561,36.2820419013,559.563178952,334.343738826,165.212432428,21.031888687,21.0342686677,7.22030304177
1.52451,117,432.768498457,21.2615,265.570454765,-21.7724,0.803726,49.5686,0.548935593355,21.2766,54.4559,192.869358534,117,579.97735049,33.4399644008,476.423917999,347.161903851,127.00450139,21.2649241152,21.2678837831,32.9870903666
1.6425,118,469.142188895,21.4455,369.130532321,-21.9531,0.771854,49.805,0.568449363008,21.4598,54.6541,192.171320994,118,586.805263983,206.560296288,745.324381994,269.64914201,171.514319314,21.4479398997,21.450466516,65.3205780747
1.64282,119,418.718851908,21.6383,322.267990818,-22.125,0.816605,50.0172,0.567776648829,21.6569,54.7941,182.574382042,119,546.17167891,60.5223140237,546.966256577,352.953827216,176.585650812,21.6387945711,21.6435741877,27.6172860048
1.6904,120,363.346960484,21.8197,259.346977429,-22.3214,0.843735,50.2341,0.574737893171,21.8404,54.9147,173.720544988,120,466.650637293,39.7689077849,464.143838578,262.999363945,138.207088004,21.8247776983,21.8291338557,53.5210083961
1.63517,121,370.447180811,22.015,356.951025672,-22.511,0.842279,50.4678,0.567251941061,22.0335,55.0897,176.512475332,121,608.598831208,120.220796647,562.155344335,272.278961408,139.880532065,22.0170471328,22.0204678014,83.9454800222
1.49884,122,473.961270757,22.1128,233.16530193,-22.6058,0.787962,50.6928,0.547983918893,22.1309,55.2067,197.404920598,122,500.009236581,6.40511386447,430.082275123,428.537955164,146.896462289,22.1155058588,22.1191897758,17.2003028664
1.67405,123,405.321346378,22.2938,226.277825291,-22.7561,0.800189,50.8717,0.568979424905,22.3112,55.3869,182.064216648,123,425.899751939,12.0558350493,449.435911919,392.823901214,154.933079747,22.2973585359,22.3019498645,6.250224323
1.84203,124,388.945667363,22.2958,270.60072493,-22.7586,0.826656,51.0486,0.571691678731,22.3134,55.5588,177.146002657,124,556.812486737,30.5059092746,562.018227516,302.79225463,182.357028608,22.2979252724,22.3009176553,75.7675008944
