AveragePolicySurr,StdReturn,AverageY,AverageAction,AverageAbsY,AverageQ,AverageReturn,MaxReturn,StdEsReturn,AverageDiscountedReturn,AverageAbsQYDiff,QFunRegParamNorm,MinEsReturn,Iteration,AverageQLoss,Epoch,PolicyRegParamNorm,AverageEsReturn,MinReturn,MaxEsReturn,AverageAbsQ
-22.7294,1.29136853665,21.7543043146,0.875569,21.8373228025,21.7533,91.9972966867,94.2933943438,2.89140028624,35.5631102103,0.777579781073,74.3383,85.4702204082,55,7.63141,55,29.7939,91.1525347897,90.6059307166,94.5675534211,21.8448
-24.0435,0.470796698393,23.0626731471,0.775835,23.1280233677,23.0767,91.8292337458,92.5304878959,1.82778132383,30.0815642924,0.863863992786,75.2242,88.8424697191,56,8.44134,56,30.0258,92.3039314601,91.0776264421,95.0154850258,23.148
-25.3296,0.467835993513,24.4072920067,0.777899,24.4587961121,24.4161,92.4249216499,93.192493942,2.56478137403,33.4831591698,0.82185634825,76.1249,85.9643694613,57,7.46167,57,30.1515,92.4506502253,91.3048285504,95.6157451548,24.4788
-26.3826,1.94551532445,25.4908356516,0.727017,25.5297586127,25.4932,91.2398838814,93.9754728693,3.27504778163,26.5047739447,0.884111897217,76.765,89.1022281717,58,8.7408,58,30.2279,92.4667797813,85.5454469082,99.7116285624,25.5427
-27.8199,1.0783213952,26.9862756145,0.697551,27.0113311794,26.9788,90.5302787745,92.0309038509,3.17545064796,21.1398803463,0.785238788585,77.6592,87.6807256349,59,8.25189,59,30.3191,92.1364802736,89.2961273436,99.3332301949,27.0103
-28.9188,0.999077169821,28.0510907218,0.812299,28.0686902216,28.0585,88.1274868365,89.3419707051,4.1125673446,17.3669581657,0.931213473122,78.5511,85.0442274921,60,9.50822,60,30.4756,91.8119511699,83.7278794133,99.66606249,28.0928
-29.4488,1.57221153258,28.616795968,0.891563,28.6285688414,28.6148,92.3861988026,94.0101559006,3.52301635547,38.569300439,0.875613018637,79.077,87.6235004809,61,9.15806,61,30.5699,91.226640008,86.5961654271,98.1233696928,28.6397
-30.2713,1.93672997388,29.4886873119,0.853677,29.4982937194,29.4855,92.1140651189,93.9706446292,5.72565224099,36.2311513639,0.904073651799,79.7927,77.3277573266,62,9.68424,62,30.6484,88.5586012125,85.9582319416,94.0624713224,29.5115
-31.3915,1.99564197589,30.638043862,0.897725,30.6458566824,30.6405,91.8388644702,93.7253975588,2.8201826699,36.6332831929,0.857682045205,80.4866,89.5071542812,63,6.60981,63,30.7613,92.2215516694,85.8416048006,98.6584943739,30.6691
-31.9063,1.61898349417,31.1937529687,0.945095,31.2011722129,31.1931,92.1194855271,93.5655427472,2.2433569133,39.4298161684,0.84798192672,81.2055,86.4091200336,64,7.18424,64,30.8925,90.6559483951,86.6978491795,93.7148512158,31.2248
-32.41,1.62097685327,31.7481622597,0.936491,31.7572843821,31.7471,92.3031200636,93.5691876995,2.44782069705,40.0999732754,0.829024880306,81.8853,86.7210624054,65,6.81245,65,31.0145,90.6429123964,86.023998579,93.4816169998,31.7741
-33.285,1.2389395078,32.6612629351,0.925211,32.6701096346,32.6624,92.2002352594,93.3459941059,3.99607608745,38.974846317,0.811183787718,82.6758,85.3933849033,66,7.29116,66,31.3745,92.1123795639,88.4433591468,99.4361523682,32.6863
-34.1441,0.278288570037,33.5924581998,0.991784,33.6021407689,33.5978,92.790161686,93.215280854,2.71229176649,43.5279558358,0.740819305946,83.2783,87.1422674045,67,4.37326,67,31.4646,91.8332808145,92.2948634294,94.6292923369,33.6119
-34.9968,0.188196648274,34.3678219585,0.993329,34.3757347085,34.3703,91.8433030391,92.423514776,1.85832716428,38.6790764582,0.78292791082,83.9882,88.9729354576,68,6.22558,68,31.5797,92.8501230553,91.5243215884,95.5202728075,34.3794
-36.033,0.240113749558,35.3104349327,0.992781,35.3209612,35.3146,91.1332279009,91.643937279,2.75118932271,35.2908543125,0.80087510726,84.6655,86.0938245507,69,5.54752,69,31.581,92.3705392064,90.6365805737,94.8697172149,35.3336
-36.962,0.179064675523,36.2079733262,0.993026,36.2221393551,36.2117,91.0867043379,91.4995718394,2.52168805057,35.0809100904,0.842500351172,85.5289,88.3483288647,70,6.1499,70,31.6822,93.0205240601,90.5351060214,99.1448325999,36.2309
-38.1316,0.17982354537,37.2907626735,0.993231,37.3037263238,37.2935,91.0242366102,91.2294166721,1.01870513385,34.8051013573,0.864428148179,86.4367,91.7634085708,71,6.93059,71,31.8728,93.3389063256,90.3515507754,94.4843302418,37.3121
-39.5283,0.224322137594,38.6470492902,0.994894,38.6575390262,38.6507,91.0948074597,91.3811782015,2.16922958464,35.1890915945,0.829726099885,87.3819,87.1883309629,72,5.88513,72,32.0772,92.7274936532,90.4086802765,95.4839316713,38.6635
-40.2949,0.175527892871,39.3615297299,0.995897,39.3693838662,39.3644,91.4599737755,91.8293467535,1.75270910748,36.9167634568,0.874706821727,88.3165,90.5781626998,73,6.66733,73,32.2379,93.2553907365,90.822698415,97.4191075547,39.3776
-41.1729,0.215967233967,40.2296166392,0.995516,40.234286366,40.2249,91.7528536546,92.121937415,1.4454182447,38.3143696557,0.863937047373,89.229,90.3796385098,74,6.73472,74,32.3905,93.7771141359,91.0821168461,96.1471865885,40.2333
-42.874,0.203483463209,41.8505775826,0.995582,41.8527937059,41.8541,91.5910939546,91.8859224303,1.46778313646,37.5329620126,0.816808217505,90.0958,90.3443330515,75,5.57571,75,32.6234,93.8002402632,90.8059531185,95.6124478077,41.8613
-43.9163,0.144881363402,42.8517904789,0.993686,42.85278954,42.8508,91.8792422359,92.4000291823,1.49354562591,38.8638598386,0.937081114995,91.039,90.3737835652,76,7.01051,76,32.771,93.8911371222,91.5719838128,96.8982076897,42.8578
-45.741,0.0611796451164,44.6429304232,0.993861,44.6436943714,44.6417,92.3128646896,92.4000639212,1.33618525037,41.0547886496,0.845652365431,91.9589,90.5127370164,77,5.10483,77,32.8796,93.6287934071,92.1856336683,95.3547975536,44.6465
-46.3635,0.129872353039,45.2403929165,0.995782,45.2412066718,45.2417,92.3476824246,92.5000178933,2.2141935896,41.3045262007,0.884960545803,92.9601,86.1988024818,78,6.50569,78,33.001,93.0637976775,92.0352543669,94.4938844049,45.2454
-48.3835,0.0877800080618,47.2256080617,0.995578,47.2264631032,47.2259,92.6649291274,92.7999790637,1.82389648234,42.9639916108,0.865953851416,94.0207,88.5051724751,79,4.8733,79,33.1305,92.8798029458,92.416953641,95.0593400627,47.2288
-49.2867,0.110523677533,48.0953118842,0.996454,48.0959711478,48.0942,92.6650708033,92.8000225935,1.98886628295,42.9956704593,0.780460297609,95.1217,90.2161175467,80,3.38826,80,33.1781,93.8755861331,92.3005408526,99.1400010876,48.0956
-50.5684,0.0831571443649,49.3601790438,0.996588,49.3604593399,49.3588,92.5412081403,92.6999743267,0.985447828779,42.341238123,0.846192855449,96.2645,90.934070071,81,4.84523,81,33.236,93.8797642102,92.3041520283,94.8191760666,49.3596
-51.9264,0.0911337363337,50.6966763266,0.996694,50.6967153693,50.6954,92.7573554213,92.8997737645,1.92109926001,43.4978510136,0.827372238181,97.2066,90.0407025641,82,4.61082,82,33.2459,93.8711153669,92.6007957049,97.3158398129,50.6954
-53.5634,0.0579680070167,52.3224740549,0.995696,52.3224870502,52.3216,92.9100768672,93.0000136839,2.07295790589,44.2931195654,0.804627707317,98.3346,89.6096226339,83,6.06709,83,33.2836,93.4388479748,92.7003219412,97.111885245,52.3216
-54.5897,0.0606303020856,53.3045404583,0.996492,53.3045517199,53.3038,92.7306598845,92.8007319984,2.16723210454,43.3465294815,0.735167941254,99.3604,89.1134603755,84,3.94315,84,33.2919,93.4972745384,92.6003779192,97.3878039231,53.3038
-55.7311,0.080860001383,54.4661211112,0.995381,54.4661447982,54.4616,92.6312543221,92.7906845753,2.55134269813,42.7769499169,0.746833742372,100.469,87.5728406898,85,4.06264,85,33.313,93.4167451968,92.400491018,98.5694438797,54.4616
-56.8012,0.0581952331115,55.5207990646,0.995423,55.5208109066,55.5144,93.108239952,93.1999434805,1.88783879716,45.3804070791,0.738708055952,101.514,90.4771815296,86,3.27357,86,33.2988,93.9956943181,93.0001087773,98.407393344,55.5144
-57.851,0.0838081348079,56.5803944139,0.996155,56.5804049354,56.5753,92.7403385824,92.8999194078,1.61232954123,43.3876789066,0.760087570003,102.531,90.0074311901,87,4.44357,87,33.4031,93.7520826168,92.5895583698,95.2802575304,56.5753
-59.3778,0.0942149118794,58.085404291,0.995847,58.0854087204,58.0782,92.7786637452,92.8998530478,0.792449260544,43.5842742968,0.718748771218,103.516,91.5498837626,88,3.50206,88,33.4835,93.7777139183,92.6003343839,94.7293654376,58.0782
-60.5522,0.107566719579,59.3086831344,0.995287,59.3087125579,59.303,92.5516882629,92.6998913715,2.30015374451,42.3523899871,0.814853561649,104.482,88.9340092505,89,5.8057,89,33.5509,94.0481702388,92.3004574405,99.4,59.303
-61.8148,0.0936726703185,60.5184184405,0.996412,60.5184290068,60.5074,92.4654803168,92.5995217162,1.19643776326,41.9375582206,0.791776593324,105.491,90.6450933993,90,4.69162,90,33.6123,93.2062804535,92.1540240091,95.0873413382,60.5074
-62.7963,0.139524903606,61.5281709045,0.99697,61.5281824031,61.5169,92.0313582902,92.5,1.07295658525,39.7356003792,0.868954581339,106.527,90.3405516359,91,5.65069,91,33.6688,93.4750810967,91.6973469018,94.7457412203,61.5169
-64.0293,0.16038073073,62.7536383963,0.996063,62.7536563971,62.744,91.9749216773,92.4026885908,3.25011737427,39.4238660385,0.841173214496,107.541,86.808793298,92,5.45639,92,33.7842,92.6669706109,91.5049798859,99.0637415931,62.744
-65.0969,0.148781380026,63.8336802743,0.997172,63.8336943803,63.8216,91.8539964259,92.3656619495,3.6880338377,38.8617227415,0.813273312503,108.34,84.2934192009,93,4.2057,93,33.8497,92.3741666644,91.4016299718,98.2502581513,63.8216
-65.8931,0.183738524077,64.7105779622,0.996033,64.7105988411,64.698,91.8268157271,92.2751811865,2.49381311381,38.6911078071,0.833399805083,109.417,85.9179338557,94,4.45419,94,33.9522,91.1583799231,91.3048973507,94.0821550911,64.698
-66.8545,0.14763944374,65.6437587692,0.997548,65.6437755741,65.6331,92.0394124203,92.5,1.47513245003,39.796805439,0.785372096867,110.302,89.1140805409,95,3.57786,95,34.0023,93.2045897005,91.7009081182,94.5502222905,65.6331
-67.6244,0.160969628314,66.4074324141,0.997642,66.4074533056,66.3925,91.99013588,92.5,1.28302730931,39.5544075397,0.880952521577,111.086,90.6460922043,96,5.58626,96,34.0267,93.5041382784,91.6010590067,94.9647250082,66.3925
-68.5185,0.156043639387,67.3756632204,0.997362,67.3756740881,67.3638,92.0591006691,92.5,1.89511073553,39.8898637239,0.772896033385,111.985,89.2804913979,97,4.58959,97,34.0887,93.2424977696,91.7071153233,95.5726927844,67.3638
-69.1398,0.12952222679,68.0081848093,0.997598,68.0081919696,67.9989,92.0859832189,92.5,2.34165427045,40.0316473473,0.756610501477,112.822,89.6542364864,98,3.31282,98,34.0983,93.7584420585,91.7012491505,99.7070745393,67.9989
-69.6256,0.133930033244,68.5812124303,0.995676,68.5812231993,68.5717,92.2568835043,92.4,1.49418087745,40.8328591607,0.78635389943,113.652,89.9676405405,99,4.23837,99,34.184,93.2623968519,91.9003271415,94.8230320066,68.5717
-70.0758,0.121274413895,69.0376225289,0.996138,69.0376555858,69.0286,92.1585234758,92.5,3.78778574058,40.3465700811,0.781305543843,114.427,83.8287587761,100,3.96183,100,34.1924,93.3468875308,91.80161464,99.0279080299,69.0286
-70.9062,0.101305257794,69.897311308,0.995797,69.8973237315,69.8895,92.4523111964,92.5971887447,2.62353374523,41.8476312573,0.757445166976,115.142,87.8160950725,101,3.94826,101,34.2257,93.3654742341,92.2002940357,98.0094869309,69.8895
-71.3967,0.092820054772,70.4268789489,0.998422,70.426891075,70.418,92.420312789,92.5267659659,2.481310461,41.771101022,0.760576205727,115.803,88.2859080264,102,4.19991,102,34.2676,92.1370770536,92.2002622365,94.6500589837,70.418
-71.8429,0.104135868403,70.9301295517,0.997844,70.9301393098,70.9221,92.5236149966,92.6994460629,4.55794553041,42.2927103438,0.683157941803,116.382,83.566882048,103,3.18506,103,34.3583,91.5388070142,92.3000581456,98.661902137,70.9221
-72.1972,0.110686042002,71.3234310459,0.995826,71.3234529277,71.3197,92.6109711788,92.7999991607,1.54839904046,42.6855796914,0.714563506725,116.998,90.3428882051,104,3.57527,104,34.3653,93.379193684,92.3106457457,94.8579182352,71.3197
-72.2356,0.0791665861088,71.4175276078,0.995216,71.4175435126,71.4091,92.7457399949,92.8976949141,13.103444842,43.3846021047,0.71651591515,117.394,59.8500889094,105,4.47921,105,34.3538,89.056583744,92.6001427141,97.1270817358,71.4091
-72.7113,0.0726404204369,71.9764400787,0.998184,71.976454407,71.9693,92.8130715315,92.999999067,1.43619555026,43.8494115564,0.750780108973,117.848,88.9540666312,106,6.01978,106,34.3857,93.6156023911,92.7000942712,94.9169059249,71.9693
-72.6847,0.0704308809467,72.0072883313,0.998766,72.0073137838,72.0011,92.6944304844,92.807003757,1.15447367761,43.229971536,0.617985918714,118.272,90.5909752641,107,3.11664,107,34.3728,93.8659978811,92.5987961472,95.8718336846,72.0011
-72.8255,0.0617306861846,72.1564002973,0.998613,72.1564079776,72.152,92.7593338494,92.8985465418,3.48705132745,43.5730662492,0.562385953841,118.654,86.9430785153,108,2.17349,108,34.4028,92.646580684,92.6000815546,99.4,72.152
-72.8663,0.0703404835221,72.2307535566,0.996079,72.2307882322,72.225,92.7140804839,92.8144582831,2.33856805874,43.2437116761,0.688916323396,119.037,86.7304920056,109,4.5721,109,34.4143,90.3259866288,92.5053829037,93.999115845,72.225
-73.0398,0.0727941280474,72.4909728574,0.999061,72.4909864181,72.4873,92.6407419736,92.7338447877,2.00961386563,42.9534264736,0.62056884996,119.363,88.1694028108,110,3.47827,110,34.486,90.7543429311,92.5000100492,94.0253439721,72.4873
-73.0247,1.9702307556,72.5049776389,0.996348,72.5049917166,72.4957,91.9909543201,92.6930962242,1.56905637599,40.3101732009,0.668853362778,119.685,90.5689760088,111,4.64292,111,34.4856,92.8989169364,84.6897247173,94.9541582215,72.4957
-73.1416,0.0592997894857,72.6296626072,0.995511,72.6296710743,72.6272,92.7681173375,92.8999946263,2.595383488,43.5143625704,0.611797762167,119.947,84.7456638693,112,2.81286,112,34.5917,91.1976328823,92.6421921796,93.4129141512,72.6272
-73.4095,2.47075047956,72.8878973191,0.994962,72.8879022975,72.884,91.6147263065,92.7111206491,3.48719431203,38.8468784382,0.568293318979,120.204,87.29648418,113,2.64396,113,34.5837,92.4722579456,84.9350782547,99.80277228,72.884
-73.5208,2.49211683788,73.0525987917,0.996641,73.0526137223,73.0483,91.6148116527,92.8256905889,2.51543244821,38.9682549947,0.611703813205,120.404,87.6664809508,114,3.31049,114,34.6626,92.2841460767,85.1285134677,96.7813472437,73.0483
-73.3557,3.30809890084,72.8458248029,0.997859,72.8458480619,72.8393,90.2655449367,92.6431716673,1.51805594657,33.78046802,0.61869833368,120.805,88.397866489,115,2.667,115,34.7355,90.1729787838,84.9116450161,93.3917438727,72.8393
-73.573,2.41511103827,73.0749766541,0.9971,73.0749803921,73.074,91.0599286185,92.4000007033,2.93935667207,36.2114940556,0.640988484375,121.314,86.6264691707,116,2.66017,116,34.8244,91.5745085116,84.2029465392,96.0737621828,73.074
-73.8269,2.85327279129,73.2628532703,0.994258,73.2628727323,73.2599,88.1635986927,91.9540598158,3.45777087506,24.9611803982,0.624060134761,121.658,85.1080625492,117,2.92879,117,34.9406,89.73435533,84.3241117996,97.0984852554,73.2599
