PolicyRegParamNorm,QFunRegParamNorm,MinReturn,AverageAbsQYDiff,AveragePolicySurr,MinEsReturn,AverageQLoss,Iteration,StdEsReturn,AverageAbsQ,AverageAbsY,MaxReturn,AverageDiscountedReturn,StdReturn,AverageQ,AverageReturn,AverageY,AverageAction,MaxEsReturn,AverageEsReturn,Epoch
135.349,426.214,139.145156543,33.3149670399,-1079.94,3.58544593998,7335.24,1659,31.4046907794,1023.47,1021.71829246,1406.00593238,130.728057781,317.257269373,1020.61,483.706952294,1020.56865467,0.643455,160.377936608,22.0348952247,1659
135.363,426.343,161.97001985,33.7389102217,-1079.23,4.07641713991,7430.1,1660,32.9724274399,1024.62,1022.93178815,1687.93599144,152.872534002,337.555635074,1021.65,505.614811798,1021.69978143,0.721909,149.580320334,23.4391826777,1660
135.374,426.506,170.842407109,33.1631997463,-1082.02,4.00794189602,7285.85,1661,18.2717065645,1026.22,1024.48777744,1757.9245707,152.874635784,406.197760106,1022.96,656.639984384,1023.00617015,0.718226,82.4028009731,17.7918799222,1661
135.409,426.678,139.634043412,33.1465479205,-1084.55,3.99284922743,7323.34,1662,30.1660176569,1028.27,1026.45431537,867.511555722,80.149651756,229.989228767,1025.26,495.595931343,1025.18575584,0.529716,183.51955239,21.8410520409,1662
135.443,426.83,106.400135797,33.8342930909,-1083.87,3.41829326813,7755.65,1663,26.1530423523,1028.84,1027.2087438,786.017363096,92.0217051635,130.534109357,1025.9,162.140085837,1025.87370445,0.65452,149.571662244,18.0682211358,1663
135.425,427.004,176.890938303,33.5799408546,-1083.09,3.34912453685,7380.84,1664,26.3056129192,1026.36,1024.64706296,1238.73771949,103.110134412,329.795738171,1023.27,599.18057306,1023.29746536,0.581491,117.421038456,22.7880300063,1664
135.472,427.186,182.226818711,32.7638700364,-1084.85,2.88646343977,6984.67,1665,28.1200990006,1028.89,1027.37134444,1370.90593908,149.04398548,362.885762569,1025.93,658.534077138,1026.01405514,0.670956,118.808898743,24.8408426703,1665
135.469,427.357,112.004567011,33.1410338646,-1083.19,3.87278967051,7434.92,1666,31.6727948755,1028.18,1026.29918702,896.423833912,88.4229754106,249.959728249,1024.99,487.720192195,1024.97829288,0.615615,147.255406509,26.9429331655,1666
135.508,427.46,169.948425729,32.8021673564,-1086.3,1.12637953239,7268.84,1667,27.4330604188,1030.07,1028.38779877,1229.25740819,115.897628233,311.224060187,1027.09,514.184823178,1027.19029123,0.626307,139.855910889,17.5256799596,1667
135.521,427.602,65.0182071946,33.2559020301,-1089.72,3.47329162112,7402.2,1668,19.2714673278,1034.52,1032.85385407,1402.80534559,130.666798365,419.253746926,1031.56,673.616678865,1031.56536214,0.689919,91.6859899098,18.0170589268,1668
135.514,427.79,197.290561785,32.9138463391,-1089.26,3.78020184395,7050.27,1669,46.8115203875,1033.49,1031.70115558,1910.1308449,145.063607543,475.894168749,1030.43,736.34254217,1030.40380261,0.707059,268.068474279,28.5092789828,1669
135.55,427.953,214.411272608,33.7049006759,-1088.06,4.04338727708,7864.15,1670,25.1658076378,1033.64,1031.98683866,1975.41458939,151.95026513,418.882592006,1030.69,656.659630482,1030.68483051,0.716821,116.724982564,22.5332307651,1670
135.625,428.167,65.8470914902,34.7699884827,-1087.37,3.97676701314,8056.78,1671,36.2454055725,1031.05,1029.34591688,1256.39329675,154.497357011,277.266560759,1027.99,448.167953467,1027.94238241,0.777128,222.781419656,24.7667899803,1671
135.62,428.332,197.291048928,33.5554890521,-1090.64,3.9562301472,7540.67,1672,26.0866235202,1034.84,1033.21316261,1999.23244804,149.102751327,465.91935477,1031.77,868.975952159,1031.79639522,0.672055,139.693435466,20.6375297759,1672
135.656,428.506,145.172417704,33.772034721,-1089.08,3.87765758264,7665.36,1673,31.0006650474,1032.27,1030.70999101,1018.85914927,111.412081703,317.011053313,1029.34,513.363694739,1029.37872668,0.57832,117.857912929,35.2504426925,1673
135.697,428.602,114.645846784,33.8359521979,-1089.64,4.08605010053,7949.8,1674,26.0853081488,1034.88,1033.10608625,1435.85492902,144.207267732,373.0177721,1031.64,516.792984312,1031.63676674,0.734175,119.699378429,23.9080290334,1674
135.708,428.754,172.479360352,33.1355213761,-1091.25,3.95813594368,7464.33,1675,26.5699634097,1035.25,1033.64939168,1354.81530928,167.327837445,305.58249528,1032.19,595.118402253,1032.23813299,0.775719,128.227628,21.1341679918,1675
135.791,428.961,61.9079577057,33.2923664533,-1088.15,3.75092027657,7559.85,1676,72.1722286681,1030.83,1029.21472041,1667.44019066,120.766807926,448.679244889,1027.76,522.613633397,1027.80229491,0.696579,451.615809758,32.8404619554,1676
135.801,429.169,63.490962057,33.9072304062,-1088.65,4.00386487806,7581.51,1677,43.5805086876,1031.01,1029.38006199,1183.84289013,139.675427287,246.949529416,1027.95,407.390196186,1028.00155287,0.745887,315.739894321,22.3515355193,1677
135.842,429.37,203.932884301,34.2184068648,-1088.53,3.40351803298,7872.92,1678,23.9489326237,1033.31,1031.75987267,1344.49364601,173.44493868,263.223556072,1030.23,561.194744615,1030.3318609,0.725278,104.33111939,22.5362178405,1678
135.888,429.54,130.016264154,34.0281327884,-1091.08,4.25904441395,7614.28,1679,52.695245473,1035.41,1033.66362575,1737.53966706,160.655220562,362.396435453,1032.25,615.068350993,1032.16786603,0.723015,255.411451997,33.2755499359,1679
135.971,429.708,188.579305263,33.900030171,-1091.91,3.92402123595,7696.75,1680,29.6617559544,1035.58,1033.96437902,1938.71167058,177.159501734,345.918463764,1032.49,657.998086974,1032.47208693,0.737803,124.409294498,22.3908084517,1680
135.985,429.886,66.1198805113,33.5150547022,-1090.31,3.98160095796,7320.47,1681,33.2250966325,1034.05,1032.32942296,1269.80074054,78.7499278141,241.631533654,1030.68,182.654164174,1030.7497757,0.751553,169.087322148,20.692961774,1681
135.999,430.08,159.121390844,33.9961940036,-1092.06,3.66622042112,7716.66,1682,29.1637628842,1033.95,1032.26832479,1632.59114558,139.320576181,323.339126697,1030.72,533.671157976,1030.70337378,0.698638,157.040664032,21.9687813222,1682
136.051,430.268,138.866390808,33.0527009713,-1094.12,3.68108410765,7187.74,1683,18.2415668442,1037.09,1035.40353941,1444.38093903,108.98459843,455.544138262,1033.95,669.949658556,1033.93670245,0.706963,71.9987631574,16.7998189406,1683
136.089,430.463,162.66418175,33.9050138937,-1095.16,3.59318446956,7600.96,1684,26.4551776422,1038.47,1036.73428783,1735.90031681,159.591616564,378.369474742,1035.15,747.380931953,1035.20285077,0.735611,133.156832165,19.3389637129,1684
136.107,430.617,202.383460047,33.7123936771,-1096.51,4.12276869682,7646.36,1685,18.0146847316,1039.39,1037.47591588,999.397964447,148.051076995,190.253740036,1036.08,485.449300625,1036.07896841,0.766438,86.3153285114,16.00618037,1685
136.132,430.751,237.475678737,33.9715059227,-1098.41,3.60069805669,7664.78,1686,49.3827226882,1041.88,1040.07621,1129.97533801,152.109057113,215.205247877,1038.66,655.581970932,1038.66238386,0.789313,262.166365033,31.670689058,1686
136.185,430.94,67.7110236202,33.5728128254,-1093.9,4.08917142042,7211.76,1687,21.8337874666,1039.91,1038.05674231,1196.41636712,142.139868709,235.572796158,1036.61,427.621791182,1036.70717053,0.720526,132.462330022,18.4930795424,1687
136.243,431.06,416.221305925,33.6782987051,-1094.7,3.93919971871,7588.75,1688,36.2943495116,1039.37,1037.69786646,1316.73249097,188.396023486,193.694973805,1036.24,714.404016854,1036.24201687,0.754854,150.853619493,29.3871346882,1688
136.275,431.241,256.578467772,33.5985595773,-1093.37,4.1967142755,7416.05,1689,78.3882070662,1037.83,1036.01379528,982.887879678,152.576117122,155.476649542,1034.48,562.30980719,1034.49312574,0.789412,434.124613516,40.9414212733,1689
136.316,431.433,248.986146087,33.10240069,-1095.62,4.05162433733,7365.89,1690,28.5634104413,1039.07,1037.29338644,1368.10972939,144.695773935,295.219090736,1035.88,656.638762895,1035.84936556,0.765994,111.262199665,23.3020796699,1690
136.342,431.566,133.504690468,34.4685418987,-1096.07,3.4843350348,8044.82,1691,20.1033199435,1040.44,1038.66631599,876.69286695,170.81875895,141.110285942,1037.3,449.828020407,1037.28059792,0.794507,86.7723266446,17.7849665689,1691
136.379,431.721,61.1011503211,33.428588361,-1094.83,4.06118276878,7418.21,1692,31.0908839581,1039.23,1037.50144242,1413.80718175,149.965824112,229.967681084,1035.89,528.426054994,1035.95420896,0.771619,172.616727883,21.9145434135,1692
136.416,431.889,216.412920581,34.2265289462,-1096.73,2.03119810599,7698.92,1693,39.9201594226,1037.95,1036.07615513,867.711232693,168.660226915,136.806535546,1034.46,457.030678045,1034.4924258,0.800884,197.455493378,22.5878366166,1693
136.478,432.08,323.769057552,33.5824404369,-1096.96,3.63621282443,7419.16,1694,47.0172032946,1040.18,1038.39682427,1839.19314038,195.813208936,238.743377025,1036.76,556.452163214,1036.77212662,0.833986,355.506704782,20.4427674394,1694
136.47,432.228,119.262133889,33.733998758,-1097.66,3.7379569078,7434.37,1695,21.2535840827,1041.72,1039.88009462,1241.25697384,139.985831927,309.630045616,1038.24,741.175945713,1038.26058825,0.724487,96.3958108475,16.9668936352,1695
136.501,432.393,238.13512652,33.8621996617,-1097.66,3.47542087116,7481.7,1696,30.9953475435,1040.66,1038.78381043,1108.79095351,170.143354987,205.230954646,1037.34,612.873945656,1037.26555249,0.788003,100.843118471,29.5030476574,1696
136.507,432.502,113.881227257,33.2436257698,-1096.79,4.04368237204,7124.39,1697,61.683934985,1039.52,1037.62111962,1386.71734427,113.522913476,367.301786782,1035.99,506.598348231,1036.00273532,0.682126,270.267937789,35.3799958725,1697
136.576,432.654,122.40985356,34.7571350145,-1095.86,3.82169999948,8163.74,1698,33.798197597,1038.13,1036.2342584,1289.09666708,128.959461189,297.978428971,1034.57,523.50100254,1034.61057405,0.722498,156.225721585,29.2860628168,1698
136.625,432.814,165.242430285,33.6158262754,-1094.56,4.15633173095,7748.2,1699,41.6152243077,1039.16,1037.42129711,858.537698151,163.107281775,153.466441819,1035.83,374.447800802,1035.86364246,0.69544,235.367655536,21.3871237967,1699
136.689,432.996,57.1760391611,33.8495921607,-1093.06,3.90728824567,7817.26,1700,28.9391852986,1036.44,1034.67462743,917.918897762,192.870394567,213.275100559,1033.03,594.526069462,1033.10677332,0.737885,202.946238122,20.4275705624,1700
136.711,433.165,45.2035591258,32.7805472617,-1095.86,3.91263966892,7070.72,1701,34.5898945935,1039.46,1037.75594103,1029.70004795,92.9287261293,246.981696243,1036.38,478.839557891,1036.37734756,0.553222,170.955057275,24.8783033662,1701
136.713,433.355,272.29842822,33.6563865366,-1094.19,4.0006614535,7409.7,1702,55.271353854,1037.71,1035.93111595,1068.35947911,162.731196334,117.62467912,1034.42,397.351261128,1034.40506904,0.757958,300.115670188,29.341902682,1702
136.726,433.496,290.425199175,34.1989810574,-1092.89,3.60712628619,7641.05,1703,45.8020148636,1035.2,1033.4323474,1157.34813373,132.315198432,195.507413171,1031.86,587.841374324,1031.80519514,0.694884,357.945698387,17.5465578417,1703
136.74,433.66,57.6139620854,34.2425282411,-1090.94,3.59299264822,7793.65,1704,49.147273047,1034.21,1032.40445262,786.192140301,102.262855755,134.977127449,1030.89,404.783072194,1030.90717891,0.584424,313.288106774,26.3194914633,1704
136.74,433.835,189.847673069,33.3911171537,-1093.16,3.41352460285,7551.71,1705,19.0107181205,1036.62,1034.74530108,653.191007663,167.264600027,100.609184171,1033.48,417.313683024,1033.4304099,0.733457,94.1340006571,14.6750804805,1705
136.784,433.998,40.2839971045,33.5273918432,-1090.91,4.15694299324,7336.12,1706,48.5730837051,1034.26,1032.64112111,1120.45621079,117.112624254,210.553124081,1031.16,467.509687075,1031.24677794,0.691788,314.226651406,25.9409745491,1706
136.845,434.076,247.779773402,33.7639461511,-1090.43,3.49074787028,7607.81,1707,18.7752366532,1033.81,1031.81527163,680.980586266,173.726434965,93.6836274176,1030.49,404.63019236,1030.47590987,0.740564,99.6160168808,15.9075559033,1707
136.843,434.249,230.898303469,34.541697974,-1088.42,3.59242096294,7768.38,1708,27.2858985305,1030.1,1028.35653324,811.814069288,164.860689287,114.958018293,1026.95,453.228297595,1027.00736767,0.787266,154.500676123,18.4408323631,1708
136.869,434.36,56.3948406135,33.8605411246,-1090.59,3.4370440769,7601.81,1709,37.789806585,1032.73,1030.69150233,621.506134773,69.8456012381,139.079099015,1029.32,213.638920808,1029.26773153,0.594702,235.475088202,20.3055411567,1709
136.904,434.489,194.954295556,34.0963542693,-1091.39,3.62537488744,7761.89,1710,31.1270850212,1035.38,1033.54356392,1343.64701158,126.909921367,245.442521586,1032.09,568.787373474,1032.16262362,0.673595,135.588159168,19.9458088381,1710
136.968,434.626,313.542915663,34.5956201644,-1089.53,3.41444079806,7937.1,1711,29.1040615973,1032.31,1030.58662979,753.496716078,139.023033432,102.751425089,1029.15,489.768471194,1029.15331501,0.745817,161.094436456,19.2259530429,1711
137.044,434.741,324.37819247,33.917717295,-1090.11,3.50456069771,7694.15,1712,15.5221548919,1032.47,1030.53597166,983.079337238,141.710521362,155.061983112,1029.13,561.359948571,1029.17452781,0.783526,65.1661084356,13.7992169764,1712
137.047,434.889,252.538957702,34.0719273592,-1089.07,3.54204055985,7622.47,1713,21.8341835562,1032.35,1030.55806507,774.121053513,167.24038362,98.9664640701,1029.08,435.69352432,1029.10765648,0.821384,111.153284004,17.8800542742,1713
137.096,435.035,277.203519545,34.0312232539,-1087.72,4.04278985076,7683.04,1714,23.0279999199,1030.44,1028.50172662,631.404078625,167.988506887,88.6350748383,1026.99,431.81508153,1027.02330801,0.781959,111.345952369,19.4024257801,1714
137.16,435.18,72.4675063981,33.420493557,-1089.06,3.78232665154,7433.47,1715,31.7724439322,1032.17,1030.5001506,617.392289738,176.565368867,94.5272994817,1029.12,401.002970718,1029.17292012,0.769925,175.711729486,19.8913416584,1715
137.222,435.351,298.417706874,32.9802215719,-1087.43,3.40679421252,7194.29,1716,19.0036946874,1030.31,1028.63984281,577.819006688,164.950324033,61.0781357778,1027.25,395.428856503,1027.26589253,0.68918,78.8015652281,18.5019132496,1716
137.266,435.465,183.496967634,33.8020964907,-1085.88,3.54212841753,7545.29,1717,10.8898337117,1028.41,1026.55076278,775.179883004,134.542512114,148.372294754,1025.2,399.556525727,1025.14335635,0.736014,59.0097082429,12.6996109421,1717
137.288,435.633,357.084656483,33.8529759379,-1086.17,3.55705865029,7620.35,1718,21.8144092507,1029.09,1027.3634717,734.682485311,133.125093794,97.9534124338,1025.84,557.560918385,1025.90224194,0.767238,94.7162053653,17.1115662065,1718
137.299,435.786,253.791728418,33.6944757218,-1083.86,3.34442255164,7629.47,1719,22.2613493362,1027.97,1026.21109114,577.864138807,162.38124062,75.2180516864,1024.63,370.725362932,1024.6336015,0.746713,132.225887103,18.8418835866,1719
137.338,435.938,213.020812272,33.273167509,-1084.11,3.40484058891,7212.76,1720,30.2796550739,1027.95,1026.19263885,605.79697902,157.687032863,87.8488650456,1024.74,398.371720777,1024.70356573,0.760837,149.584115487,22.9309235502,1720
137.337,436.105,209.573382355,33.8262376045,-1082.63,3.41866901044,7643.3,1721,24.6878042426,1026.14,1024.2458533,750.957095487,164.290997128,123.37157531,1022.92,377.962039309,1022.87060886,0.77722,150.166367067,18.7340334591,1721
137.343,436.254,196.961852755,33.139196069,-1084.05,3.30233331916,7217.17,1722,28.2086168368,1027.66,1025.83390661,777.810016878,155.591057947,147.69637149,1024.33,402.123707163,1024.39667086,0.785824,153.151816571,16.1508091927,1722
137.359,436.37,309.650696417,33.7266765545,-1083.7,3.54006611304,7594.75,1723,29.2003987832,1026.69,1024.83557995,680.986843243,178.657826473,84.1086069625,1023.34,456.258822552,1023.34072213,0.790145,146.275346274,23.4087724606,1723
137.373,436.571,298.784039546,32.5308609753,-1084.13,3.3843145167,6962.88,1724,24.0382907617,1026.98,1025.17067875,754.633447478,176.746878474,103.421863047,1023.48,459.288947876,1023.49123081,0.799643,114.691719654,18.1066675417,1724
137.384,436.755,238.907648105,34.0291079744,-1079.67,3.64749746309,7836.56,1725,56.1667064164,1021.7,1019.75738632,868.407034277,180.803613383,163.498650064,1017.84,459.441529938,1017.85172109,0.81782,384.08002968,26.6390590082,1725
137.42,436.911,188.526718916,34.8863100366,-1079.39,3.54108250296,8171.37,1726,49.2034208749,1022.85,1021.08390565,632.383977193,179.000923709,99.2040623697,1019.2,420.08101683,1019.2452653,0.83013,236.641062742,28.2425258168,1726
137.434,437.068,273.244276862,33.650952027,-1082.82,3.43126432552,7297.34,1727,76.1193413924,1025.49,1023.62258955,643.039407944,182.104725002,78.8389874127,1021.78,450.241125048,1021.7521991,0.804745,427.620291325,35.277705264,1727
137.472,437.236,247.40103345,33.696742236,-1082.27,3.57497543833,7435.24,1728,21.5953217204,1025.92,1024.14925007,808.463242722,181.013005976,102.72466291,1022.42,482.136419869,1022.5020808,0.816204,109.977476534,16.6064881111,1728
137.511,437.377,178.325658322,33.7785519936,-1083.3,3.92807219246,7650.25,1729,34.3407949414,1026.4,1024.48902571,520.218989229,148.483566101,86.149090841,1022.8,295.54862482,1022.78228148,0.775427,176.109246876,24.7685628359,1729
137.545,437.527,263.331285705,33.5495471601,-1083.18,4.02024511045,7545.88,1730,60.8947043804,1026.97,1025.2717121,806.411500902,181.658726391,99.388151865,1023.7,466.162319917,1023.78463452,0.823394,459.27329719,21.9299982917,1730
137.543,437.68,184.234474393,33.5488397042,-1081.3,4.01063247058,7644.26,1731,68.7949866178,1024.04,1022.19095544,1081.84181565,161.794671453,216.259267756,1020.79,405.69063564,1020.78147536,0.843275,493.798795586,25.6185291253,1731
137.564,437.824,153.922600615,33.6824737294,-1082.33,3.46614175121,7526.34,1732,40.4883201409,1025.22,1023.51359904,811.891707208,153.615252943,132.776542949,1021.82,335.416857191,1021.82603234,0.763408,275.616346251,21.2811824672,1732
137.613,437.984,173.570731664,33.4266844576,-1085.58,3.80160913034,7463.42,1733,43.7567864885,1028.66,1026.92415972,664.747063645,162.097881974,101.368994738,1025.32,355.75096883,1025.31689063,0.796172,225.660277349,27.2084898875,1733
137.672,438.132,158.747797157,33.8212616651,-1086.42,4.22421463557,7365.68,1734,20.0903963689,1028.96,1027.21910925,612.926463765,140.298064134,63.8833621651,1025.71,263.25382151,1025.72257227,0.769297,87.2664595924,21.5768154718,1734
137.648,438.256,137.799749775,34.4566894049,-1083.27,3.98798223824,8063.08,1735,24.4642844565,1027.3,1025.55436444,681.147852457,136.678376361,151.929818064,1024.04,295.962547121,1024.02908559,0.737745,107.497831414,18.6534204789,1735
137.678,438.41,194.924216958,33.6070634547,-1086.22,3.57648392035,7478.59,1736,32.5971929403,1029.41,1027.65830584,615.892134088,146.049413479,106.375862065,1026.15,289.733332126,1026.1473981,0.827748,248.597893741,17.419524981,1736
137.735,438.598,137.754781309,33.3617183667,-1084.32,3.46907166026,7424.99,1737,31.7918467397,1027.57,1025.95459839,794.0412163,152.524370278,139.998940974,1024.29,327.528588133,1024.31161445,0.803926,178.042030927,19.2845194295,1737
137.709,438.724,165.230478183,33.6808660815,-1084.94,3.39429279379,7615.18,1738,20.9911798596,1029.66,1027.9280439,619.771528152,132.778421483,115.590432967,1026.39,267.047618906,1026.38025833,0.798975,117.463556819,15.5766135687,1738
137.77,438.866,185.343174344,34.1843691286,-1085.01,3.40167762999,7674.19,1739,30.6094028634,1027.45,1025.63346522,768.983717343,146.232638949,152.199557021,1023.94,334.326618706,1023.96111675,0.779585,156.292294505,19.0730841784,1739
137.787,438.985,192.709739013,33.8850287317,-1088.2,3.57786587142,7792.47,1740,43.9584923773,1029.81,1027.93797683,751.640047199,161.497839255,72.9707492429,1026.55,326.073867857,1026.528951,0.7721,245.769840131,28.6296452088,1740
137.785,439.107,218.58768661,33.7825127431,-1087.04,3.86407443993,7620.44,1741,28.2006319901,1029.68,1027.89734812,995.62218193,183.680688004,171.505687928,1026.45,496.023195794,1026.52874725,0.804135,147.596919776,19.6872014509,1741
137.828,439.285,252.170347464,33.6567858497,-1085.82,4.1475208377,7502.85,1742,55.8758603385,1027.92,1026.06266656,898.628668555,179.560862125,172.23028832,1024.59,506.698597964,1024.5890512,0.822628,380.024749562,27.3549244043,1742
137.837,439.399,130.513039314,34.40814771,-1086.97,3.88763267271,7888.21,1743,53.9623258592,1027.95,1026.14354427,596.09167094,124.176942045,109.156800116,1024.75,233.822663049,1024.77513847,0.737946,335.957426384,30.1938599605,1743
137.865,439.566,145.377607534,34.2272791657,-1085.37,3.93999528591,7790.73,1744,30.7831339578,1028.79,1027.20140922,546.265232086,107.462283444,73.5674951705,1025.52,193.408058605,1025.57322463,0.736351,161.250188457,23.2881568351,1744
137.925,439.709,171.972788788,34.0569579604,-1086.53,3.79469178091,7836.21,1745,26.6906348645,1029.32,1027.4890622,790.410137581,155.396218901,151.884541036,1026.05,426.089080892,1026.05242989,0.78241,121.477458185,21.8328519234,1745
137.934,439.867,149.539948814,33.2789142793,-1088.34,3.93502773211,7336.96,1746,66.9501650092,1031.79,1030.08279627,957.018728246,135.734403616,210.288019596,1028.67,377.05494639,1028.69880523,0.765408,399.281999551,34.1208969889,1746
137.944,440.037,160.284568994,34.4582042351,-1088.52,3.49365446735,7681.21,1747,26.0035373435,1032.42,1030.64873087,668.465111977,161.582283457,114.040668628,1029.24,398.300053594,1029.18272233,0.76293,113.24588523,21.8095818172,1747
137.998,440.175,183.277540591,33.9772879503,-1086.43,4.01968548915,7722.35,1748,32.7227619735,1029.29,1027.43298389,611.893463171,164.483741557,89.1442013507,1025.8,417.320095435,1025.89486014,0.720939,137.036410406,29.0260653072,1748
138.046,440.344,158.612605109,32.9443614893,-1086.69,3.7168331202,7416.46,1749,29.5325476213,1030.57,1028.93880492,507.387913741,148.732439382,107.26512551,1027.12,330.835586245,1027.11636208,0.780523,163.840706329,21.7531525993,1749
138.004,440.489,142.404111047,33.9464893195,-1086.97,3.61304450466,7559.25,1750,43.1898134094,1029.17,1027.44272915,976.450446994,129.8226008,194.857023748,1025.7,332.626695569,1025.72310813,0.801542,324.254504902,20.2395955953,1750
138.015,440.612,151.304784868,34.6411725457,-1088.24,3.64011338033,7907.93,1751,59.2753910056,1028.94,1027.14437025,830.822964723,138.721079136,135.034009677,1025.35,306.299131221,1025.44640248,0.76678,372.182541263,30.9979331983,1751
138.053,440.771,155.740987271,33.5534170247,-1087.58,4.13969145922,7259.14,1752,79.454797539,1028.85,1026.96024854,513.173065613,151.221479459,82.2207522064,1025.17,295.735663558,1025.12188782,0.770485,504.264188254,34.8852917291,1752
138.09,440.921,278.722115851,34.0193776144,-1088.81,3.87001963154,7956.25,1753,19.1965944198,1030.36,1028.44715326,870.529803416,144.948689506,111.386918852,1026.78,386.260952338,1026.80015089,0.736897,90.8997510565,16.2350758994,1753
138.123,441.102,202.159878686,34.1646250388,-1089.29,4.13440819741,7702.94,1754,16.2836670681,1031.09,1029.31778803,540.638533937,163.822216979,86.6311850517,1027.76,359.107884849,1027.70024988,0.793287,76.5620650873,16.0832401689,1754
138.15,441.236,129.715202694,33.9401419573,-1087.16,3.99538288081,7601.3,1755,75.2502230693,1028.83,1026.91432125,718.132994791,138.484290145,110.189510926,1025.15,276.833680529,1025.159053,0.768382,476.493579974,33.2123290038,1755
138.151,441.363,52.3070832504,33.6535547918,-1084.49,4.09456744681,7315.45,1756,42.3890948777,1025.85,1023.89756154,576.879706498,99.5305802349,154.997000151,1022.22,200.607844389,1022.28372224,0.761113,243.177953825,24.7700201548,1756
138.18,441.501,51.4592229642,34.2613442692,-1084.94,4.06534019356,7675.69,1757,29.9882308862,1026.04,1024.14903283,768.875647843,117.992778425,176.01030039,1022.59,297.02709597,1022.57480493,0.786679,162.523215399,22.2962239998,1757
138.229,441.647,164.659097507,33.2722222215,-1085.77,3.88433505333,7486.81,1758,43.1482865419,1029.31,1027.49730395,572.526817637,163.256134626,104.519162089,1026.12,357.25010409,1026.10376858,0.779063,246.280722374,22.7096094719,1758
138.269,441.744,181.602403353,33.2950507658,-1086.93,3.43062183394,7440.43,1759,32.076096983,1029.88,1027.89712963,586.58603938,166.478694541,90.2866713998,1026.44,354.982112079,1026.43065551,0.732704,196.216083959,21.813104314,1759
138.298,441.882,204.286604233,34.4151352683,-1081.39,4.08783493333,7621.26,1760,36.9268787682,1025.0,1023.08462979,621.045640106,162.914183603,86.5700625197,1021.47,358.5729021,1021.53364135,0.710932,204.76711438,26.5931592643,1760
138.376,442.008,160.013885157,33.4189971596,-1083.16,3.58370174981,7282.26,1761,26.1341862204,1025.08,1023.17066339,601.83420396,175.538438673,91.6365067125,1021.87,385.49876132,1021.84632243,0.795498,151.180709643,18.2387314466,1761
138.43,442.136,146.71778671,33.4629417961,-1081.98,3.9701073914,7171.73,1762,70.6079673268,1023.18,1021.43245999,663.314505319,174.210154275,104.010085138,1019.93,432.637036303,1019.92238718,0.761355,351.193961611,37.4605032753,1762
138.466,442.259,169.564864039,33.2637286302,-1081.78,4.03952378277,7209.34,1763,17.5518442603,1025.24,1023.47188859,623.196720986,180.80294947,105.301569607,1022.07,429.842148177,1022.07148778,0.813448,84.4774675756,15.6785487989,1763
138.467,442.375,203.949692062,33.8829157393,-1077.0,4.02123998766,7589.45,1764,31.3172025254,1021.0,1019.10815319,691.169720709,158.296600309,153.16677417,1017.56,377.958217085,1017.51521024,0.830825,182.114018844,21.0725882951,1764
138.48,442.458,223.77124398,33.5549607808,-1075.18,4.08770667615,7430.44,1765,38.2583502892,1016.9,1015.00051143,743.988307803,168.307065764,126.271559375,1013.41,416.031931014,1013.45851368,0.838019,234.980241849,22.5431232352,1765
138.532,442.593,148.396779931,33.7801548132,-1072.2,3.96056289702,7603.56,1766,37.2683744734,1016.73,1014.94742883,672.182787519,170.493259875,149.874150322,1013.42,417.947989455,1013.33704607,0.71912,262.812638384,20.4302094948,1766
138.58,442.728,108.988402703,32.9710935321,-1071.71,3.72076458762,7043.81,1767,23.2000578541,1015.74,1014.05167444,1078.63649793,95.3727598059,261.031114726,1012.47,495.939705727,1012.45460159,0.68176,157.542793738,17.6346646491,1767
138.636,442.867,88.0532527218,33.5780964763,-1071.47,3.91090271286,7336.71,1768,22.4577198502,1013.17,1011.30952209,677.018399143,148.409737885,114.350974653,1009.59,399.482982958,1009.58173784,0.754117,99.145418485,19.1298006606,1768
138.69,442.987,282.35871352,33.0401703431,-1067.43,3.88561985697,7165.24,1769,70.3720406628,1010.2,1008.36152097,1199.81290021,140.678236121,173.593809951,1006.55,549.970378134,1006.5236191,0.724676,442.878458966,28.3304815233,1769
138.714,443.118,173.590083185,33.8071513964,-1069.33,3.92050271459,7683.33,1770,40.6379906793,1013.53,1011.58311146,703.851726311,169.061796786,110.441122931,1009.76,380.041647298,1009.79520528,0.750419,228.182658877,24.4859065969,1770
138.77,443.263,54.8292502976,32.431870273,-1066.77,4.00982389008,6923.47,1771,68.7957256068,1012.14,1010.23105576,608.686914864,72.2753964718,169.838167594,1008.47,187.213722357,1008.42799174,0.70649,434.417413171,29.0904653163,1771
138.788,443.44,175.055077154,33.6065665612,-1064.16,2.08084053782,7398.57,1772,28.9338825886,1007.13,1005.18298691,676.303396645,145.109727003,165.149750376,1003.53,328.239174654,1003.55517971,0.745845,169.331161779,20.9470999143,1772
138.816,443.535,146.14079332,33.6157856498,-1065.98,4.14121301985,7658.74,1773,67.6667614928,1010.02,1008.20731741,666.278590906,157.56681222,148.900595702,1006.5,370.728683606,1006.54071948,0.799532,399.80115506,34.9894560971,1773
138.841,443.682,162.382919348,32.8223393589,-1061.66,3.91796066994,7195.83,1774,27.0232214191,1005.47,1003.65976585,737.236615122,127.774556917,146.18654067,1001.91,276.280820837,1001.91476638,0.7706,158.449976095,17.8031435178,1774
