PolicyRegParamNorm,QFunRegParamNorm,MinReturn,AverageAbsQYDiff,AveragePolicySurr,MinEsReturn,AverageQLoss,Iteration,StdEsReturn,AverageAbsQ,AverageAbsY,MaxReturn,AverageDiscountedReturn,StdReturn,AverageQ,AverageReturn,AverageY,AverageAction,MaxEsReturn,AverageEsReturn,Epoch
35.4213,56.8551,175.720197683,2.55311054616,-111.218,5.87783213166,31.7883,67,131.698420617,106.813,106.738636012,318.735957665,146.527604513,28.3594568037,106.708,272.660507287,106.717086965,0.577444,401.988646168,190.735048297,67
35.6888,57.408,274.249724098,2.63259032578,-113.079,8.56935968741,31.1083,68,98.4377526127,108.637,108.568681575,453.8094114,160.407516016,29.2463384488,108.528,305.767092436,108.543735965,0.582718,288.146207796,138.356976415,68
35.9033,57.9451,220.966704781,2.638382643,-115.668,6.26115810935,32.1564,69,117.559251401,111.225,111.151926837,301.304151314,146.42753514,16.1117776296,111.117,267.400680295,111.13194813,0.62781,421.886656448,195.90460912,69
36.1264,58.5277,294.022867793,2.74332859229,-117.477,8.90155157687,33.1837,70,95.3822674291,113.036,112.960145145,929.163569388,184.687453598,231.513130781,112.925,517.895309405,112.94060143,0.632194,312.55177222,201.075005205,70
36.3388,59.0715,219.273724253,2.77017497854,-119.434,17.5551576983,36.22,71,138.802760852,114.95,114.885867156,513.474476765,176.993037383,88.5350033598,114.849,369.27416903,114.865127175,0.579583,556.693227836,249.865620986,71
36.5932,59.6249,247.354636076,2.83504337406,-121.205,29.1411176976,38.8416,72,133.259188114,116.698,116.626670708,478.140197305,159.517669278,56.1445001904,116.594,318.939451434,116.607029133,0.556414,480.07153835,202.928560283,72
36.8257,60.1752,297.763590213,2.89939075324,-123.47,101.34281855,36.0375,73,75.7894395972,118.979,118.906695264,424.195039979,164.151932216,30.2473308854,118.867,326.58891695,118.882522126,0.550057,347.106397799,225.995867401,73
37.0299,60.6607,244.929290638,2.89023355945,-125.122,39.6096825666,40.1416,74,148.660880005,120.601,120.524697339,538.695864881,166.994573126,57.0182742822,120.489,341.066800254,120.502977052,0.562095,527.967949702,264.714823735,74
37.2504,61.2234,281.796815412,3.00826398933,-127.212,62.5202248402,41.7192,75,70.0328639796,122.578,122.499912244,301.27273479,152.328675342,4.79512351421,122.458,289.813355622,122.473274772,0.529378,317.802091341,210.178245141,75
37.4535,61.7098,227.54814009,3.01880029291,-128.987,6.83157298218,41.9615,76,145.338291785,124.428,124.351137848,301.321905638,151.020134466,19.9798318592,124.312,276.727214412,124.325900573,0.537262,508.475722176,182.784588601,76
37.6743,62.24,251.761583403,3.09856727787,-131.164,5.15275048781,46.1656,77,114.500099096,126.614,126.537202662,355.570731232,145.904738797,17.2694395125,126.502,268.567333053,126.517262369,0.519291,361.985057099,160.400085787,77
37.8459,62.8015,258.064587218,3.13675126372,-132.93,7.69302251411,48.2269,78,114.083964339,128.316,128.240092185,299.628034913,154.635431148,5.91592864613,128.201,284.3280467,128.220345668,0.619725,355.590069357,210.650918806,78
38.0879,63.2801,257.213181295,3.09633262495,-134.949,55.7631344585,44.0047,79,104.483692015,130.289,130.206274419,285.497598559,150.511980236,5.32209167871,130.172,273.445550061,130.187901953,0.563958,422.661746825,190.320262254,79
38.3341,63.817,179.747136433,3.28177361626,-137.034,5.92854360024,52.0171,80,105.455762677,132.399,132.316865578,330.176635511,152.952240663,21.1306814208,132.281,282.661611537,132.298426185,0.579314,319.577894713,163.583772011,80
38.5185,64.282,231.489361721,3.23523219412,-138.937,44.9168289557,50.0353,81,90.7732755897,134.175,134.084309858,284.748069076,141.180914135,8.72293435116,134.064,251.040916139,134.068805635,0.581088,309.777754195,177.005843692,81
38.7237,64.838,226.33311912,3.39099035092,-140.682,11.8976127927,57.8028,82,88.4920558194,135.944,135.873026384,285.536165163,140.088300751,13.4621488089,135.837,249.178933228,135.861367677,0.562306,310.326804781,217.701352405,82
38.8799,65.3308,220.468518817,3.39725680807,-142.264,39.0935537991,54.2507,83,81.7130792048,137.473,137.383159749,267.133299931,139.634503673,11.2471571713,137.356,245.430557788,137.371510219,0.571413,247.456569242,148.673617737,83
39.1058,65.836,211.338022726,3.44310069099,-144.345,37.6511301834,57.3568,84,89.8311668522,139.467,139.387439254,281.989282302,144.207918189,15.7411594479,139.356,263.863279409,139.374566919,0.545615,309.902306323,209.111993797,84
39.2812,66.3054,193.708537701,3.35671833117,-145.966,8.73967764517,50.6262,85,106.231198327,141.269,141.182468093,279.160008248,138.457430719,18.1390703348,141.154,242.117950624,141.169715082,0.615461,289.914109191,144.688722592,85
39.4641,66.7469,282.489419752,3.52082825962,-147.792,4.8722799741,59.6618,86,131.258076322,143.122,143.037819041,315.456964647,157.716099282,6.54701309137,143.004,302.962324141,143.023061507,0.623398,384.250665834,211.043000874,86
39.6009,67.2101,245.53866645,3.50542980076,-149.701,46.547738633,58.0364,87,97.9692137366,144.72,144.627025897,294.823426864,144.319495482,13.5878348938,144.592,265.896744946,144.609888582,0.550099,381.151155297,201.10676133,87
39.8231,67.7185,252.715366195,3.55278502152,-151.907,11.4638280716,58.4574,88,114.077573093,147.008,146.923466268,291.604458273,146.469586969,6.7410683753,146.891,269.035214771,146.909295621,0.557812,321.046817621,166.941185008,88
40.0161,68.1959,251.663132507,3.58364870988,-153.353,17.2980031514,57.1102,89,87.5351112229,148.456,148.350624259,293.349803462,144.505009735,7.00725258936,148.325,263.770741812,148.333992053,0.634343,361.322149835,231.957713174,89
40.1763,68.672,264.2043725,3.60629763962,-155.568,34.693393356,58.6905,90,105.866925941,150.687,150.604236541,313.80169455,153.92280265,15.1523248124,150.574,285.993309526,150.590263257,0.630507,366.391234939,193.53925267,90
40.4319,69.1717,215.597848257,3.70319792129,-157.323,8.04809542576,61.5795,91,97.9372194308,152.485,152.407744475,319.525796295,146.395407138,23.2576257889,152.363,268.647023926,152.392398754,0.593746,282.216517149,132.576617273,91
40.6087,69.6068,201.825437311,3.73276500689,-158.686,7.79072932838,68.516,92,112.471824597,153.757,153.652766405,309.334976733,149.429329572,28.8620311576,153.619,269.543252468,153.633401442,0.672494,332.387896226,134.322042778,92
40.8117,70.021,250.189313223,3.60718985333,-160.58,9.31904909537,60.1691,93,137.89320135,155.619,155.521739197,473.694658575,189.970703963,75.7687790132,155.491,421.01130489,155.502942991,0.602992,377.350383624,196.593617358,93
41.0266,70.5277,181.770276037,3.85152986761,-162.412,9.79830742508,66.7982,94,197.692284761,157.299,157.204667306,466.174362419,153.071647943,114.362649663,157.163,297.746202831,157.188234028,0.688897,523.747519002,217.761047249,94
41.2039,71.0176,212.449269307,3.85244807716,-164.131,7.72252429699,72.0926,95,128.640465577,158.991,158.906567045,544.89008117,171.780581669,95.9825079149,158.869,358.33597181,158.88592621,0.669907,451.955485602,213.155145132,95
41.395,71.4353,201.007690205,3.93825301836,-165.801,8.76145872464,73.2857,96,108.801603353,160.703,160.585929285,481.307922141,157.031536982,73.9642500348,160.551,305.487717951,160.561277479,0.641342,308.904372188,147.959896364,96
41.5503,71.9013,201.453818213,3.87993612904,-167.609,67.7755414977,69.506,97,130.287859194,162.446,162.353730693,554.132627633,157.16104121,68.5755049635,162.313,308.457727088,162.332795964,0.658314,521.688424545,277.368661164,97
41.756,72.3268,191.51915033,4.00531076824,-169.315,75.7141703902,77.1057,98,97.6096328394,163.986,163.893102628,371.310913353,145.170517765,35.3209323331,163.845,263.701745241,163.867747653,0.676753,417.63467922,243.199136366,98
41.8992,72.8342,232.466754043,3.90707665245,-171.285,7.43518862317,68.3589,99,120.267852389,166.037,165.929086341,425.903533822,150.857365019,30.8253876773,165.885,282.176693462,165.901528559,0.661706,381.403748041,249.083908532,99
42.0763,73.2785,208.55829378,4.02189534263,-172.88,10.626272151,74.504,100,160.254758221,167.504,167.394910196,417.428504069,150.722029845,48.2703724275,167.348,281.315123194,167.370283348,0.681286,607.74215272,219.090853712,100
42.2782,73.699,144.882624012,4.0548891508,-174.899,6.2892623532,74.3514,101,183.381360656,169.654,169.557800509,220.000633908,126.664884844,10.8797787868,169.5,206.251426231,169.518975684,0.729518,613.5856391,195.803888726,101
42.4531,74.1697,259.803398694,4.1285079556,-176.66,5.59837536461,80.4606,102,119.73994309,171.427,171.325815535,465.016557811,155.945076905,44.2064890304,171.269,301.855047423,171.291617134,0.692988,363.077843027,172.071031343,102
42.6095,74.6408,242.668589327,4.12434915277,-178.607,58.0842763724,78.1479,103,103.39823558,173.195,173.117595429,491.584480149,165.318348637,61.7100360984,173.053,331.40346576,173.078077756,0.700233,384.17980032,196.380037181,103
42.8222,75.1254,198.77490609,4.29375295506,-179.741,9.36278088314,89.385,104,132.070492986,174.448,174.341470589,408.378597897,141.607766697,57.9664674608,174.294,261.365599547,174.305828575,0.644061,435.051567941,217.304482472,104
42.9824,75.5802,203.99391342,4.32534877137,-181.317,21.1136029256,94.0055,105,131.578721723,175.807,175.683925761,405.243489464,147.271414244,37.6387506963,175.627,272.271257419,175.647630457,0.669816,426.942642773,252.141014727,105
43.1598,75.9903,177.567032245,4.29552148798,-183.219,7.77553108332,86.8956,106,116.7910307,177.848,177.748560947,412.001047114,146.539219804,42.6573844711,177.685,273.041993938,177.70142291,0.650285,334.671874967,170.052289221,106
43.2793,76.4137,255.84364932,4.42900211249,-185.213,6.94751411682,96.1995,107,182.666889788,179.787,179.680795609,335.068746494,153.989769599,17.0801359777,179.62,297.278151301,179.643426406,0.635186,498.052022525,194.933376922,107
43.4493,76.7853,189.058609859,4.36602468046,-186.273,9.75124707078,91.1324,108,146.074970013,180.686,180.566914994,400.657047007,148.002480151,34.3141269074,180.508,272.735984567,180.524657881,0.652777,532.400585878,218.594025649,108
43.663,77.249,108.785985951,4.37146576088,-187.542,7.83531736379,85.3014,109,137.373627425,181.955,181.845124312,298.201842286,134.193237946,40.1519171511,181.784,237.679312004,181.810372454,0.792781,470.369955471,186.435000135,109
43.8108,77.6038,130.357410436,4.37734954753,-189.65,7.11730613824,85.504,110,107.888737888,183.9,183.784319433,199.733300212,107.795473699,17.7842218881,183.741,166.872340474,183.754690599,0.729735,350.28750436,166.798715088,110
43.8893,77.9828,142.08442395,4.54302535263,-191.183,22.7042910913,98.0352,111,94.8225077202,185.523,185.411627076,426.145037695,117.279446727,52.1362836569,185.355,191.467888571,185.375341895,0.730705,340.780738419,163.962723552,111
44.039,78.3307,128.535253998,4.45173682825,-192.442,6.81128042156,88.9201,112,143.92277749,186.732,186.624650599,418.288546243,140.899918726,67.3581638219,186.57,252.482884236,186.587428922,0.74868,426.943175086,203.686169538,112
44.2077,78.7029,138.164680291,4.56013393317,-193.622,7.23714528136,93.6803,113,117.34065824,187.909,187.785118649,593.066512804,137.076363216,73.6657782512,187.721,242.32814382,187.740751249,0.75358,415.869698255,157.644375142,113
44.3765,79.1492,57.341324755,4.56695774394,-195.371,8.11856561915,90.7338,114,172.457861813,189.757,189.643900616,565.444775858,130.701685251,137.696717152,189.583,258.109661693,189.607568259,0.696691,613.316385245,205.049035807,114
44.5123,79.4901,117.128807691,4.68351861304,-196.674,8.17484138641,109.909,115,157.66148247,190.981,190.864171025,456.397271282,109.648913183,77.6102544131,190.789,182.017336502,190.810799264,0.763082,488.180350008,204.446140667,115
44.6721,79.8281,181.423433484,4.68444167162,-197.899,8.39069949806,101.277,116,102.267400816,192.203,192.073902977,519.696559114,152.889189283,66.1212002116,192.014,325.263592977,192.032286455,0.692753,384.043317326,142.071360531,116
44.8183,80.1967,199.8588499,4.66489902593,-199.177,8.15390733402,102.968,117,153.744499553,193.388,193.273269303,375.966245401,156.355369307,40.1705179434,193.193,315.412692912,193.208474063,0.667311,459.127417923,228.055468751,117
45.0213,80.5809,132.702029772,4.71013421886,-200.497,67.6216872873,108.35,118,136.136594259,194.913,194.794265724,330.280595383,134.985736674,51.7049892641,194.72,235.947359704,194.73607512,0.7628,531.70637179,206.831045562,118
45.1461,80.9912,139.215667297,4.64310722806,-201.747,43.3247164059,103.365,119,94.3410832429,196.213,196.089173826,151.853070166,99.0155134052,2.39667933048,196.005,146.759374113,196.026600111,0.781649,340.461920029,189.004759939,119
45.257,81.3206,143.193616699,4.79426033188,-202.483,16.302322003,105.224,120,107.692944929,196.842,196.713767718,482.645919279,133.747924983,88.3084485989,196.613,233.937902986,196.63425402,0.718704,369.28996961,165.970017802,120
45.371,81.701,41.5676910369,4.78518483413,-203.928,9.24684261301,109.897,121,151.162386854,198.401,198.289184383,153.584234096,91.5801117439,36.8090861994,198.199,132.637023035,198.222180117,0.769479,483.599706211,187.866299872,121
45.4924,82.0732,125.894146289,4.78706060533,-205.544,4.3434597814,109.41,122,127.287692907,199.982,199.84625758,183.229940249,99.3928180141,10.7978714233,199.776,145.948057657,199.78557316,0.784374,431.953639272,164.144926837,122
45.6603,82.4882,115.425529074,4.74696630207,-206.34,72.0091718687,112.477,123,101.31167791,200.879,200.750099022,227.402464648,104.884221821,21.4128413276,200.669,156.358464237,200.692934851,0.748971,429.009248062,182.954222433,123
45.776,82.8591,127.456033891,4.97411305849,-207.529,6.51927150067,119.962,124,146.428991669,201.912,201.789935118,243.202001893,102.092508486,17.5895609523,201.7,158.390115335,201.72351294,0.765743,533.328294867,205.961455461,124
45.9126,83.2675,279.45536207,4.85829056058,-208.892,17.9525347333,112.357,125,151.04289991,203.315,203.177167341,401.140799658,156.75530761,16.8503653507,203.098,304.961818796,203.113467087,0.677183,562.477276829,208.797748017,125
46.0203,83.6698,313.772071821,4.85889906226,-209.62,7.61708951304,108.023,126,148.7537599,204.028,203.896011476,450.081072437,169.278704112,24.5688172891,203.811,357.234589342,203.830357193,0.695664,490.829776735,207.910406234,126
46.1434,84.0915,281.612186882,4.90752235069,-211.218,6.33651468468,110.303,127,159.095851404,205.52,205.383892498,501.164816252,160.641912882,40.6794355848,205.295,327.568854216,205.311726494,0.698658,554.814919737,186.206907074,127
